motion,2019-10-23 10:50:17.063 AM,active
motion,2019-10-23 10:50:12.368 AM,inactive
motion,2019-10-23 10:50:01.900 AM,active
motion,2019-10-23 10:44:57.308 AM,inactive
motion,2019-10-23 10:44:40.418 AM,active
motion,2019-10-23 10:36:27.877 AM,inactive
motion,2019-10-23 10:36:17.104 AM,active
motion,2019-10-23 10:32:09.241 AM,inactive
motion,2019-10-23 10:31:54.444 AM,active
motion,2019-10-23 10:31:06.400 AM,inactive
motion,2019-10-23 10:30:37.280 AM,active
motion,2019-10-23 10:28:56.840 AM,inactive
motion,2019-10-23 10:28:31.316 AM,active
motion,2019-10-23 10:28:23.527 AM,inactive
motion,2019-10-23 10:28:12.759 AM,active
motion,2019-10-23 10:28:10.355 AM,inactive
motion,2019-10-23 10:27:53.525 AM,active
temperature,2019-10-23 9:58:03.620 AM,66
motion,2019-10-23 9:54:53.265 AM,inactive
motion,2019-10-23 9:54:42.857 AM,active
motion,2019-10-23 9:42:04.917 AM,inactive
motion,2019-10-23 9:41:37.620 AM,active
motion,2019-10-23 8:52:31.873 AM,inactive
motion,2019-10-23 8:52:09.528 AM,active
motion,2019-10-23 8:52:03.930 AM,inactive
motion,2019-10-23 8:51:39.480 AM,active
motion,2019-10-23 8:08:13.830 AM,inactive
motion,2019-10-23 8:08:03.640 AM,active
motion,2019-10-23 8:02:09.179 AM,inactive
motion,2019-10-23 8:01:58.765 AM,active
motion,2019-10-23 7:56:14.442 AM,inactive
motion,2019-10-23 7:55:56.638 AM,active
motion,2019-10-23 7:53:12.622 AM,inactive
motion,2019-10-23 7:52:56.503 AM,active
motion,2019-10-23 7:52:38.640 AM,inactive
motion,2019-10-23 7:52:06.524 AM,active
motion,2019-10-23 7:43:06.360 AM,inactive
motion,2019-10-23 7:42:53.836 AM,active
motion,2019-10-23 7:42:36.000 AM,inactive
motion,2019-10-23 7:42:20.467 AM,active
motion,2019-10-23 7:26:37.950 AM,inactive
motion,2019-10-23 7:26:27.068 AM,active
motion,2019-10-23 7:24:59.069 AM,inactive
motion,2019-10-23 7:24:47.727 AM,active
motion,2019-10-23 7:22:18.580 AM,inactive
motion,2019-10-23 7:22:08.045 AM,active
motion,2019-10-23 7:22:04.197 AM,inactive
motion,2019-10-23 7:21:52.651 AM,active
motion,2019-10-23 7:21:49.020 AM,inactive
motion,2019-10-23 7:21:38.020 AM,active
motion,2019-10-23 7:19:52.873 AM,inactive
motion,2019-10-23 7:19:36.135 AM,active
motion,2019-10-23 7:19:00.050 AM,inactive
motion,2019-10-23 7:18:49.490 AM,active
motion,2019-10-23 7:18:46.180 AM,inactive
motion,2019-10-23 7:18:34.814 AM,active
motion,2019-10-23 7:15:32.275 AM,inactive
motion,2019-10-23 7:15:20.877 AM,active
motion,2019-10-23 7:14:08.225 AM,inactive
motion,2019-10-23 7:13:55.575 AM,active
motion,2019-10-23 7:13:52.670 AM,inactive
motion,2019-10-23 7:13:39.210 AM,active
motion,2019-10-23 7:12:46.770 AM,inactive
motion,2019-10-23 7:12:35.664 AM,active
motion,2019-10-23 6:22:29.007 AM,inactive
motion,2019-10-23 6:22:18.727 AM,active
motion,2019-10-23 6:13:44.620 AM,inactive
motion,2019-10-23 6:13:31.005 AM,active
motion,2019-10-23 6:13:28.178 AM,inactive
motion,2019-10-23 6:13:14.356 AM,active
motion,2019-10-23 6:12:39.985 AM,inactive
motion,2019-10-23 6:12:29.526 AM,active
motion,2019-10-23 6:07:55.820 AM,inactive
motion,2019-10-23 6:07:44.600 AM,active
temperature,2019-10-23 3:57:15.635 AM,65
motion,2019-10-23 2:09:46.040 AM,inactive
motion,2019-10-23 2:09:26.328 AM,active
motion,2019-10-23 1:11:16.960 AM,inactive
motion,2019-10-23 1:11:06.419 AM,active
motion,2019-10-23 1:10:33.816 AM,inactive
motion,2019-10-23 1:10:22.660 AM,active
motion,2019-10-22 11:34:30.244 PM,inactive
motion,2019-10-22 11:34:19.960 PM,active
motion,2019-10-22 11:33:45.320 PM,inactive
motion,2019-10-22 11:33:22.160 PM,active
motion,2019-10-22 11:32:43.750 PM,inactive
motion,2019-10-22 11:32:29.961 PM,active
motion,2019-10-22 11:04:37.555 PM,inactive
motion,2019-10-22 11:04:22.795 PM,active
motion,2019-10-22 11:04:21.760 PM,inactive
motion,2019-10-22 11:04:07.583 PM,active
motion,2019-10-22 10:58:23.044 PM,inactive
motion,2019-10-22 10:58:08.270 PM,active
temperature,2019-10-22 10:36:29.560 PM,66
motion,2019-10-22 10:12:49.995 PM,inactive
motion,2019-10-22 10:12:15.620 PM,active
motion,2019-10-22 10:01:36.750 PM,inactive
motion,2019-10-22 10:01:23.915 PM,active
motion,2019-10-22 10:00:07.429 PM,inactive
motion,2019-10-22 9:59:54.464 PM,active
motion,2019-10-22 9:55:29.130 PM,inactive
motion,2019-10-22 9:55:08.647 PM,active
motion,2019-10-22 9:53:43.696 PM,inactive
motion,2019-10-22 9:53:32.505 PM,active
motion,2019-10-22 9:49:53.320 PM,inactive
motion,2019-10-22 9:49:39.663 PM,active
motion,2019-10-22 9:49:09.020 PM,inactive
motion,2019-10-22 9:48:55.050 PM,active
motion,2019-10-22 9:48:43.250 PM,inactive
motion,2019-10-22 9:48:29.077 PM,active
motion,2019-10-22 9:48:04.605 PM,inactive
motion,2019-10-22 9:47:51.660 PM,active
motion,2019-10-22 9:47:42.325 PM,inactive
motion,2019-10-22 9:47:30.035 PM,active
motion,2019-10-22 9:47:14.150 PM,inactive
motion,2019-10-22 9:47:01.250 PM,active
motion,2019-10-22 9:46:51.590 PM,inactive
motion,2019-10-22 9:46:38.870 PM,active
motion,2019-10-22 9:43:10.440 PM,inactive
motion,2019-10-22 9:42:57.186 PM,active
motion,2019-10-22 9:42:03.160 PM,inactive
motion,2019-10-22 9:41:49.979 PM,active
motion,2019-10-22 9:41:38.285 PM,inactive
motion,2019-10-22 9:41:13.121 PM,active
motion,2019-10-22 9:40:37.790 PM,inactive
motion,2019-10-22 9:40:23.657 PM,active
temperature,2019-10-22 9:36:20.780 PM,67
motion,2019-10-22 9:27:39.625 PM,inactive
motion,2019-10-22 9:27:28.500 PM,active
motion,2019-10-22 9:24:21.931 PM,inactive
motion,2019-10-22 9:24:11.450 PM,active
motion,2019-10-22 9:24:00.030 PM,inactive
motion,2019-10-22 9:23:49.244 PM,active
motion,2019-10-22 9:21:23.330 PM,inactive
motion,2019-10-22 9:21:11.610 PM,active
temperature,2019-10-22 9:16:17.710 PM,66
motion,2019-10-22 9:11:41.095 PM,inactive
motion,2019-10-22 9:11:23.826 PM,active
motion,2019-10-22 9:04:50.585 PM,inactive
motion,2019-10-22 9:04:39.800 PM,active
motion,2019-10-22 8:39:18.818 PM,inactive
motion,2019-10-22 8:38:52.119 PM,active
motion,2019-10-22 8:37:44.820 PM,inactive
motion,2019-10-22 8:37:17.010 PM,active
motion,2019-10-22 8:36:43.265 PM,inactive
motion,2019-10-22 8:36:15.575 PM,active
motion,2019-10-22 8:31:22.087 PM,inactive
motion,2019-10-22 8:31:08.890 PM,active
motion,2019-10-22 8:08:22.888 PM,inactive
motion,2019-10-22 8:07:52.137 PM,active
motion,2019-10-22 8:02:35.686 PM,inactive
motion,2019-10-22 8:02:25.265 PM,active
motion,2019-10-22 8:02:14.175 PM,inactive
motion,2019-10-22 8:01:57.795 PM,active
motion,2019-10-22 8:01:48.098 PM,inactive
motion,2019-10-22 8:00:56.950 PM,active
motion,2019-10-22 7:58:04.299 PM,inactive
motion,2019-10-22 7:56:28.190 PM,active
motion,2019-10-22 7:55:03.309 PM,inactive
motion,2019-10-22 7:54:17.836 PM,active
motion,2019-10-22 7:53:07.707 PM,inactive
motion,2019-10-22 7:52:57.110 PM,active
motion,2019-10-22 7:52:24.060 PM,inactive
motion,2019-10-22 7:51:56.944 PM,active
motion,2019-10-22 7:51:32.523 PM,inactive
motion,2019-10-22 7:50:39.780 PM,active
motion,2019-10-22 7:49:57.422 PM,inactive
motion,2019-10-22 7:49:38.835 PM,active
motion,2019-10-22 7:48:02.149 PM,inactive
motion,2019-10-22 7:47:27.310 PM,active
temperature,2019-10-22 7:31:02.229 PM,67
motion,2019-10-22 6:38:26.667 PM,inactive
motion,2019-10-22 6:38:01.760 PM,active
motion,2019-10-22 6:22:58.951 PM,inactive
motion,2019-10-22 6:22:38.975 PM,active
motion,2019-10-22 6:00:22.730 PM,inactive
motion,2019-10-22 6:00:09.256 PM,active
motion,2019-10-22 5:59:34.120 PM,inactive
motion,2019-10-22 5:58:40.735 PM,active
motion,2019-10-22 5:58:34.150 PM,inactive
motion,2019-10-22 5:58:16.775 PM,active
motion,2019-10-22 5:58:02.030 PM,inactive
motion,2019-10-22 5:57:32.100 PM,active
motion,2019-10-22 5:57:21.600 PM,inactive
motion,2019-10-22 5:56:58.754 PM,active
motion,2019-10-22 5:53:12.749 PM,inactive
motion,2019-10-22 5:52:56.590 PM,active
motion,2019-10-22 5:40:34.410 PM,inactive
motion,2019-10-22 5:40:23.818 PM,active
motion,2019-10-22 5:38:36.115 PM,inactive
motion,2019-10-22 5:38:25.680 PM,active
motion,2019-10-22 5:23:13.269 PM,inactive
motion,2019-10-22 5:22:59.436 PM,active
motion,2019-10-22 5:01:21.420 PM,inactive
motion,2019-10-22 5:01:09.559 PM,active
motion,2019-10-22 3:14:51.740 PM,inactive
motion,2019-10-22 3:14:18.949 PM,active
motion,2019-10-22 2:13:27.060 PM,inactive
motion,2019-10-22 2:13:05.646 PM,active
motion,2019-10-22 2:13:04.440 PM,inactive
motion,2019-10-22 2:12:50.440 PM,active
motion,2019-10-22 2:07:49.519 PM,inactive
motion,2019-10-22 2:07:29.701 PM,active
motion,2019-10-22 2:05:17.824 PM,inactive
motion,2019-10-22 2:04:52.955 PM,active
motion,2019-10-22 2:04:47.796 PM,inactive
motion,2019-10-22 2:03:48.060 PM,active
motion,2019-10-22 2:03:07.501 PM,inactive
motion,2019-10-22 2:02:50.405 PM,active
motion,2019-10-22 2:00:53.921 PM,inactive
motion,2019-10-22 2:00:39.790 PM,active
motion,2019-10-22 2:00:36.170 PM,inactive
motion,2019-10-22 2:00:24.070 PM,active
motion,2019-10-22 1:15:21.810 PM,inactive
motion,2019-10-22 1:15:10.350 PM,active
motion,2019-10-22 1:12:01.700 PM,inactive
motion,2019-10-22 1:11:51.150 PM,active
motion,2019-10-22 12:50:55.220 PM,inactive
motion,2019-10-22 12:50:30.664 PM,active
motion,2019-10-22 12:48:42.857 PM,inactive
motion,2019-10-22 12:48:19.074 PM,active
motion,2019-10-22 12:43:16.445 PM,inactive
motion,2019-10-22 12:43:04.184 PM,active
motion,2019-10-22 12:43:03.160 PM,inactive
motion,2019-10-22 12:42:50.190 PM,active
motion,2019-10-22 12:10:26.350 PM,inactive
motion,2019-10-22 12:10:12.237 PM,active
motion,2019-10-22 12:09:54.250 PM,inactive
motion,2019-10-22 12:09:41.189 PM,active
motion,2019-10-22 12:07:26.500 PM,inactive
motion,2019-10-22 12:07:05.360 PM,active
motion,2019-10-22 11:49:04.689 AM,inactive
motion,2019-10-22 11:48:54.447 AM,active
motion,2019-10-22 11:46:57.430 AM,inactive
motion,2019-10-22 11:46:38.700 AM,active
motion,2019-10-22 11:40:18.726 AM,inactive
motion,2019-10-22 11:40:08.519 AM,active
motion,2019-10-22 11:35:54.028 AM,inactive
motion,2019-10-22 11:35:43.202 AM,active
motion,2019-10-22 11:32:02.380 AM,inactive
motion,2019-10-22 11:31:51.256 AM,active
motion,2019-10-22 10:39:58.377 AM,inactive
motion,2019-10-22 10:39:47.240 AM,active
motion,2019-10-22 10:39:39.840 AM,inactive
motion,2019-10-22 10:39:00.955 AM,active
motion,2019-10-22 10:38:55.318 AM,inactive
motion,2019-10-22 10:38:21.890 AM,active
motion,2019-10-22 10:37:10.236 AM,inactive
motion,2019-10-22 10:36:59.990 AM,active
motion,2019-10-22 10:36:33.339 AM,inactive
motion,2019-10-22 10:36:22.059 AM,active
motion,2019-10-22 10:36:16.786 AM,inactive
motion,2019-10-22 10:36:05.925 AM,active
motion,2019-10-22 10:35:36.277 AM,inactive
motion,2019-10-22 10:35:25.906 AM,active
motion,2019-10-22 10:13:55.511 AM,inactive
motion,2019-10-22 10:13:41.360 AM,active
motion,2019-10-22 10:13:35.538 AM,inactive
motion,2019-10-22 10:13:21.559 AM,active
motion,2019-10-22 9:39:31.616 AM,inactive
motion,2019-10-22 9:38:59.080 AM,active
motion,2019-10-22 9:26:41.280 AM,inactive
motion,2019-10-22 9:26:30.200 AM,active
motion,2019-10-22 9:13:03.670 AM,inactive
motion,2019-10-22 9:12:42.430 AM,active
motion,2019-10-22 9:12:29.130 AM,inactive
motion,2019-10-22 9:11:43.750 AM,active
motion,2019-10-22 9:10:22.980 AM,inactive
motion,2019-10-22 9:09:59.804 AM,active
motion,2019-10-22 9:02:36.037 AM,inactive
motion,2019-10-22 9:02:25.715 AM,active
motion,2019-10-22 9:02:04.100 AM,inactive
motion,2019-10-22 9:01:53.661 AM,active
motion,2019-10-22 9:01:00.250 AM,inactive
motion,2019-10-22 9:00:44.900 AM,active
motion,2019-10-22 9:00:31.280 AM,inactive
motion,2019-10-22 9:00:19.928 AM,active
motion,2019-10-22 8:59:53.755 AM,inactive
motion,2019-10-22 8:59:43.320 AM,active
temperature,2019-10-22 8:54:29.690 AM,66
motion,2019-10-22 8:46:15.470 AM,inactive
motion,2019-10-22 8:46:04.866 AM,active
motion,2019-10-22 8:45:08.595 AM,inactive
motion,2019-10-22 8:44:57.966 AM,active
motion,2019-10-22 8:43:31.690 AM,inactive
motion,2019-10-22 8:43:18.257 AM,active
motion,2019-10-22 8:42:21.050 AM,inactive
motion,2019-10-22 8:42:10.444 AM,active
temperature,2019-10-22 8:24:25.469 AM,65
temperature,2019-10-22 3:33:43.520 AM,66
motion,2019-10-22 3:02:49.549 AM,inactive
motion,2019-10-22 3:02:39.105 AM,active
motion,2019-10-22 3:02:36.940 AM,inactive
motion,2019-10-22 3:02:26.335 AM,active
motion,2019-10-22 2:49:15.330 AM,inactive
motion,2019-10-22 2:49:04.630 AM,active
temperature,2019-10-22 2:28:33.670 AM,67
motion,2019-10-22 2:21:37.114 AM,inactive
motion,2019-10-22 2:21:26.905 AM,active
motion,2019-10-22 2:16:02.543 AM,inactive
motion,2019-10-22 2:15:51.546 AM,active
motion,2019-10-22 2:15:01.260 AM,inactive
motion,2019-10-22 2:14:50.778 AM,active
motion,2019-10-22 1:50:23.715 AM,inactive
motion,2019-10-22 1:50:10.756 AM,active
motion,2019-10-22 1:46:41.520 AM,inactive
motion,2019-10-22 1:46:28.007 AM,active
motion,2019-10-22 1:46:15.627 AM,inactive
motion,2019-10-22 1:45:52.160 AM,active
motion,2019-10-22 1:45:22.310 AM,inactive
motion,2019-10-22 1:45:10.150 AM,active
motion,2019-10-22 1:44:43.662 AM,inactive
motion,2019-10-22 1:44:33.200 AM,active
motion,2019-10-22 1:43:30.650 AM,inactive
motion,2019-10-22 1:43:19.405 AM,active
motion,2019-10-22 1:42:50.520 AM,inactive
motion,2019-10-22 1:42:37.650 AM,active
motion,2019-10-22 1:42:34.050 AM,inactive
motion,2019-10-22 1:42:20.617 AM,active
motion,2019-10-22 1:42:12.727 AM,inactive
motion,2019-10-22 1:41:40.697 AM,active
motion,2019-10-22 1:41:34.510 AM,inactive
motion,2019-10-22 1:41:08.500 AM,active
motion,2019-10-22 1:41:07.278 AM,inactive
motion,2019-10-22 1:40:56.908 AM,active
temperature,2019-10-22 1:38:26.261 AM,66
motion,2019-10-22 1:33:54.630 AM,inactive
motion,2019-10-22 1:33:44.005 AM,active
temperature,2019-10-22 1:33:25.504 AM,67
temperature,2019-10-22 1:13:22.470 AM,66
motion,2019-10-22 12:53:32.879 AM,inactive
motion,2019-10-22 12:53:21.510 AM,active
motion,2019-10-22 12:52:54.660 AM,inactive
motion,2019-10-22 12:52:44.055 AM,active
motion,2019-10-21 11:49:28.237 PM,inactive
motion,2019-10-21 11:49:09.985 PM,active
motion,2019-10-21 11:48:44.582 PM,inactive
motion,2019-10-21 11:48:33.910 PM,active
motion,2019-10-21 10:01:23.180 PM,inactive
motion,2019-10-21 10:01:06.990 PM,active
motion,2019-10-21 9:47:44.716 PM,inactive
motion,2019-10-21 9:47:31.708 PM,active
motion,2019-10-21 9:45:31.665 PM,inactive
motion,2019-10-21 9:45:21.215 PM,active
motion,2019-10-21 9:44:52.712 PM,inactive
motion,2019-10-21 9:44:42.310 PM,active
motion,2019-10-21 9:44:23.676 PM,inactive
motion,2019-10-21 9:44:05.951 PM,active
motion,2019-10-21 9:39:57.800 PM,inactive
motion,2019-10-21 9:39:43.651 PM,active
motion,2019-10-21 9:36:32.576 PM,inactive
motion,2019-10-21 9:36:22.157 PM,active
motion,2019-10-21 9:34:42.660 PM,inactive
motion,2019-10-21 9:34:24.770 PM,active
motion,2019-10-21 9:13:17.750 PM,inactive
motion,2019-10-21 9:13:01.180 PM,active
motion,2019-10-21 9:12:54.620 PM,inactive
motion,2019-10-21 9:12:31.741 PM,active
motion,2019-10-21 9:12:27.231 PM,inactive
motion,2019-10-21 9:12:08.988 PM,active
motion,2019-10-21 9:08:07.680 PM,inactive
motion,2019-10-21 9:07:50.970 PM,active
motion,2019-10-21 9:07:24.980 PM,inactive
motion,2019-10-21 9:07:07.709 PM,active
motion,2019-10-21 9:07:00.167 PM,inactive
motion,2019-10-21 9:06:44.877 PM,active
motion,2019-10-21 9:04:36.065 PM,inactive
motion,2019-10-21 9:03:11.610 PM,active
motion,2019-10-21 9:02:59.285 PM,inactive
motion,2019-10-21 9:02:45.685 PM,active
motion,2019-10-21 9:01:43.501 PM,inactive
motion,2019-10-21 9:01:29.675 PM,active
motion,2019-10-21 9:01:13.380 PM,inactive
motion,2019-10-21 9:00:50.210 PM,active
motion,2019-10-21 8:59:38.550 PM,inactive
motion,2019-10-21 8:59:22.300 PM,active
motion,2019-10-21 8:59:21.198 PM,inactive
motion,2019-10-21 8:59:10.843 PM,active
motion,2019-10-21 7:39:32.730 PM,inactive
motion,2019-10-21 7:38:58.178 PM,active
motion,2019-10-21 6:40:03.030 PM,inactive
motion,2019-10-21 6:39:05.090 PM,active
motion,2019-10-21 6:39:03.296 PM,inactive
motion,2019-10-21 6:38:43.385 PM,active
motion,2019-10-21 6:38:33.770 PM,inactive
motion,2019-10-21 6:38:04.992 PM,active
motion,2019-10-21 6:37:51.478 PM,inactive
motion,2019-10-21 6:37:41.070 PM,active
motion,2019-10-21 6:30:14.154 PM,inactive
motion,2019-10-21 6:30:03.564 PM,active
motion,2019-10-21 6:29:41.835 PM,inactive
motion,2019-10-21 6:29:31.350 PM,active
motion,2019-10-21 6:28:42.370 PM,inactive
motion,2019-10-21 6:28:29.376 PM,active
motion,2019-10-21 6:28:28.330 PM,inactive
motion,2019-10-21 6:28:16.090 PM,active
motion,2019-10-21 6:28:06.740 PM,inactive
motion,2019-10-21 6:27:52.820 PM,active
motion,2019-10-21 6:27:50.215 PM,inactive
motion,2019-10-21 6:27:36.943 PM,active
motion,2019-10-21 5:44:18.030 PM,inactive
motion,2019-10-21 5:43:58.290 PM,active
motion,2019-10-21 5:38:13.600 PM,inactive
motion,2019-10-21 5:37:44.150 PM,active
motion,2019-10-21 5:35:17.540 PM,inactive
motion,2019-10-21 5:34:50.120 PM,active
motion,2019-10-21 5:34:49.085 PM,inactive
motion,2019-10-21 5:34:32.120 PM,active
motion,2019-10-21 4:45:01.526 PM,inactive
motion,2019-10-21 4:44:48.600 PM,active
motion,2019-10-21 4:44:47.284 PM,inactive
motion,2019-10-21 4:44:36.340 PM,active
motion,2019-10-21 4:44:28.675 PM,inactive
motion,2019-10-21 4:44:14.960 PM,active
motion,2019-10-21 4:42:23.960 PM,inactive
motion,2019-10-21 4:42:11.813 PM,active
motion,2019-10-21 4:41:53.310 PM,inactive
motion,2019-10-21 4:41:41.401 PM,active
motion,2019-10-21 3:39:35.994 PM,inactive
motion,2019-10-21 3:39:11.828 PM,active
motion,2019-10-21 3:38:59.294 PM,inactive
motion,2019-10-21 3:38:35.210 PM,active
motion,2019-10-21 2:57:04.077 PM,inactive
motion,2019-10-21 2:56:53.525 PM,active
motion,2019-10-21 2:55:57.858 PM,inactive
motion,2019-10-21 2:55:46.950 PM,active
motion,2019-10-21 2:54:37.320 PM,inactive
motion,2019-10-21 2:54:22.059 PM,active
temperature,2019-10-21 2:46:44.268 PM,67
motion,2019-10-21 2:28:11.310 PM,inactive
motion,2019-10-21 2:27:57.190 PM,active
motion,2019-10-21 2:27:56.152 PM,inactive
motion,2019-10-21 2:27:42.870 PM,active
motion,2019-10-21 2:15:28.161 PM,inactive
motion,2019-10-21 2:15:02.580 PM,active
motion,2019-10-21 2:14:20.760 PM,inactive
motion,2019-10-21 2:13:51.555 PM,active
motion,2019-10-21 1:49:15.210 PM,inactive
motion,2019-10-21 1:49:04.725 PM,active
motion,2019-10-21 1:48:47.755 PM,inactive
motion,2019-10-21 1:48:32.950 PM,active
motion,2019-10-21 1:48:31.900 PM,inactive
motion,2019-10-21 1:48:21.346 PM,active
motion,2019-10-21 1:48:16.342 PM,inactive
motion,2019-10-21 1:47:49.272 PM,active
motion,2019-10-21 1:47:05.719 PM,inactive
motion,2019-10-21 1:46:55.245 PM,active
motion,2019-10-21 1:44:47.260 PM,inactive
motion,2019-10-21 1:44:36.166 PM,active
motion,2019-10-21 1:38:37.970 PM,inactive
motion,2019-10-21 1:38:08.425 PM,active
motion,2019-10-21 1:14:40.596 PM,inactive
motion,2019-10-21 1:14:30.148 PM,active
motion,2019-10-21 1:12:46.220 PM,inactive
motion,2019-10-21 1:12:35.090 PM,active
motion,2019-10-21 12:21:00.424 PM,inactive
motion,2019-10-21 12:20:35.880 PM,active
motion,2019-10-21 12:20:01.930 PM,inactive
motion,2019-10-21 12:19:49.450 PM,active
motion,2019-10-21 12:19:19.840 PM,inactive
motion,2019-10-21 12:19:06.530 PM,active
temperature,2019-10-21 12:06:19.970 PM,66
motion,2019-10-21 11:58:32.110 AM,inactive
motion,2019-10-21 11:58:19.310 AM,active
motion,2019-10-21 11:58:07.755 AM,inactive
motion,2019-10-21 11:57:55.481 AM,active
motion,2019-10-21 11:23:06.528 AM,inactive
motion,2019-10-21 11:22:39.590 AM,active
motion,2019-10-21 11:22:32.615 AM,inactive
motion,2019-10-21 11:22:22.110 AM,active
motion,2019-10-21 11:18:06.140 AM,inactive
motion,2019-10-21 11:17:44.245 AM,active
motion,2019-10-21 11:14:51.452 AM,inactive
motion,2019-10-21 11:14:05.280 AM,active
motion,2019-10-21 11:14:04.215 AM,inactive
motion,2019-10-21 11:13:32.550 AM,active
motion,2019-10-21 11:10:10.820 AM,inactive
motion,2019-10-21 11:09:53.350 AM,active
motion,2019-10-21 11:09:42.096 AM,inactive
motion,2019-10-21 11:09:28.610 AM,active
motion,2019-10-21 11:09:14.350 AM,inactive
motion,2019-10-21 11:08:57.430 AM,active
motion,2019-10-21 11:07:44.865 AM,inactive
motion,2019-10-21 11:07:29.385 AM,active
motion,2019-10-21 11:00:54.783 AM,inactive
motion,2019-10-21 11:00:40.985 AM,active
motion,2019-10-21 11:00:17.874 AM,inactive
motion,2019-10-21 11:00:05.331 AM,active
motion,2019-10-21 10:54:05.400 AM,inactive
motion,2019-10-21 10:53:17.880 AM,active
motion,2019-10-21 10:52:48.320 AM,inactive
motion,2019-10-21 10:52:33.780 AM,active
motion,2019-10-21 10:51:30.180 AM,inactive
motion,2019-10-21 10:51:19.610 AM,active
motion,2019-10-21 10:47:09.030 AM,inactive
motion,2019-10-21 10:46:57.510 AM,active
motion,2019-10-21 10:46:49.741 AM,inactive
motion,2019-10-21 10:46:39.430 AM,active
motion,2019-10-21 10:38:53.774 AM,inactive
motion,2019-10-21 10:38:41.077 AM,active
motion,2019-10-21 10:38:22.929 AM,inactive
motion,2019-10-21 10:38:10.250 AM,active
motion,2019-10-21 10:34:07.660 AM,inactive
motion,2019-10-21 10:33:54.125 AM,active
motion,2019-10-21 10:28:55.938 AM,inactive
motion,2019-10-21 10:28:26.960 AM,active
temperature,2019-10-21 10:11:03.150 AM,65
motion,2019-10-21 9:57:39.701 AM,inactive
motion,2019-10-21 9:57:27.460 AM,active
motion,2019-10-21 9:57:19.657 AM,inactive
motion,2019-10-21 9:56:53.797 AM,active
motion,2019-10-21 9:51:41.577 AM,inactive
motion,2019-10-21 9:51:30.498 AM,active
motion,2019-10-21 9:50:00.960 AM,inactive
motion,2019-10-21 9:49:49.694 AM,active
motion,2019-10-21 9:40:19.231 AM,inactive
motion,2019-10-21 9:39:54.490 AM,active
motion,2019-10-21 9:12:10.770 AM,inactive
motion,2019-10-21 9:11:59.738 AM,active
motion,2019-10-21 9:11:21.645 AM,inactive
motion,2019-10-21 9:11:11.135 AM,active
motion,2019-10-21 8:04:35.655 AM,inactive
motion,2019-10-21 8:04:24.690 AM,active
motion,2019-10-21 8:02:47.060 AM,inactive
motion,2019-10-21 8:02:35.700 AM,active
temperature,2019-10-21 6:45:34.190 AM,64
temperature,2019-10-21 3:30:04.670 AM,65
motion,2019-10-21 1:59:52.180 AM,inactive
motion,2019-10-21 1:59:41.850 AM,active
motion,2019-10-21 1:51:05.011 AM,inactive
motion,2019-10-21 1:50:36.397 AM,active
motion,2019-10-21 1:50:14.790 AM,inactive
motion,2019-10-21 1:50:00.856 AM,active
motion,2019-10-21 1:48:23.155 AM,inactive
motion,2019-10-21 1:48:08.276 AM,active
temperature,2019-10-20 11:59:30.548 PM,66
motion,2019-10-20 11:56:54.953 PM,inactive
motion,2019-10-20 11:56:30.270 PM,active
motion,2019-10-20 11:56:01.350 PM,inactive
motion,2019-10-20 11:55:34.124 PM,active
temperature,2019-10-20 11:29:25.490 PM,67
motion,2019-10-20 11:20:00.490 PM,inactive
motion,2019-10-20 11:19:49.990 PM,active
motion,2019-10-20 11:14:14.997 PM,inactive
motion,2019-10-20 11:14:04.550 PM,active
motion,2019-10-20 11:13:27.920 PM,inactive
motion,2019-10-20 11:13:12.500 PM,active
motion,2019-10-20 11:12:38.350 PM,inactive
motion,2019-10-20 11:12:20.555 PM,active
temperature,2019-10-20 11:09:22.116 PM,66
motion,2019-10-20 11:04:29.777 PM,inactive
motion,2019-10-20 11:04:15.056 PM,active
motion,2019-10-20 11:04:13.110 PM,inactive
motion,2019-10-20 11:03:59.380 PM,active
motion,2019-10-20 11:03:57.180 PM,inactive
motion,2019-10-20 11:03:29.230 PM,active
motion,2019-10-20 10:52:36.297 PM,inactive
motion,2019-10-20 10:52:22.731 PM,active
motion,2019-10-20 10:51:55.000 PM,inactive
motion,2019-10-20 10:51:44.490 PM,active
motion,2019-10-20 10:51:34.523 PM,inactive
motion,2019-10-20 10:51:23.686 PM,active
motion,2019-10-20 10:45:50.927 PM,inactive
motion,2019-10-20 10:45:40.645 PM,active
motion,2019-10-20 10:42:01.261 PM,inactive
motion,2019-10-20 10:41:48.610 PM,active
temperature,2019-10-20 10:39:17.017 PM,67
motion,2019-10-20 10:27:55.636 PM,inactive
motion,2019-10-20 10:27:42.292 PM,active
motion,2019-10-20 10:25:43.782 PM,inactive
motion,2019-10-20 10:25:21.906 PM,active
motion,2019-10-20 10:25:19.070 PM,inactive
motion,2019-10-20 10:25:05.435 PM,active
motion,2019-10-20 10:23:21.110 PM,inactive
motion,2019-10-20 10:23:07.390 PM,active
motion,2019-10-20 10:13:26.715 PM,inactive
motion,2019-10-20 10:13:13.900 PM,active
motion,2019-10-20 10:12:43.652 PM,inactive
motion,2019-10-20 10:12:29.775 PM,active
motion,2019-10-20 10:03:08.640 PM,inactive
motion,2019-10-20 10:02:54.271 PM,active
motion,2019-10-20 10:02:45.523 PM,inactive
motion,2019-10-20 10:02:21.195 PM,active
