,temperature_sensorA,acceleration_sensorA,status_sensorA,motion_sensorB,motion_sensorC,temperature_sensorC,humidity_sensorC,illuminance_sensorC,time,temperature_sensorB
1060,67,inactive,closed,inactive,inactive,74.6,60,0,2019-10-20 5:05:44.421 PM,70.0
1061,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 5:21:46.341 PM,70.0
1062,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 5:21:46.341 PM,70.0
1063,67,inactive,closed,inactive,inactive,74.6,60,0,2019-10-20 5:29:47.281 PM,70.0
1064,67,inactive,closed,inactive,inactive,74.6,60,0,2019-10-20 5:29:47.281 PM,70.0
1065,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 5:37:48.241 PM,70.0
1066,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 5:37:48.241 PM,70.0
1067,67,inactive,closed,inactive,inactive,74.4,60,0,2019-10-20 6:01:51.111 PM,70.0
1068,67,inactive,closed,inactive,inactive,74.4,60,0,2019-10-20 6:01:51.111 PM,70.0
1069,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:09:52.071 PM,70.0
1070,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:09:52.071 PM,70.0
1071,67,inactive,closed,active,inactive,74.5,60,0,2019-10-20 6:20:22.745 PM,70.0
1072,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:20:33.277 PM,70.0
1073,67,inactive,closed,active,inactive,74.5,60,0,2019-10-20 6:46:09.390 PM,70.0
1074,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:46:19.981 PM,70.0
1075,67,inactive,closed,active,inactive,74.5,60,0,2019-10-20 6:48:29.420 PM,70.0
1076,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:48:44.760 PM,70.0
1077,67,inactive,closed,active,inactive,74.5,60,0,2019-10-20 6:50:57.879 PM,70.0
1078,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:51:12.961 PM,70.0
1079,67,inactive,closed,active,inactive,74.5,60,0,2019-10-20 6:51:37.110 PM,70.0
1080,67,inactive,closed,inactive,inactive,74.5,60,0,2019-10-20 6:51:47.726 PM,70.0
1081,67,inactive,closed,inactive,inactive,74.6,60,0,2019-10-20 6:57:57.811 PM,70.0
1082,67,inactive,closed,inactive,inactive,74.6,60,0,2019-10-20 6:57:57.811 PM,70.0
1083,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 6:57:57.951 PM,70.0
1084,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 6:57:57.951 PM,70.0
1085,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:31:56.547 PM,70.0
1086,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 7:32:07.965 PM,70.0
1087,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:32:10.890 PM,70.0
1088,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 7:32:24.674 PM,70.0
1089,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:33:21.070 PM,70.0
1090,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 7:33:48.276 PM,70.0
1091,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:34:33.020 PM,70.0
1092,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 7:34:45.660 PM,70.0
1093,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:35:16.510 PM,70.0
1094,67,inactive,closed,inactive,inactive,74.6,59,0,2019-10-20 7:35:26.967 PM,70.0
1095,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:35:39.330 PM,70.0
1096,67,inactive,open,active,inactive,74.6,59,0,2019-10-20 7:35:57.361 PM,70.0
1099,67,active,open,active,inactive,74.6,59,0,2019-10-20 7:35:57.482 PM,70.0
1106,67,active,open,inactive,inactive,74.6,59,0,2019-10-20 7:36:03.636 PM,70.0
1109,67,active,open,active,inactive,74.6,59,0,2019-10-20 7:36:05.814 PM,70.0
1110,67,active,closed,active,inactive,74.6,59,0,2019-10-20 7:36:05.875 PM,70.0
1116,67,inactive,closed,active,inactive,74.6,59,0,2019-10-20 7:36:17.530 PM,70.0
1117,67,inactive,closed,active,active,74.6,59,0,2019-10-20 7:36:34.611 PM,70.0
1118,67,inactive,closed,active,active,74.6,59,0,2019-10-20 7:36:34.611 PM,70.0
1121,67,inactive,open,active,active,74.6,59,0,2019-10-20 7:36:53.781 PM,70.0
1124,67,active,open,active,active,74.6,59,0,2019-10-20 7:36:53.952 PM,70.0
1126,67,active,closed,active,active,74.6,59,0,2019-10-20 7:36:55.306 PM,70.0
1134,67,inactive,closed,active,active,74.6,59,0,2019-10-20 7:37:03.924 PM,70.0
1135,67,inactive,open,active,active,74.6,59,0,2019-10-20 7:37:27.738 PM,70.0
1137,67,inactive,closed,active,active,74.6,59,0,2019-10-20 7:37:36.056 PM,70.0
1139,67,inactive,open,active,active,74.6,59,0,2019-10-20 7:37:46.445 PM,70.0
1142,67,active,open,active,active,74.6,59,0,2019-10-20 7:37:49.942 PM,70.0
1144,67,active,closed,active,active,74.6,59,0,2019-10-20 7:37:51.938 PM,70.0
1151,67,active,closed,inactive,active,74.6,59,0,2019-10-20 7:37:59.723 PM,70.0
1152,67,inactive,closed,inactive,active,74.6,59,0,2019-10-20 7:37:59.970 PM,70.0
1153,67,inactive,closed,inactive,active,74.5,59,0,2019-10-20 7:38:02.611 PM,70.0
1154,67,inactive,closed,inactive,active,74.5,59,0,2019-10-20 7:38:02.611 PM,70.0
1155,67,inactive,closed,inactive,active,74.5,58,0,2019-10-20 7:38:02.771 PM,70.0
1156,67,inactive,closed,inactive,active,74.5,58,0,2019-10-20 7:38:02.771 PM,70.0
1157,67,inactive,closed,inactive,inactive,74.5,58,0,2019-10-20 7:38:18.031 PM,70.0
1158,67,inactive,closed,inactive,inactive,74.5,58,0,2019-10-20 7:38:18.031 PM,70.0
1159,67,inactive,closed,inactive,inactive,73.8,58,0,2019-10-20 7:46:03.571 PM,70.0
1160,67,inactive,closed,inactive,inactive,73.8,58,0,2019-10-20 7:46:03.571 PM,70.0
1161,67,inactive,closed,inactive,inactive,73.8,60,0,2019-10-20 7:46:03.731 PM,70.0
1162,67,inactive,closed,inactive,inactive,73.8,60,0,2019-10-20 7:46:03.731 PM,70.0
1163,67,inactive,closed,inactive,inactive,73.5,60,0,2019-10-20 7:54:04.511 PM,70.0
1164,67,inactive,closed,inactive,inactive,73.5,60,0,2019-10-20 7:54:04.511 PM,70.0
1165,67,inactive,closed,inactive,inactive,73.4,60,0,2019-10-20 8:02:05.471 PM,70.0
1166,67,inactive,closed,inactive,inactive,73.4,60,0,2019-10-20 8:02:05.471 PM,70.0
1167,67,inactive,closed,inactive,inactive,73.4,61,0,2019-10-20 8:02:05.631 PM,70.0
1168,67,inactive,closed,inactive,inactive,73.4,61,0,2019-10-20 8:02:05.631 PM,70.0
1169,67,inactive,closed,inactive,inactive,73.2,61,0,2019-10-20 8:10:06.431 PM,70.0
1170,67,inactive,closed,inactive,inactive,73.2,61,0,2019-10-20 8:10:06.431 PM,70.0
1171,66,inactive,closed,inactive,inactive,73.2,61,0,2019-10-20 8:10:18.808 PM,70.0
1172,66,inactive,closed,active,inactive,73.2,61,0,2019-10-20 8:15:50.918 PM,70.0
1173,66,inactive,open,active,inactive,73.2,61,0,2019-10-20 8:17:15.368 PM,70.0
1176,66,active,open,active,inactive,73.2,61,0,2019-10-20 8:17:19.520 PM,70.0
1181,66,active,open,inactive,inactive,73.2,61,0,2019-10-20 8:17:25.570 PM,70.0
1183,66,active,closed,inactive,inactive,73.2,61,0,2019-10-20 8:17:27.536 PM,70.0
1186,66,active,closed,active,inactive,73.2,61,0,2019-10-20 8:17:29.439 PM,70.0
1190,66,inactive,closed,active,inactive,73.2,61,0,2019-10-20 8:17:39.586 PM,70.0
1191,66,inactive,closed,inactive,inactive,73.2,61,0,2019-10-20 8:17:45.757 PM,70.0
1192,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-20 8:18:07.391 PM,70.0
1193,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-20 8:18:07.391 PM,70.0
1194,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:18:07.551 PM,70.0
1195,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:18:07.551 PM,70.0
1196,67,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:25:21.825 PM,70.0
1197,67,inactive,closed,inactive,inactive,73.0,60,0,2019-10-20 8:26:08.351 PM,70.0
1198,67,inactive,closed,inactive,inactive,73.0,60,0,2019-10-20 8:26:08.351 PM,70.0
1199,67,inactive,closed,inactive,inactive,73.0,61,0,2019-10-20 8:26:08.481 PM,70.0
1200,67,inactive,closed,inactive,inactive,73.0,61,0,2019-10-20 8:26:08.481 PM,70.0
1201,67,inactive,closed,inactive,inactive,73.1,61,0,2019-10-20 8:34:09.291 PM,70.0
1202,67,inactive,closed,inactive,inactive,73.1,61,0,2019-10-20 8:34:09.291 PM,70.0
1203,66,inactive,closed,inactive,inactive,73.1,61,0,2019-10-20 8:40:24.865 PM,70.0
1204,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:42:10.391 PM,70.0
1205,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:42:10.391 PM,70.0
1206,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:48:58.465 PM,66.0
1207,66,inactive,open,inactive,inactive,73.1,60,0,2019-10-20 8:55:12.319 PM,66.0
1210,66,active,open,inactive,inactive,73.1,60,0,2019-10-20 8:55:12.865 PM,66.0
1211,66,active,closed,inactive,inactive,73.1,60,0,2019-10-20 8:55:13.376 PM,66.0
1214,66,active,open,inactive,inactive,73.1,60,0,2019-10-20 8:55:14.380 PM,66.0
1218,66,active,open,inactive,active,73.1,60,0,2019-10-20 8:55:16.111 PM,66.0
1219,66,active,open,inactive,active,73.1,60,0,2019-10-20 8:55:16.111 PM,66.0
1223,66,active,open,active,active,73.1,60,0,2019-10-20 8:55:19.470 PM,66.0
1224,66,active,closed,active,active,73.1,60,0,2019-10-20 8:55:19.748 PM,66.0
1231,66,inactive,closed,active,active,73.1,60,0,2019-10-20 8:55:32.925 PM,66.0
1232,66,inactive,closed,active,inactive,73.1,60,0,2019-10-20 8:56:06.311 PM,66.0
1233,66,inactive,closed,active,inactive,73.1,60,0,2019-10-20 8:56:06.311 PM,66.0
1234,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:56:23.560 PM,66.0
1235,66,inactive,closed,active,inactive,73.1,60,0,2019-10-20 8:56:48.086 PM,66.0
1236,66,inactive,closed,active,active,73.1,60,0,2019-10-20 8:56:49.313 PM,66.0
1237,66,inactive,closed,active,active,73.1,60,0,2019-10-20 8:56:49.313 PM,66.0
1238,66,inactive,closed,inactive,active,73.1,60,0,2019-10-20 8:57:04.370 PM,66.0
1239,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:57:19.451 PM,66.0
1240,66,inactive,closed,inactive,inactive,73.1,60,0,2019-10-20 8:57:19.451 PM,66.0
1241,66,inactive,closed,inactive,inactive,73.0,60,0,2019-10-20 8:58:12.171 PM,66.0
1242,66,inactive,closed,inactive,inactive,73.0,60,0,2019-10-20 8:58:12.171 PM,66.0
1243,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-20 8:58:12.311 PM,66.0
1244,66,inactive,closed,inactive,inactive,73.0,61,0,2019-10-20 8:58:12.311 PM,66.0
1245,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 8:58:13.151 PM,66.0
1246,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 8:58:13.151 PM,66.0
1247,66,inactive,closed,inactive,active,73.0,61,3,2019-10-20 9:00:45.831 PM,66.0
1248,66,inactive,closed,inactive,active,73.0,61,3,2019-10-20 9:00:45.831 PM,66.0
1249,66,inactive,closed,active,active,73.0,61,3,2019-10-20 9:00:46.369 PM,66.0
1250,66,inactive,closed,inactive,active,73.0,61,3,2019-10-20 9:01:01.587 PM,66.0
1251,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 9:01:16.931 PM,66.0
1252,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 9:01:16.931 PM,66.0
1253,66,inactive,closed,active,inactive,73.0,61,3,2019-10-20 9:01:34.450 PM,66.0
1254,66,inactive,closed,active,active,73.0,61,3,2019-10-20 9:01:44.771 PM,66.0
1255,66,inactive,closed,active,active,73.0,61,3,2019-10-20 9:01:44.771 PM,66.0
1256,66,inactive,closed,inactive,active,73.0,61,3,2019-10-20 9:02:01.140 PM,66.0
1257,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 9:02:18.051 PM,66.0
1258,66,inactive,closed,inactive,inactive,73.0,61,3,2019-10-20 9:02:18.051 PM,66.0
1259,66,inactive,closed,inactive,inactive,73.2,61,3,2019-10-20 9:06:13.141 PM,66.0
1260,66,inactive,closed,inactive,inactive,73.2,61,3,2019-10-20 9:06:13.141 PM,66.0
1261,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:06:13.281 PM,66.0
1262,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:06:13.281 PM,66.0
1263,66,inactive,closed,active,inactive,73.2,60,3,2019-10-20 9:06:28.377 PM,66.0
1264,66,inactive,closed,active,active,73.2,60,3,2019-10-20 9:06:30.001 PM,66.0
1265,66,inactive,closed,active,active,73.2,60,3,2019-10-20 9:06:30.001 PM,66.0
1266,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:06:42.736 PM,66.0
1267,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:06:58.622 PM,66.0
1268,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:06:58.622 PM,66.0
1269,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:07:07.061 PM,66.0
1270,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:07:07.061 PM,66.0
1271,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:07:34.721 PM,66.0
1272,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:07:34.721 PM,66.0
1273,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:07:37.341 PM,66.0
1274,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:07:37.341 PM,66.0
1275,66,inactive,closed,active,active,73.2,60,3,2019-10-20 9:07:37.807 PM,66.0
1276,66,inactive,open,active,active,73.2,60,3,2019-10-20 9:08:01.125 PM,66.0
1279,66,active,open,active,active,73.2,60,3,2019-10-20 9:08:02.395 PM,66.0
1286,66,active,closed,active,active,73.2,60,3,2019-10-20 9:08:08.701 PM,66.0
1291,66,inactive,closed,active,active,73.2,60,3,2019-10-20 9:08:12.417 PM,66.0
1293,66,inactive,closed,inactive,active,73.2,60,3,2019-10-20 9:08:15.120 PM,66.0
1294,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:08:24.811 PM,66.0
1295,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:08:24.811 PM,66.0
1296,66,inactive,closed,inactive,inactive,73.2,60,3,2019-10-20 9:09:01.845 PM,67.0
1297,66,inactive,closed,inactive,inactive,73.2,60,4,2019-10-20 9:14:15.051 PM,67.0
1298,66,inactive,closed,inactive,inactive,73.2,60,4,2019-10-20 9:14:15.051 PM,67.0
1299,67,inactive,closed,inactive,inactive,73.2,60,4,2019-10-20 9:15:31.910 PM,67.0
1300,67,inactive,closed,inactive,inactive,73.1,60,4,2019-10-20 9:22:15.031 PM,67.0
1301,67,inactive,closed,inactive,inactive,73.1,60,4,2019-10-20 9:22:15.031 PM,67.0
1302,67,inactive,closed,inactive,inactive,73.1,61,4,2019-10-20 9:22:15.171 PM,67.0
1303,67,inactive,closed,inactive,inactive,73.1,61,4,2019-10-20 9:22:15.171 PM,67.0
1304,67,inactive,closed,inactive,inactive,73.1,61,3,2019-10-20 9:22:16.011 PM,67.0
1305,67,inactive,closed,inactive,inactive,73.1,61,3,2019-10-20 9:22:16.011 PM,67.0
1306,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:30:16.151 PM,67.0
1307,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:30:16.151 PM,67.0
1308,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:39:06.960 PM,66.0
1310,67,active,closed,inactive,inactive,73.1,60,3,2019-10-20 9:44:53.583 PM,66.0
1311,67,active,open,inactive,inactive,73.1,60,3,2019-10-20 9:44:53.658 PM,66.0
1316,67,active,closed,inactive,inactive,73.1,60,3,2019-10-20 9:44:57.281 PM,66.0
1319,67,active,closed,active,inactive,73.1,60,3,2019-10-20 9:44:58.580 PM,66.0
1323,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:45:03.611 PM,66.0
1324,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:45:11.571 PM,66.0
1325,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:45:11.571 PM,66.0
1326,67,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:45:28.553 PM,66.0
1327,66,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:45:37.970 PM,66.0
1328,66,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:45:44.240 PM,66.0
1329,66,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:45:44.240 PM,66.0
1330,66,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:45:55.221 PM,66.0
1331,66,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:45:55.221 PM,66.0
1332,66,inactive,closed,active,active,73.1,60,3,2019-10-20 9:45:55.730 PM,66.0
1333,66,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:46:20.643 PM,66.0
1334,66,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:46:36.591 PM,66.0
1335,66,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:46:36.591 PM,66.0
1336,66,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:46:42.120 PM,66.0
1337,66,inactive,closed,active,active,73.1,60,3,2019-10-20 9:46:54.101 PM,66.0
1338,66,inactive,closed,active,active,73.1,60,3,2019-10-20 9:46:54.101 PM,66.0
1339,66,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:47:57.821 PM,66.0
1340,66,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:47:57.821 PM,66.0
1341,66,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:48:03.005 PM,66.0
1342,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:50:38.984 PM,66.0
1343,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:53:00.991 PM,66.0
1344,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:53:02.511 PM,66.0
1345,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:53:02.511 PM,66.0
1346,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:53:02.811 PM,66.0
1347,67,inactive,closed,active,active,73.1,60,3,2019-10-20 9:53:02.811 PM,66.0
1348,67,inactive,closed,inactive,active,73.1,60,3,2019-10-20 9:53:16.790 PM,66.0
1349,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:53:34.171 PM,66.0
1350,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:53:34.171 PM,66.0
1351,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 9:54:46.450 PM,66.0
1352,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 9:54:58.300 PM,66.0
1353,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 10:00:09.590 PM,66.0
1354,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 10:00:20.259 PM,66.0
1355,67,inactive,open,inactive,inactive,73.1,60,3,2019-10-20 10:00:51.586 PM,66.0
1358,67,active,open,inactive,inactive,73.1,60,3,2019-10-20 10:00:55.762 PM,66.0
1361,67,active,closed,inactive,inactive,73.1,60,3,2019-10-20 10:00:58.768 PM,66.0
1364,67,active,closed,active,inactive,73.1,60,3,2019-10-20 10:00:59.063 PM,66.0
1365,67,active,closed,active,active,73.1,60,3,2019-10-20 10:00:59.361 PM,66.0
1366,67,active,closed,active,active,73.1,60,3,2019-10-20 10:00:59.361 PM,66.0
1371,67,inactive,closed,active,active,73.1,60,3,2019-10-20 10:01:05.791 PM,66.0
1376,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 10:01:44.141 PM,66.0
1377,67,inactive,closed,active,inactive,73.1,60,3,2019-10-20 10:01:44.141 PM,66.0
1378,67,inactive,closed,inactive,inactive,73.1,60,3,2019-10-20 10:01:56.355 PM,66.0
1379,67,inactive,closed,inactive,inactive,73.3,60,3,2019-10-20 10:02:19.831 PM,66.0
1380,67,inactive,closed,inactive,inactive,73.3,60,3,2019-10-20 10:02:19.831 PM,66.0
1381,67,inactive,closed,inactive,inactive,73.3,60,4,2019-10-20 10:02:20.851 PM,66.0
1382,67,inactive,closed,inactive,inactive,73.3,60,4,2019-10-20 10:02:20.851 PM,66.0
1383,67,inactive,closed,active,inactive,73.3,60,4,2019-10-20 10:02:21.195 PM,66.0
1384,67,inactive,closed,active,active,73.3,60,4,2019-10-20 10:02:23.091 PM,66.0
1385,67,inactive,closed,active,active,73.3,60,4,2019-10-20 10:02:23.091 PM,66.0
1386,67,inactive,closed,inactive,active,73.3,60,4,2019-10-20 10:02:45.523 PM,66.0
1387,67,inactive,closed,active,active,73.3,60,4,2019-10-20 10:02:54.271 PM,66.0
1388,67,inactive,closed,active,inactive,73.3,60,4,2019-10-20 10:03:02.091 PM,66.0
1389,67,inactive,closed,active,inactive,73.3,60,4,2019-10-20 10:03:02.091 PM,66.0
1390,67,inactive,closed,inactive,inactive,73.3,60,4,2019-10-20 10:03:08.640 PM,66.0
1391,66,inactive,closed,inactive,inactive,73.3,60,4,2019-10-20 10:05:42.020 PM,66.0
1392,66,inactive,closed,inactive,inactive,73.4,60,4,2019-10-20 10:10:20.780 PM,66.0
1393,66,inactive,closed,inactive,inactive,73.4,60,4,2019-10-20 10:10:20.780 PM,66.0
1394,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:10:20.941 PM,66.0
1395,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:10:20.941 PM,66.0
1396,66,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:12:29.775 PM,66.0
1397,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:12:33.361 PM,66.0
1398,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:12:33.361 PM,66.0
1399,66,inactive,closed,inactive,active,73.4,59,4,2019-10-20 10:12:43.652 PM,66.0
1400,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:13:02.521 PM,66.0
1401,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:13:02.521 PM,66.0
1402,66,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:13:13.900 PM,66.0
1403,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:13:14.471 PM,66.0
1404,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:13:14.471 PM,66.0
1405,66,inactive,closed,inactive,active,73.4,59,4,2019-10-20 10:13:26.715 PM,66.0
1406,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:13:43.591 PM,66.0
1407,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:13:43.591 PM,66.0
1408,66,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:23:07.390 PM,66.0
1409,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:23:21.110 PM,66.0
1410,66,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:25:05.435 PM,66.0
1411,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:25:07.811 PM,66.0
1412,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:25:07.811 PM,66.0
1413,66,inactive,closed,inactive,active,73.4,59,4,2019-10-20 10:25:19.070 PM,66.0
1414,66,inactive,closed,active,active,73.4,59,4,2019-10-20 10:25:21.906 PM,66.0
1415,66,inactive,closed,inactive,active,73.4,59,4,2019-10-20 10:25:43.782 PM,66.0
1416,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:26:01.301 PM,66.0
1417,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:26:01.301 PM,66.0
1418,66,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:27:42.292 PM,66.0
1419,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:27:55.636 PM,66.0
1420,66,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:39:17.017 PM,67.0
1421,67,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:40:49.020 PM,67.0
1422,67,inactive,closed,active,inactive,73.4,59,4,2019-10-20 10:41:48.610 PM,67.0
1423,67,inactive,closed,active,active,73.4,59,4,2019-10-20 10:41:49.281 PM,67.0
1424,67,inactive,closed,active,active,73.4,59,4,2019-10-20 10:41:49.281 PM,67.0
1425,67,inactive,closed,inactive,active,73.4,59,4,2019-10-20 10:42:01.261 PM,67.0
1426,67,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:42:17.981 PM,67.0
1427,67,inactive,closed,inactive,inactive,73.4,59,4,2019-10-20 10:42:17.981 PM,67.0
1428,67,inactive,closed,inactive,inactive,73.5,59,4,2019-10-20 10:42:24.601 PM,67.0
1429,67,inactive,closed,inactive,inactive,73.5,59,4,2019-10-20 10:42:24.601 PM,67.0
1430,67,inactive,closed,inactive,inactive,73.5,60,4,2019-10-20 10:42:24.740 PM,67.0
1431,67,inactive,closed,inactive,inactive,73.5,60,4,2019-10-20 10:42:24.740 PM,67.0
1432,67,inactive,closed,active,inactive,73.5,60,4,2019-10-20 10:45:40.645 PM,67.0
1433,67,inactive,closed,inactive,inactive,73.5,60,4,2019-10-20 10:45:50.927 PM,67.0
1434,67,inactive,closed,inactive,inactive,73.6,60,4,2019-10-20 10:50:25.561 PM,67.0
1435,67,inactive,closed,inactive,inactive,73.6,60,4,2019-10-20 10:50:25.561 PM,67.0
1436,67,inactive,closed,active,inactive,73.6,60,4,2019-10-20 10:51:23.686 PM,67.0
1437,67,inactive,closed,inactive,inactive,73.6,60,4,2019-10-20 10:51:34.523 PM,67.0
1438,67,inactive,closed,active,inactive,73.6,60,4,2019-10-20 10:51:44.490 PM,67.0
1439,67,inactive,closed,inactive,inactive,73.6,60,4,2019-10-20 10:51:55.000 PM,67.0
1440,67,inactive,closed,active,inactive,73.6,60,4,2019-10-20 10:52:22.731 PM,67.0
1441,67,inactive,closed,inactive,inactive,73.6,60,4,2019-10-20 10:52:36.297 PM,67.0
1442,67,inactive,closed,inactive,inactive,73.6,60,3,2019-10-20 10:58:27.511 PM,67.0
1443,67,inactive,closed,inactive,inactive,73.6,60,3,2019-10-20 10:58:27.511 PM,67.0
1444,66,inactive,closed,inactive,inactive,73.6,60,3,2019-10-20 11:00:53.060 PM,67.0
1445,66,inactive,closed,active,inactive,73.6,60,3,2019-10-20 11:03:29.230 PM,67.0
1446,66,inactive,closed,inactive,inactive,73.6,60,3,2019-10-20 11:03:57.180 PM,67.0
1447,66,inactive,closed,active,inactive,73.6,60,3,2019-10-20 11:03:59.380 PM,67.0
1448,66,inactive,closed,active,active,73.6,60,3,2019-10-20 11:04:02.401 PM,67.0
1449,66,inactive,closed,active,active,73.6,60,3,2019-10-20 11:04:02.401 PM,67.0
