name,time,value
contact,2019-10-24 3:09:45.162 PM,open
status,2019-10-24 3:09:45.160 PM,open
threeAxis,2019-10-24 2:38:21.930 PM,"54,3,-1034"
temperature,2019-10-24 2:23:11.865 PM,67
acceleration,2019-10-24 1:38:14.410 PM,inactive
threeAxis,2019-10-24 1:38:09.406 PM,"54,3,-1034"
threeAxis,2019-10-24 1:38:08.415 PM,"51,10,-1025"
threeAxis,2019-10-24 1:38:07.398 PM,"47,6,-1031"
threeAxis,2019-10-24 1:38:06.390 PM,"64,1,-1026"
contact,2019-10-24 1:38:05.918 PM,closed
status,2019-10-24 1:38:05.911 PM,closed
threeAxis,2019-10-24 1:38:05.390 PM,"105,-49,-1032"
acceleration,2019-10-24 1:38:04.383 PM,active
threeAxis,2019-10-24 1:38:04.381 PM,"303,2,-1026"
contact,2019-10-24 1:38:02.649 PM,open
status,2019-10-24 1:38:02.647 PM,open
acceleration,2019-10-24 1:06:17.400 PM,inactive
threeAxis,2019-10-24 1:06:12.400 PM,"47,5,-1034"
threeAxis,2019-10-24 1:06:11.400 PM,"55,2,-1033"
threeAxis,2019-10-24 1:06:10.388 PM,"51,4,-1029"
threeAxis,2019-10-24 1:06:09.396 PM,"67,0,-1026"
contact,2019-10-24 1:06:08.673 PM,closed
status,2019-10-24 1:06:08.671 PM,closed
threeAxis,2019-10-24 1:06:08.386 PM,"78,-76,-1032"
acceleration,2019-10-24 1:06:07.369 PM,active
threeAxis,2019-10-24 1:06:07.367 PM,"227,-6,-1029"
contact,2019-10-24 1:06:04.188 PM,open
status,2019-10-24 1:06:04.166 PM,open
temperature,2019-10-24 12:42:51.581 PM,66
temperature,2019-10-24 12:12:45.716 PM,65
temperature,2019-10-24 11:32:38.425 AM,64
temperature,2019-10-24 10:52:31.429 AM,63
acceleration,2019-10-24 10:48:30.060 AM,inactive
threeAxis,2019-10-24 10:48:27.659 AM,"53,6,-1030"
threeAxis,2019-10-24 10:48:26.660 AM,"59,2,-1032"
contact,2019-10-24 10:48:25.972 AM,closed
status,2019-10-24 10:48:25.970 AM,closed
threeAxis,2019-10-24 10:48:25.661 AM,"34,-32,-1027"
threeAxis,2019-10-24 10:48:24.680 AM,"61,-21,-1037"
threeAxis,2019-10-24 10:48:23.639 AM,"31,-54,-1029"
threeAxis,2019-10-24 10:48:22.630 AM,"-218,-3,-1037"
threeAxis,2019-10-24 10:48:21.630 AM,"67,-12,-1031"
threeAxis,2019-10-24 10:48:20.630 AM,"182,1,-1025"
threeAxis,2019-10-24 10:48:19.603 AM,"125,-53,-1028"
threeAxis,2019-10-24 10:48:18.600 AM,"-85,-3,-1039"
threeAxis,2019-10-24 10:48:15.040 AM,"50,1,-1030"
threeAxis,2019-10-24 10:48:14.050 AM,"-3,-14,-1013"
threeAxis,2019-10-24 10:48:13.028 AM,"68,-20,-1035"
threeAxis,2019-10-24 10:48:12.020 AM,"65,-6,-1024"
threeAxis,2019-10-24 10:48:11.030 AM,"100,-57,-1027"
acceleration,2019-10-24 10:48:10.012 AM,active
threeAxis,2019-10-24 10:48:10.010 AM,"-205,-23,-1043"
contact,2019-10-24 10:48:09.890 AM,open
status,2019-10-24 10:48:09.888 AM,open
acceleration,2019-10-24 10:47:38.670 AM,inactive
threeAxis,2019-10-24 10:47:36.697 AM,"51,3,-1031"
threeAxis,2019-10-24 10:47:35.694 AM,"52,3,-1032"
threeAxis,2019-10-24 10:47:34.685 AM,"52,6,-1033"
threeAxis,2019-10-24 10:47:33.675 AM,"45,1,-1023"
contact,2019-10-24 10:47:32.726 AM,closed
status,2019-10-24 10:47:32.724 AM,closed
threeAxis,2019-10-24 10:47:32.683 AM,"48,-50,-1034"
threeAxis,2019-10-24 10:47:31.670 AM,"167,2,-1028"
threeAxis,2019-10-24 10:47:30.668 AM,"125,1,-1027"
threeAxis,2019-10-24 10:47:29.660 AM,"38,-77,-1027"
acceleration,2019-10-24 10:47:28.653 AM,active
threeAxis,2019-10-24 10:47:28.651 AM,"-144,2,-1027"
contact,2019-10-24 10:47:28.555 AM,open
status,2019-10-24 10:47:28.551 AM,open
acceleration,2019-10-24 9:40:35.390 AM,inactive
threeAxis,2019-10-24 9:40:32.460 AM,"54,6,-1030"
threeAxis,2019-10-24 9:40:31.406 AM,"45,1,-1033"
threeAxis,2019-10-24 9:40:30.395 AM,"53,4,-1032"
threeAxis,2019-10-24 9:40:29.390 AM,"56,2,-1029"
contact,2019-10-24 9:40:28.945 AM,closed
status,2019-10-24 9:40:28.941 AM,closed
threeAxis,2019-10-24 9:40:28.400 AM,"118,-80,-1029"
threeAxis,2019-10-24 9:40:27.380 AM,"134,2,-1031"
threeAxis,2019-10-24 9:40:26.386 AM,"74,-71,-1032"
acceleration,2019-10-24 9:40:25.373 AM,active
threeAxis,2019-10-24 9:40:25.369 AM,"-160,-22,-1042"
contact,2019-10-24 9:40:25.218 AM,open
status,2019-10-24 9:40:25.210 AM,open
acceleration,2019-10-24 9:18:03.410 AM,inactive
threeAxis,2019-10-24 9:18:01.450 AM,"50,5,-1034"
threeAxis,2019-10-24 9:18:00.438 AM,"46,5,-1035"
threeAxis,2019-10-24 9:17:59.430 AM,"52,0,-1031"
threeAxis,2019-10-24 9:17:58.435 AM,"43,-2,-1030"
contact,2019-10-24 9:17:57.783 AM,closed
status,2019-10-24 9:17:57.781 AM,closed
threeAxis,2019-10-24 9:17:57.454 AM,"84,-8,-1032"
threeAxis,2019-10-24 9:17:56.411 AM,"100,3,-1028"
threeAxis,2019-10-24 9:17:55.405 AM,"43,-8,-1027"
threeAxis,2019-10-24 9:17:54.400 AM,"19,-51,-1024"
acceleration,2019-10-24 9:17:53.441 AM,active
threeAxis,2019-10-24 9:17:53.439 AM,"-170,39,-979"
contact,2019-10-24 9:17:53.323 AM,open
status,2019-10-24 9:17:53.321 AM,open
temperature,2019-10-24 9:07:14.475 AM,62
temperature,2019-10-24 8:57:12.866 AM,61
temperature,2019-10-24 6:26:51.057 AM,60
temperature,2019-10-24 4:26:32.692 AM,61
temperature,2019-10-24 3:26:23.029 AM,62
threeAxis,2019-10-24 1:19:54.958 AM,"51,5,-1033"
threeAxis,2019-10-24 1:19:53.953 AM,"48,6,-1029"
threeAxis,2019-10-24 1:19:52.998 AM,"51,6,-1027"
threeAxis,2019-10-24 1:19:51.953 AM,"4,-6,-1028"
contact,2019-10-24 1:19:51.637 AM,closed
status,2019-10-24 1:19:51.635 AM,closed
threeAxis,2019-10-24 1:19:50.944 AM,"-34,-30,-1029"
threeAxis,2019-10-24 1:19:49.927 AM,"179,-5,-1027"
acceleration,2019-10-24 1:19:45.290 AM,inactive
threeAxis,2019-10-24 1:19:39.282 AM,"60,-1,-1029"
threeAxis,2019-10-24 1:19:38.280 AM,"86,1,-1027"
threeAxis,2019-10-24 1:19:37.281 AM,"90,-28,-1031"
threeAxis,2019-10-24 1:19:36.283 AM,"-1,-27,-1029"
acceleration,2019-10-24 1:19:35.288 AM,active
threeAxis,2019-10-24 1:19:35.281 AM,"-85,21,-1023"
contact,2019-10-24 1:19:35.218 AM,open
status,2019-10-24 1:19:35.215 AM,open
acceleration,2019-10-24 1:13:19.125 AM,inactive
threeAxis,2019-10-24 1:13:16.140 AM,"48,2,-1029"
threeAxis,2019-10-24 1:13:15.145 AM,"47,3,-1028"
threeAxis,2019-10-24 1:13:14.137 AM,"50,5,-1026"
contact,2019-10-24 1:13:14.038 AM,closed
status,2019-10-24 1:13:14.036 AM,closed
threeAxis,2019-10-24 1:13:13.125 AM,"50,9,-1036"
contact,2019-10-24 1:13:13.043 AM,open
status,2019-10-24 1:13:13.021 AM,open
threeAxis,2019-10-24 1:13:12.123 AM,"-81,4,-1038"
contact,2019-10-24 1:13:11.988 AM,closed
status,2019-10-24 1:13:11.986 AM,closed
threeAxis,2019-10-24 1:13:11.116 AM,"86,-81,-1031"
threeAxis,2019-10-24 1:13:10.110 AM,"191,-16,-1028"
acceleration,2019-10-24 1:13:09.118 AM,active
threeAxis,2019-10-24 1:13:09.116 AM,"-210,9,-1031"
contact,2019-10-24 1:13:07.898 AM,open
status,2019-10-24 1:13:07.861 AM,open
temperature,2019-10-23 11:55:47.262 PM,63
temperature,2019-10-23 10:45:34.610 PM,64
temperature,2019-10-23 9:25:19.630 PM,65
temperature,2019-10-23 8:10:04.870 PM,66
acceleration,2019-10-23 7:37:09.430 PM,inactive
threeAxis,2019-10-23 7:37:06.447 PM,"50,8,-1034"
threeAxis,2019-10-23 7:37:05.440 PM,"51,5,-1032"
threeAxis,2019-10-23 7:37:04.439 PM,"48,3,-1029"
threeAxis,2019-10-23 7:37:03.428 PM,"60,4,-1033"
contact,2019-10-23 7:37:02.758 PM,closed
status,2019-10-23 7:37:02.756 PM,closed
threeAxis,2019-10-23 7:37:02.430 PM,"6,-35,-1037"
threeAxis,2019-10-23 7:37:01.424 PM,"97,-14,-1028"
threeAxis,2019-10-23 7:37:00.407 PM,"55,-34,-1031"
acceleration,2019-10-23 7:36:59.413 PM,active
threeAxis,2019-10-23 7:36:59.411 PM,"-143,-16,-1036"
contact,2019-10-23 7:36:59.253 PM,open
status,2019-10-23 7:36:59.251 PM,open
acceleration,2019-10-23 7:35:57.090 PM,inactive
threeAxis,2019-10-23 7:35:51.210 PM,"52,0,-1034"
threeAxis,2019-10-23 7:35:50.076 PM,"50,2,-1028"
threeAxis,2019-10-23 7:35:49.076 PM,"51,0,-1033"
threeAxis,2019-10-23 7:35:48.090 PM,"59,2,-1029"
contact,2019-10-23 7:35:47.351 PM,closed
status,2019-10-23 7:35:47.348 PM,closed
acceleration,2019-10-23 7:35:47.060 PM,active
threeAxis,2019-10-23 7:35:47.058 PM,"-89,-273,-1121"
contact,2019-10-23 7:35:40.942 PM,open
status,2019-10-23 7:35:40.940 PM,open
acceleration,2019-10-23 7:29:35.320 PM,inactive
threeAxis,2019-10-23 7:29:29.310 PM,"46,4,-1030"
threeAxis,2019-10-23 7:29:28.300 PM,"51,3,-1034"
threeAxis,2019-10-23 7:29:27.300 PM,"51,3,-1033"
threeAxis,2019-10-23 7:29:26.290 PM,"51,6,-1034"
acceleration,2019-10-23 7:29:25.292 PM,active
threeAxis,2019-10-23 7:29:25.290 PM,"-345,41,-1024"
contact,2019-10-23 7:29:25.186 PM,closed
status,2019-10-23 7:29:25.184 PM,closed
contact,2019-10-23 7:29:20.342 PM,open
status,2019-10-23 7:29:20.340 PM,open
threeAxis,2019-10-23 7:26:45.010 PM,"84,4,-1034"
acceleration,2019-10-23 7:26:41.821 PM,inactive
contact,2019-10-23 7:26:38.284 PM,closed
status,2019-10-23 7:26:38.281 PM,closed
threeAxis,2019-10-23 7:26:34.840 PM,"84,-7,-1030"
threeAxis,2019-10-23 7:26:33.808 PM,"93,-57,-1028"
threeAxis,2019-10-23 7:26:32.770 PM,"61,-16,-1027"
acceleration,2019-10-23 7:26:31.762 PM,active
threeAxis,2019-10-23 7:26:31.760 PM,"-112,-23,-1075"
contact,2019-10-23 7:26:31.649 PM,open
status,2019-10-23 7:26:31.645 PM,open
acceleration,2019-10-23 7:18:41.163 PM,inactive
threeAxis,2019-10-23 7:18:39.187 PM,"48,2,-1032"
threeAxis,2019-10-23 7:18:38.179 PM,"47,4,-1034"
threeAxis,2019-10-23 7:18:37.170 PM,"50,3,-1029"
threeAxis,2019-10-23 7:18:36.168 PM,"49,4,-1031"
contact,2019-10-23 7:18:35.405 PM,closed
status,2019-10-23 7:18:35.402 PM,closed
threeAxis,2019-10-23 7:18:35.150 PM,"69,-35,-1030"
threeAxis,2019-10-23 7:18:34.151 PM,"67,0,-1033"
threeAxis,2019-10-23 7:18:33.145 PM,"104,-14,-1031"
threeAxis,2019-10-23 7:18:32.139 PM,"26,-25,-1029"
threeAxis,2019-10-23 7:18:31.141 PM,"-115,-41,-1068"
contact,2019-10-23 7:18:30.966 PM,open
status,2019-10-23 7:18:30.963 PM,open
threeAxis,2019-10-23 6:58:22.790 PM,"46,0,-1031"
threeAxis,2019-10-23 6:58:21.880 PM,"54,2,-1032"
threeAxis,2019-10-23 6:58:20.651 PM,"49,2,-1029"
contact,2019-10-23 6:58:18.898 PM,closed
status,2019-10-23 6:58:18.891 PM,closed
threeAxis,2019-10-23 6:58:18.705 PM,"-14,-2,-1046"
threeAxis,2019-10-23 6:58:17.630 PM,"174,-17,-1029"
threeAxis,2019-10-23 6:58:16.629 PM,"0,-72,-1034"
threeAxis,2019-10-23 6:58:15.689 PM,"48,2,-1035"
contact,2019-10-23 6:58:15.510 PM,open
status,2019-10-23 6:58:15.508 PM,open
threeAxis,2019-10-23 6:58:14.619 PM,"54,10,-1040"
acceleration,2019-10-23 6:58:13.621 PM,active
threeAxis,2019-10-23 6:58:13.619 PM,"210,-3,-1065"
temperature,2019-10-23 6:44:48.584 PM,67
acceleration,2019-10-23 6:03:43.769 PM,inactive
threeAxis,2019-10-23 6:03:40.785 PM,"51,4,-1035"
threeAxis,2019-10-23 6:03:39.785 PM,"48,2,-1032"
threeAxis,2019-10-23 6:03:38.781 PM,"49,5,-1029"
threeAxis,2019-10-23 6:03:37.770 PM,"48,5,-1029"
contact,2019-10-23 6:03:37.083 PM,closed
status,2019-10-23 6:03:37.081 PM,closed
threeAxis,2019-10-23 6:03:36.759 PM,"63,-60,-1031"
threeAxis,2019-10-23 6:03:35.755 PM,"246,2,-1029"
threeAxis,2019-10-23 6:03:34.756 PM,"30,-78,-1031"
acceleration,2019-10-23 6:03:33.746 PM,active
threeAxis,2019-10-23 6:03:33.744 PM,"-169,-41,-1075"
contact,2019-10-23 6:03:33.570 PM,open
status,2019-10-23 6:03:33.568 PM,open
threeAxis,2019-10-23 5:50:29.988 PM,"46,1,-1034"
threeAxis,2019-10-23 5:50:28.980 PM,"54,4,-1032"
threeAxis,2019-10-23 5:50:28.020 PM,"55,7,-1032"
threeAxis,2019-10-23 5:50:26.990 PM,"54,5,-1025"
contact,2019-10-23 5:50:26.114 PM,closed
status,2019-10-23 5:50:26.110 PM,closed
threeAxis,2019-10-23 5:50:25.976 PM,"35,-51,-1036"
threeAxis,2019-10-23 5:50:24.970 PM,"140,-15,-1034"
threeAxis,2019-10-23 5:50:23.980 PM,"21,-19,-1029"
threeAxis,2019-10-23 5:50:22.945 PM,"-96,-3,-1032"
contact,2019-10-23 5:50:22.909 PM,open
status,2019-10-23 5:50:22.894 PM,open
threeAxis,2019-10-23 5:50:15.190 PM,"49,4,-1030"
threeAxis,2019-10-23 5:50:14.185 PM,"-22,-10,-1031"
contact,2019-10-23 5:50:13.958 PM,closed
status,2019-10-23 5:50:13.952 PM,closed
threeAxis,2019-10-23 5:50:13.170 PM,"69,-24,-1034"
threeAxis,2019-10-23 5:50:12.167 PM,"70,-5,-1031"
threeAxis,2019-10-23 5:50:11.160 PM,"165,-44,-1031"
threeAxis,2019-10-23 5:50:10.153 PM,"-147,-70,-1034"
contact,2019-10-23 5:50:09.955 PM,open
status,2019-10-23 5:50:09.953 PM,open
acceleration,2019-10-23 5:50:09.534 PM,inactive
threeAxis,2019-10-23 5:50:06.545 PM,"53,2,-1033"
threeAxis,2019-10-23 5:50:05.550 PM,"49,0,-1034"
threeAxis,2019-10-23 5:50:04.538 PM,"46,2,-1030"
threeAxis,2019-10-23 5:50:03.530 PM,"45,1,-1033"
threeAxis,2019-10-23 5:50:02.528 PM,"25,2,-1020"
contact,2019-10-23 5:50:02.153 PM,closed
status,2019-10-23 5:50:02.151 PM,closed
threeAxis,2019-10-23 5:50:01.518 PM,"160,-12,-1031"
threeAxis,2019-10-23 5:50:00.515 PM,"60,-1,-1030"
acceleration,2019-10-23 5:49:59.508 PM,active
threeAxis,2019-10-23 5:49:59.506 PM,"179,-34,-1026"
contact,2019-10-23 5:49:58.345 PM,open
status,2019-10-23 5:49:58.341 PM,open
temperature,2019-10-23 5:29:30.985 PM,68
temperature,2019-10-23 4:24:15.585 PM,69
temperature,2019-10-23 4:04:10.931 PM,68
acceleration,2019-10-23 3:26:55.050 PM,inactive
threeAxis,2019-10-23 3:26:53.250 PM,"50,2,-1028"
threeAxis,2019-10-23 3:26:52.077 PM,"52,3,-1029"
threeAxis,2019-10-23 3:26:51.060 PM,"54,3,-1033"
threeAxis,2019-10-23 3:26:50.055 PM,"47,4,-1038"
threeAxis,2019-10-23 3:26:49.050 PM,"99,14,-1026"
contact,2019-10-23 3:26:48.776 PM,closed
status,2019-10-23 3:26:48.771 PM,closed
threeAxis,2019-10-23 3:26:48.029 PM,"88,-39,-1031"
threeAxis,2019-10-23 3:26:47.028 PM,"131,-23,-1032"
threeAxis,2019-10-23 3:26:46.030 PM,"43,-56,-1022"
acceleration,2019-10-23 3:26:45.025 PM,active
threeAxis,2019-10-23 3:26:45.020 PM,"-101,1,-1020"
contact,2019-10-23 3:26:44.926 PM,open
status,2019-10-23 3:26:44.924 PM,open
temperature,2019-10-23 2:48:53.130 PM,69
contact,2019-10-23 2:41:45.043 PM,closed
status,2019-10-23 2:41:45.041 PM,closed
contact,2019-10-23 2:41:39.263 PM,open
status,2019-10-23 2:41:39.261 PM,open
acceleration,2019-10-23 2:41:34.210 PM,inactive
threeAxis,2019-10-23 2:41:28.219 PM,"49,1,-1033"
threeAxis,2019-10-23 2:41:27.201 PM,"52,3,-1030"
threeAxis,2019-10-23 2:41:26.209 PM,"49,4,-1033"
threeAxis,2019-10-23 2:41:25.185 PM,"55,-1,-1034"
acceleration,2019-10-23 2:41:24.174 PM,active
threeAxis,2019-10-23 2:41:24.172 PM,"-118,-27,-1043"
acceleration,2019-10-23 2:25:31.510 PM,inactive
threeAxis,2019-10-23 2:25:26.504 PM,"51,4,-1032"
threeAxis,2019-10-23 2:25:25.499 PM,"50,5,-1034"
threeAxis,2019-10-23 2:25:24.496 PM,"48,6,-1034"
threeAxis,2019-10-23 2:25:23.515 PM,"30,3,-1034"
contact,2019-10-23 2:25:22.986 PM,closed
status,2019-10-23 2:25:22.984 PM,closed
threeAxis,2019-10-23 2:25:22.581 PM,"150,-42,-1034"
acceleration,2019-10-23 2:25:21.477 PM,active
threeAxis,2019-10-23 2:25:21.475 PM,"214,5,-1033"
contact,2019-10-23 2:25:19.478 PM,open
status,2019-10-23 2:25:19.476 PM,open
acceleration,2019-10-23 2:03:43.788 PM,inactive
threeAxis,2019-10-23 2:03:39.700 PM,"55,6,-1038"
threeAxis,2019-10-23 2:03:38.690 PM,"52,5,-1030"
threeAxis,2019-10-23 2:03:37.686 PM,"52,9,-1035"
threeAxis,2019-10-23 2:03:36.676 PM,"52,10,-1029"
threeAxis,2019-10-23 2:03:35.678 PM,"56,-8,-1035"
contact,2019-10-23 2:03:35.382 PM,closed
status,2019-10-23 2:03:35.380 PM,closed
threeAxis,2019-10-23 2:03:34.670 PM,"144,-32,-1029"
acceleration,2019-10-23 2:03:33.670 PM,active
threeAxis,2019-10-23 2:03:33.668 PM,"183,0,-1033"
contact,2019-10-23 2:03:30.838 PM,open
status,2019-10-23 2:03:30.836 PM,open
acceleration,2019-10-23 1:02:43.605 PM,inactive
threeAxis,2019-10-23 1:02:40.620 PM,"52,2,-1034"
threeAxis,2019-10-23 1:02:39.616 PM,"51,3,-1028"
threeAxis,2019-10-23 1:02:38.608 PM,"50,4,-1032"
threeAxis,2019-10-23 1:02:37.597 PM,"43,1,-1032"
contact,2019-10-23 1:02:36.838 PM,closed
status,2019-10-23 1:02:36.834 PM,closed
threeAxis,2019-10-23 1:02:36.585 PM,"164,-64,-1025"
threeAxis,2019-10-23 1:02:35.588 PM,"132,-15,-1028"
threeAxis,2019-10-23 1:02:34.580 PM,"26,-78,-1037"
acceleration,2019-10-23 1:02:33.639 PM,active
threeAxis,2019-10-23 1:02:33.637 PM,"-187,-11,-1028"
contact,2019-10-23 1:02:33.431 PM,open
status,2019-10-23 1:02:33.429 PM,open
temperature,2019-10-23 12:23:19.985 PM,68
temperature,2019-10-23 11:23:06.852 AM,67
temperature,2019-10-23 11:13:04.645 AM,68
acceleration,2019-10-23 11:09:10.725 AM,inactive
threeAxis,2019-10-23 11:09:04.718 AM,"54,4,-1028"
threeAxis,2019-10-23 11:09:03.709 AM,"53,5,-1028"
threeAxis,2019-10-23 11:09:02.710 AM,"50,1,-1035"
threeAxis,2019-10-23 11:09:01.707 AM,"47,12,-1032"
acceleration,2019-10-23 11:09:00.696 AM,active
threeAxis,2019-10-23 11:09:00.692 AM,"-449,57,-988"
contact,2019-10-23 11:09:00.573 AM,closed
status,2019-10-23 11:09:00.571 AM,closed
contact,2019-10-23 11:08:56.166 AM,open
status,2019-10-23 11:08:56.164 AM,open
temperature,2019-10-23 11:08:03.540 AM,67
acceleration,2019-10-23 10:54:30.339 AM,inactive
contact,2019-10-23 10:54:27.457 AM,closed
status,2019-10-23 10:54:27.455 AM,closed
threeAxis,2019-10-23 10:54:27.350 AM,"136,-10,-1027"
threeAxis,2019-10-23 10:54:26.340 AM,"36,-1,-1031"
threeAxis,2019-10-23 10:54:25.333 AM,"55,2,-1034"
threeAxis,2019-10-23 10:54:24.327 AM,"103,2,-1044"
threeAxis,2019-10-23 10:54:23.320 AM,"-96,1,-1034"
threeAxis,2019-10-23 10:54:22.317 AM,"198,8,-1033"
threeAxis,2019-10-23 10:54:21.310 AM,"5,-46,-1031"
acceleration,2019-10-23 10:54:20.306 AM,active
threeAxis,2019-10-23 10:54:20.304 AM,"-134,2,-1019"
contact,2019-10-23 10:54:20.230 AM,open
status,2019-10-23 10:54:20.228 AM,open
acceleration,2019-10-23 10:53:56.964 AM,inactive
contact,2019-10-23 10:53:52.850 AM,closed
status,2019-10-23 10:53:52.848 AM,closed
threeAxis,2019-10-23 10:53:50.960 AM,"75,-6,-1035"
threeAxis,2019-10-23 10:53:49.950 AM,"92,4,-1028"
threeAxis,2019-10-23 10:53:48.950 AM,"87,-24,-1031"
threeAxis,2019-10-23 10:53:47.947 AM,"-27,-51,-1020"
acceleration,2019-10-23 10:53:46.949 AM,active
threeAxis,2019-10-23 10:53:46.947 AM,"-89,-23,-1067"
contact,2019-10-23 10:53:46.878 AM,open
status,2019-10-23 10:53:46.865 AM,open
temperature,2019-10-23 10:47:59.110 AM,68
activity,2019-10-23 10:46:47.527 AM,online
temperature,2019-10-23 10:42:57.982 AM,68
threeAxis,2019-10-23 10:42:13.420 AM,"55,5,-1032"
temperature,2019-10-23 10:37:56.878 AM,67
temperature,2019-10-23 10:27:54.687 AM,67
activity,2019-10-23 10:12:16.287 AM,offline
acceleration,2019-10-23 9:42:03.780 AM,inactive
threeAxis,2019-10-23 9:42:00.790 AM,"55,5,-1032"
threeAxis,2019-10-23 9:41:59.790 AM,"51,2,-1035"
threeAxis,2019-10-23 9:41:58.780 AM,"55,5,-1029"
threeAxis,2019-10-23 9:41:57.777 AM,"51,8,-1030"
contact,2019-10-23 9:41:57.048 AM,closed
status,2019-10-23 9:41:57.041 AM,closed
threeAxis,2019-10-23 9:41:56.760 AM,"125,-44,-1029"
threeAxis,2019-10-23 9:41:55.772 AM,"69,-5,-1033"
threeAxis,2019-10-23 9:41:54.757 AM,"27,-78,-1036"
acceleration,2019-10-23 9:41:53.753 AM,active
threeAxis,2019-10-23 9:41:53.751 AM,"-190,-38,-1055"
contact,2019-10-23 9:41:53.579 AM,open
status,2019-10-23 9:41:53.574 AM,open
temperature,2019-10-23 9:02:37.122 AM,66
acceleration,2019-10-23 8:52:31.770 AM,inactive
threeAxis,2019-10-23 8:52:28.790 AM,"46,3,-1034"
threeAxis,2019-10-23 8:52:27.776 AM,"49,1,-1033"
threeAxis,2019-10-23 8:52:26.780 AM,"54,5,-1031"
threeAxis,2019-10-23 8:52:25.760 AM,"48,1,-1030"
threeAxis,2019-10-23 8:52:24.770 AM,"-46,21,-1016"
contact,2019-10-23 8:52:24.593 AM,closed
status,2019-10-23 8:52:24.591 AM,closed
threeAxis,2019-10-23 8:52:23.753 AM,"202,-36,-1028"
threeAxis,2019-10-23 8:52:22.747 AM,"-37,-63,-1039"
contact,2019-10-23 8:52:22.505 AM,open
status,2019-10-23 8:52:22.501 AM,open
acceleration,2019-10-23 8:52:21.767 AM,active
threeAxis,2019-10-23 8:52:21.754 AM,"-101,-9,-1037"
contact,2019-10-23 8:52:21.470 AM,closed
status,2019-10-23 8:52:21.468 AM,closed
contact,2019-10-23 8:38:52.550 AM,open
status,2019-10-23 8:38:52.548 AM,open
contact,2019-10-23 8:35:11.780 AM,closed
status,2019-10-23 8:35:11.778 AM,closed
temperature,2019-10-23 8:32:31.270 AM,65
ping,2019-10-23 8:30:27.180 AM,ping command was sent to Multipurpose Sensor
ping,2019-10-23 8:30:27.180 AM,ping command was sent to Multipurpose Sensor
ping,2019-10-23 8:30:27.179 AM,ping command was sent to Multipurpose Sensor
acceleration,2019-10-23 7:56:03.540 AM,inactive
threeAxis,2019-10-23 7:56:00.500 AM,"50,5,-1032"
threeAxis,2019-10-23 7:55:59.500 AM,"52,6,-1033"
threeAxis,2019-10-23 7:55:58.481 AM,"50,2,-1034"
threeAxis,2019-10-23 7:55:57.490 AM,"35,2,-1032"
threeAxis,2019-10-23 7:55:56.470 AM,"-50,-11,-1030"
threeAxis,2019-10-23 7:55:55.470 AM,"85,-18,-1031"
threeAxis,2019-10-23 7:55:54.470 AM,"26,-20,-1035"
acceleration,2019-10-23 7:55:53.466 AM,active
threeAxis,2019-10-23 7:55:53.462 AM,"-90,-26,-1057"
contact,2019-10-23 7:55:53.381 AM,open
status,2019-10-23 7:55:53.378 AM,open
threeAxis,2019-10-23 7:53:11.366 AM,"49,4,-1031"
threeAxis,2019-10-23 7:53:10.340 AM,"46,2,-1033"
threeAxis,2019-10-23 7:53:09.380 AM,"48,3,-1031"
threeAxis,2019-10-23 7:53:08.330 AM,"47,5,-1024"
threeAxis,2019-10-23 7:53:07.330 AM,"-221,43,-1010"
contact,2019-10-23 7:53:07.255 AM,closed
status,2019-10-23 7:53:07.251 AM,closed
contact,2019-10-23 7:53:01.372 AM,open
status,2019-10-23 7:53:01.370 AM,open
acceleration,2019-10-23 7:52:59.400 AM,inactive
contact,2019-10-23 7:52:54.632 AM,closed
status,2019-10-23 7:52:54.630 AM,closed
threeAxis,2019-10-23 7:52:52.516 AM,"74,1,-1034"
threeAxis,2019-10-23 7:52:51.465 AM,"88,3,-1035"
threeAxis,2019-10-23 7:52:50.467 AM,"115,-16,-1028"
threeAxis,2019-10-23 7:52:49.450 AM,"35,-20,-1030"
acceleration,2019-10-23 7:52:49.310 AM,active
threeAxis,2019-10-23 7:52:48.444 AM,"-85,-5,-1033"
contact,2019-10-23 7:52:48.188 AM,open
status,2019-10-23 7:52:48.186 AM,open
acceleration,2019-10-23 7:52:39.268 AM,inactive
contact,2019-10-23 7:52:34.268 AM,closed
status,2019-10-23 7:52:34.255 AM,closed
threeAxis,2019-10-23 7:52:33.320 AM,"66,-11,-1032"
threeAxis,2019-10-23 7:52:32.385 AM,"72,-2,-1031"
threeAxis,2019-10-23 7:52:31.309 AM,"85,0,-1029"
threeAxis,2019-10-23 7:52:30.260 AM,"14,-22,-1035"
acceleration,2019-10-23 7:52:29.252 AM,active
threeAxis,2019-10-23 7:52:29.242 AM,"-77,2,-1037"
contact,2019-10-23 7:52:25.935 AM,open
status,2019-10-23 7:52:25.931 AM,open
temperature,2019-10-23 5:31:57.760 AM,64
temperature,2019-10-23 3:16:31.590 AM,65
temperature,2019-10-23 12:05:52.875 AM,66
acceleration,2019-10-22 9:55:15.980 PM,inactive
threeAxis,2019-10-22 9:55:11.979 PM,"53,5,-1029"
threeAxis,2019-10-22 9:55:10.965 PM,"49,4,-1034"
threeAxis,2019-10-22 9:55:10.023 PM,"51,-2,-1033"
threeAxis,2019-10-22 9:55:08.956 PM,"34,-2,-1032"
threeAxis,2019-10-22 9:55:07.970 PM,"100,3,-1027"
