,temperature_sensorA,acceleration_sensorA,status_sensorA,motion_sensorB,motion_sensorC,temperature_sensorC,humidity_sensorC,illuminance_sensorC,time,temperature_sensorB,simulated_temperature
1408,66,inactive,closed,active,inactive,73.4,59,4,23:07.4,66,68
1409,66,inactive,closed,inactive,inactive,73.4,59,4,23:21.1,66,68
1410,66,inactive,closed,active,inactive,73.4,59,4,25:05.4,66,68
1411,66,inactive,closed,active,active,73.4,59,4,25:07.8,66,68
1412,66,inactive,closed,active,active,73.4,59,4,25:07.8,66,68
1413,66,inactive,closed,inactive,active,73.4,59,4,25:19.1,66,68
1414,66,inactive,closed,active,active,73.4,59,4,25:21.9,66,68
1415,66,inactive,closed,inactive,active,73.4,59,4,25:43.8,66,68
1416,66,inactive,closed,inactive,inactive,73.4,59,4,26:01.3,66,68
1417,66,inactive,closed,inactive,inactive,73.4,59,4,26:01.3,66,68
1418,66,inactive,closed,active,inactive,73.4,59,4,27:42.3,66,68
1419,66,inactive,closed,inactive,inactive,73.4,59,4,27:55.6,66,68
1420,66,inactive,closed,inactive,inactive,73.4,59,4,39:17.0,67,69
1421,67,inactive,closed,inactive,inactive,73.4,59,4,40:49.0,67,69
1422,67,inactive,closed,active,inactive,73.4,59,4,41:48.6,67,69
1423,67,inactive,closed,active,active,73.4,59,4,41:49.3,67,69
1424,67,inactive,closed,active,active,73.4,59,4,41:49.3,67,69
1425,67,inactive,closed,inactive,active,73.4,59,4,42:01.3,67,69
1426,67,inactive,closed,inactive,inactive,73.4,59,4,42:18.0,67,69
1427,67,inactive,closed,inactive,inactive,73.4,59,4,42:18.0,67,69
1428,67,inactive,closed,inactive,inactive,73.5,59,4,42:24.6,67,69
1429,67,inactive,closed,inactive,inactive,73.5,59,4,42:24.6,67,69
1430,67,inactive,closed,inactive,inactive,73.5,60,4,42:24.7,67,69
1431,67,inactive,closed,inactive,inactive,73.5,60,4,42:24.7,67,69
1432,67,inactive,closed,active,inactive,73.5,60,4,45:40.6,67,69
1433,67,inactive,closed,inactive,inactive,73.5,60,4,45:50.9,67,69
1434,67,inactive,closed,inactive,inactive,73.6,60,4,50:25.6,67,69
1435,67,inactive,closed,inactive,inactive,73.6,60,4,50:25.6,67,69
1436,67,inactive,closed,active,inactive,73.6,60,4,51:23.7,67,69
1437,67,inactive,closed,inactive,inactive,73.6,60,4,51:34.5,67,69
1438,67,inactive,closed,active,inactive,73.6,60,4,51:44.5,67,69
1439,67,inactive,closed,inactive,inactive,73.6,60,4,51:55.0,67,69
1440,67,inactive,closed,active,inactive,73.6,60,4,52:22.7,67,69
1441,67,inactive,closed,inactive,inactive,73.6,60,4,52:36.3,67,69
1442,67,inactive,closed,inactive,inactive,73.6,60,3,58:27.5,67,69
1443,67,inactive,closed,inactive,inactive,73.6,60,3,58:27.5,67,69
1444,66,inactive,closed,inactive,inactive,73.6,60,3,00:53.1,67,69
1445,66,inactive,closed,active,inactive,73.6,60,3,03:29.2,67,69
1446,66,inactive,closed,inactive,inactive,73.6,60,3,03:57.2,67,69
1447,66,inactive,closed,active,inactive,73.6,60,3,03:59.4,67,69
1448,66,inactive,closed,active,active,73.6,60,3,04:02.4,67,69
1449,66,inactive,closed,active,active,73.6,60,3,04:02.4,67,69
1450,66,inactive,closed,active,active,73.6,60,3,04:02.7,67,69
1451,66,inactive,closed,active,active,73.6,60,3,04:02.7,67,69
1452,66,inactive,closed,inactive,active,73.6,60,3,04:13.1,67,69
1453,66,inactive,closed,active,active,73.6,60,3,04:15.1,67,69
1454,66,inactive,closed,inactive,active,73.6,60,3,04:29.8,67,69
1455,66,inactive,closed,inactive,inactive,73.6,60,3,04:31.6,67,69
1456,66,inactive,closed,inactive,inactive,73.6,60,3,04:31.6,67,69
1457,66,inactive,closed,inactive,inactive,73.6,61,3,06:27.6,67,69
1458,66,inactive,closed,inactive,inactive,73.6,61,3,06:27.6,67,69
1459,66,inactive,closed,inactive,inactive,73.6,61,4,06:28.5,67,69
1460,66,inactive,closed,inactive,inactive,73.6,61,4,06:28.5,67,69
1461,66,inactive,closed,inactive,inactive,73.6,61,4,09:22.1,66,68
1462,66,inactive,closed,active,inactive,73.6,61,4,12:20.6,66,68
1463,66,inactive,closed,active,active,73.6,61,4,12:24.0,66,68
1464,66,inactive,closed,active,active,73.6,61,4,12:24.0,66,68
1465,66,inactive,closed,inactive,active,73.6,61,4,12:38.3,66,68
1466,66,inactive,closed,inactive,inactive,73.6,61,4,12:52.7,66,68
1467,66,inactive,closed,inactive,inactive,73.6,61,4,12:52.7,66,68
1468,66,inactive,closed,active,inactive,73.6,61,4,13:12.5,66,68
1469,66,inactive,closed,active,active,73.6,61,4,13:12.8,66,68
1470,66,inactive,closed,active,active,73.6,61,4,13:12.8,66,68
1471,66,inactive,closed,inactive,active,73.6,61,4,13:27.9,66,68
1472,66,inactive,closed,inactive,inactive,73.6,61,4,13:41.8,66,68
1473,66,inactive,closed,inactive,inactive,73.6,61,4,13:41.8,66,68
1474,66,inactive,closed,active,inactive,73.6,61,4,14:04.5,66,68
1475,66,inactive,closed,inactive,inactive,73.6,61,4,14:15.0,66,68
1476,66,inactive,closed,inactive,inactive,73.7,61,4,14:28.5,66,68
1477,66,inactive,closed,inactive,inactive,73.7,61,4,14:28.5,66,68
1478,66,inactive,closed,active,inactive,73.7,61,4,19:50.0,66,68
1479,66,inactive,closed,inactive,inactive,73.7,61,4,20:00.5,66,68
1480,67,inactive,closed,inactive,inactive,73.7,61,4,20:57.1,66,68
1481,67,inactive,closed,inactive,inactive,73.7,61,3,22:30.4,66,68
1482,67,inactive,closed,inactive,inactive,73.7,61,3,22:30.4,66,68
1483,67,inactive,closed,inactive,inactive,73.7,61,3,29:25.5,67,69
1484,67,inactive,closed,inactive,inactive,73.8,61,3,30:30.4,67,69
1485,67,inactive,closed,inactive,inactive,73.8,61,3,30:30.4,67,69
1486,67,inactive,closed,inactive,inactive,73.8,61,4,30:31.4,67,69
1487,67,inactive,closed,inactive,inactive,73.8,61,4,30:31.4,67,69
1488,67,inactive,closed,inactive,inactive,73.8,62,4,38:31.5,67,69
1489,67,inactive,closed,inactive,inactive,73.8,62,4,38:31.5,67,69
1490,67,inactive,closed,inactive,inactive,73.7,62,4,46:32.3,67,69
1491,67,inactive,closed,inactive,inactive,73.7,62,4,46:32.3,67,69
1492,66,inactive,closed,inactive,inactive,73.7,62,4,51:03.3,67,69
1493,66,inactive,closed,inactive,inactive,73.7,62,3,54:34.2,67,69
1494,66,inactive,closed,inactive,inactive,73.7,62,3,54:34.2,67,69
1495,66,inactive,closed,active,inactive,73.7,62,3,55:34.1,67,69
1496,66,inactive,closed,active,active,73.7,62,3,55:37.2,67,69
1497,66,inactive,closed,active,active,73.7,62,3,55:37.2,67,69
1498,66,inactive,closed,inactive,active,73.7,62,3,56:01.3,67,69
1499,66,inactive,closed,inactive,inactive,73.7,62,3,56:06.8,67,69
1500,66,inactive,closed,inactive,inactive,73.7,62,3,56:06.8,67,69
1501,66,inactive,closed,active,inactive,73.7,62,3,56:30.3,67,69
1502,66,inactive,closed,active,active,73.7,62,3,56:33.2,67,69
1503,66,inactive,closed,active,active,73.7,62,3,56:33.2,67,69
1504,66,inactive,closed,inactive,active,73.7,62,3,56:55.0,67,69
1505,66,inactive,closed,inactive,inactive,73.7,62,3,57:08.9,67,69
1506,66,inactive,closed,inactive,inactive,73.7,62,3,57:08.9,67,69
1507,66,inactive,closed,inactive,inactive,73.7,62,3,59:30.5,66,68
1508,66,inactive,closed,inactive,inactive,73.7,62,4,02:35.2,66,68
1509,66,inactive,closed,inactive,inactive,73.7,62,4,02:35.2,66,68
1510,66,inactive,closed,inactive,inactive,73.7,62,3,10:36.1,66,68
1511,66,inactive,closed,inactive,inactive,73.7,62,3,10:36.1,66,68
1512,66,inactive,closed,inactive,inactive,73.7,62,4,18:37.1,66,68
1513,66,inactive,closed,inactive,inactive,73.7,62,4,18:37.1,66,68
1514,66,inactive,closed,inactive,inactive,73.6,62,4,26:37.0,66,68
1515,66,inactive,closed,inactive,inactive,73.6,62,4,26:37.0,66,68
1516,66,inactive,closed,inactive,inactive,73.6,62,3,26:38.0,66,68
1517,66,inactive,closed,inactive,inactive,73.6,62,3,26:38.0,66,68
1518,66,inactive,closed,inactive,inactive,73.6,61,3,50:40.0,66,68
1519,66,inactive,closed,inactive,inactive,73.6,61,3,50:40.0,66,68
1520,66,inactive,closed,inactive,inactive,73.5,61,3,58:40.9,66,68
1521,66,inactive,closed,inactive,inactive,73.5,61,3,58:40.9,66,68
1522,66,inactive,closed,inactive,inactive,73.5,61,4,58:41.8,66,68
1523,66,inactive,closed,inactive,inactive,73.5,61,4,58:41.8,66,68
1524,66,inactive,closed,inactive,inactive,73.4,61,4,14:42.8,66,68
1525,66,inactive,closed,inactive,inactive,73.4,61,4,14:42.8,66,68
1526,66,inactive,closed,inactive,inactive,73.5,61,4,22:43.7,66,68
1527,66,inactive,closed,inactive,inactive,73.5,61,4,22:43.7,66,68
1528,66,inactive,closed,inactive,inactive,73.4,61,4,30:44.7,66,68
1529,66,inactive,closed,inactive,inactive,73.4,61,4,30:44.7,66,68
1530,66,inactive,closed,inactive,inactive,73.4,61,5,46:47.7,66,68
1531,66,inactive,closed,inactive,inactive,73.4,61,5,46:47.7,66,68
1532,66,inactive,closed,active,inactive,73.4,61,5,48:08.3,66,68
1533,66,inactive,closed,active,active,73.4,61,5,48:10.8,66,68
1534,66,inactive,closed,active,active,73.4,61,5,48:10.8,66,68
1535,66,inactive,closed,inactive,active,73.4,61,5,48:23.2,66,68
1536,66,inactive,closed,inactive,inactive,73.4,61,5,48:41.2,66,68
1537,66,inactive,closed,inactive,inactive,73.4,61,5,48:41.2,66,68
1538,66,inactive,closed,active,inactive,73.4,61,5,50:00.9,66,68
1539,66,inactive,closed,active,active,73.4,61,5,50:01.2,66,68
1540,66,inactive,closed,active,active,73.4,61,5,50:01.2,66,68
1541,66,inactive,closed,inactive,active,73.4,61,5,50:14.8,66,68
1542,66,inactive,closed,inactive,inactive,73.4,61,5,50:30.5,66,68
1543,66,inactive,closed,inactive,inactive,73.4,61,5,50:30.5,66,68
1544,66,inactive,closed,inactive,inactive,73.4,61,5,50:30.8,66,68
1545,66,inactive,closed,inactive,inactive,73.4,61,5,50:30.8,66,68
1546,66,inactive,closed,active,inactive,73.4,61,5,50:36.4,66,68
1547,66,inactive,closed,active,active,73.4,61,5,50:39.3,66,68
1548,66,inactive,closed,active,active,73.4,61,5,50:39.3,66,68
1549,66,inactive,closed,inactive,active,73.4,61,5,51:05.0,66,68
1550,66,inactive,closed,inactive,inactive,73.4,61,5,51:09.6,66,68
1551,66,inactive,closed,inactive,inactive,73.4,61,5,51:09.6,66,68
1552,66,inactive,closed,inactive,inactive,73.4,61,0,54:48.6,66,68
1553,66,inactive,closed,inactive,inactive,73.4,61,0,54:48.6,66,68
1554,66,inactive,closed,active,inactive,73.4,61,0,59:41.8,66,68
1555,66,inactive,closed,inactive,inactive,73.4,61,0,59:52.2,66,68
1556,66,inactive,closed,inactive,inactive,73.3,61,0,34:52.4,66,68
1557,66,inactive,closed,inactive,inactive,73.3,61,0,34:52.4,66,68
1558,65,inactive,closed,inactive,inactive,73.3,61,0,36:35.9,66,68
1559,65,inactive,closed,inactive,inactive,73.2,61,0,50:54.3,66,68
1560,65,inactive,closed,inactive,inactive,73.2,61,0,50:54.3,66,68
1561,65,inactive,closed,inactive,inactive,73.2,62,0,06:56.3,66,68
1562,65,inactive,closed,inactive,inactive,73.2,62,0,06:56.3,66,68
1563,65,inactive,closed,inactive,inactive,73.1,62,0,14:57.1,66,68
1564,65,inactive,closed,inactive,inactive,73.1,62,0,14:57.1,66,68
1565,65,inactive,closed,inactive,inactive,73.1,61,0,14:57.3,66,68
1566,65,inactive,closed,inactive,inactive,73.1,61,0,14:57.3,66,68
1567,65,inactive,closed,inactive,inactive,73.1,61,0,30:04.7,65,64
1568,65,inactive,closed,inactive,inactive,73,61,0,30:59.0,65,64
1569,65,inactive,closed,inactive,inactive,73,61,0,30:59.0,65,64
1570,65,inactive,closed,inactive,inactive,73,62,0,47:01.1,65,64
1571,65,inactive,closed,inactive,inactive,73,62,0,47:01.1,65,64
1572,65,inactive,closed,inactive,inactive,72.9,62,0,03:02.9,65,64
1573,65,inactive,closed,inactive,inactive,72.9,62,0,03:02.9,65,64
1574,65,inactive,closed,inactive,inactive,72.8,62,0,11:03.8,65,64
1575,65,inactive,closed,inactive,inactive,72.8,62,0,11:03.8,65,64
1576,65,inactive,closed,inactive,inactive,72.8,61,0,19:05.0,65,64
1577,65,inactive,closed,inactive,inactive,72.8,61,0,19:05.0,65,64
1578,65,inactive,closed,inactive,inactive,72.8,62,0,27:05.9,65,64
1579,65,inactive,closed,inactive,inactive,72.8,62,0,27:05.9,65,64
1580,65,inactive,closed,inactive,inactive,72.7,62,0,43:07.6,65,64
1581,65,inactive,closed,inactive,inactive,72.7,62,0,43:07.6,65,64
1582,65,inactive,closed,inactive,inactive,72.7,63,0,43:07.8,65,64
1583,65,inactive,closed,inactive,inactive,72.7,63,0,43:07.8,65,64
1584,65,inactive,closed,inactive,inactive,72.7,62,0,51:08.8,65,64
1585,65,inactive,closed,inactive,inactive,72.7,62,0,51:08.8,65,64
1586,65,inactive,closed,inactive,inactive,72.6,62,0,59:09.6,65,64
1587,65,inactive,closed,inactive,inactive,72.6,62,0,59:09.6,65,64
1588,65,inactive,closed,inactive,inactive,72.5,62,0,31:13.4,65,64
1589,65,inactive,closed,inactive,inactive,72.5,62,0,31:13.4,65,64
1590,64,inactive,closed,inactive,inactive,72.5,62,0,37:09.9,65,64
1591,64,inactive,closed,inactive,inactive,72.5,61,0,39:14.5,65,64
1592,64,inactive,closed,inactive,inactive,72.5,61,0,39:14.5,65,64
1593,64,inactive,closed,inactive,inactive,72.4,61,0,47:15.3,65,64
1594,64,inactive,closed,inactive,inactive,72.4,61,0,47:15.3,65,64
1595,64,inactive,closed,inactive,inactive,72.3,61,0,19:19.1,65,64
1596,64,inactive,closed,inactive,inactive,72.3,61,0,19:19.1,65,64
1597,64,inactive,closed,inactive,inactive,72.2,61,0,43:22.0,65,64
1598,64,inactive,closed,inactive,inactive,72.2,61,0,43:22.0,65,64
1599,64,inactive,closed,inactive,inactive,72.2,61,0,45:34.2,64,63
1600,64,inactive,closed,inactive,inactive,72.2,60,0,07:25.0,64,63
1601,64,inactive,closed,inactive,inactive,72.2,60,0,07:25.0,64,63
1602,64,inactive,closed,inactive,inactive,72.2,61,0,15:26.0,64,63
1603,64,inactive,closed,inactive,inactive,72.2,61,0,15:26.0,64,63
1604,64,inactive,closed,inactive,inactive,72.1,61,0,31:27.7,64,63
1605,64,inactive,closed,inactive,inactive,72.1,61,0,31:27.7,64,63
1606,64,inactive,closed,inactive,inactive,72,61,0,44:49.3,64,63
1607,64,inactive,closed,inactive,inactive,72,61,0,44:49.3,64,63
1608,64,inactive,closed,inactive,inactive,72.1,61,0,47:29.7,64,63
1609,64,inactive,closed,inactive,inactive,72.1,61,0,47:29.7,64,63
1610,64,inactive,closed,inactive,inactive,72,61,0,55:30.6,64,63
1611,64,inactive,closed,inactive,inactive,72,61,0,55:30.6,64,63
1612,64,inactive,closed,active,inactive,72,61,0,02:35.7,64,63
1613,64,inactive,closed,inactive,inactive,72,61,0,02:47.1,64,63
1614,64,inactive,closed,active,inactive,72,61,0,04:24.7,64,63
1615,64,inactive,closed,inactive,inactive,72,61,0,04:35.7,64,63
1616,64,inactive,closed,inactive,inactive,72,60,0,11:32.7,64,63
1617,64,inactive,closed,inactive,inactive,72,60,0,11:32.7,64,63
1618,64,inactive,closed,inactive,inactive,72.1,60,0,27:34.4,64,63
1619,64,inactive,closed,inactive,inactive,72.1,60,0,27:34.4,64,63
1620,64,inactive,closed,inactive,inactive,72,60,0,35:35.4,64,63
1621,64,inactive,closed,inactive,inactive,72,60,0,35:35.4,64,63
1622,64,inactive,closed,active,inactive,72,60,0,11:11.1,64,63
1623,64,inactive,closed,inactive,inactive,72,60,0,11:21.6,64,63
1624,64,inactive,closed,active,inactive,72,60,0,11:59.7,64,63
1625,64,inactive,closed,inactive,inactive,72,60,0,12:10.8,64,63
1626,64,inactive,closed,active,inactive,72,60,0,39:54.5,64,63
1627,64,inactive,closed,active,active,72,60,0,39:54.6,64,63
1628,64,inactive,closed,active,active,72,60,0,39:54.6,64,63
1629,64,inactive,open,active,active,72,60,0,40:11.0,64,63
1632,64,active,open,active,active,72,60,0,40:11.2,64,63
1636,64,active,closed,active,active,72,60,0,40:14.5,64,63
1642,64,active,closed,inactive,active,72,60,0,40:19.2,64,63
1643,64,inactive,closed,inactive,active,72,60,0,40:21.2,64,63
1644,64,inactive,closed,inactive,inactive,72,60,0,40:36.5,64,63
1645,64,inactive,closed,inactive,inactive,72,60,0,40:36.5,64,63
1646,64,inactive,closed,inactive,inactive,72,61,0,47:44.1,64,63
1647,64,inactive,closed,inactive,inactive,72,61,0,47:44.1,64,63
1648,64,inactive,closed,active,inactive,72,61,0,49:49.7,64,63
1649,64,inactive,closed,inactive,inactive,72,61,0,50:01.0,64,63
1650,64,inactive,closed,active,inactive,72,61,0,51:30.5,64,63
1651,64,inactive,closed,inactive,inactive,72,61,0,51:41.6,64,63
1652,64,inactive,closed,inactive,inactive,72,60,0,55:45.1,64,63
1653,64,inactive,closed,inactive,inactive,72,60,0,55:45.1,64,63
1654,64,inactive,closed,inactive,inactive,72,60,4,55:45.9,64,63
1655,64,inactive,closed,inactive,inactive,72,60,4,55:45.9,64,63
1656,64,inactive,closed,active,inactive,72,60,4,56:53.8,64,63
1657,64,inactive,closed,inactive,inactive,72,60,4,57:19.7,64,63
1658,64,inactive,closed,active,inactive,72,60,4,57:27.5,64,63
1659,64,inactive,open,active,inactive,72,60,4,57:30.4,64,63
1662,64,active,open,active,inactive,72,60,4,57:30.6,64,63
1665,64,active,closed,active,inactive,72,60,4,57:33.6,64,63
1671,64,active,closed,inactive,inactive,72,60,4,57:39.7,64,63
1672,64,inactive,closed,inactive,inactive,72,60,4,57:40.6,64,63
1673,64,inactive,closed,inactive,inactive,72,60,0,03:46.9,64,63
1674,64,inactive,closed,inactive,inactive,72,60,0,03:46.9,64,63
1675,64,inactive,closed,inactive,inactive,72,60,0,11:03.1,65,64
1676,64,inactive,closed,inactive,inactive,72.1,60,0,11:46.9,65,64
1677,64,inactive,closed,inactive,inactive,72.1,60,0,11:46.9,65,64
1678,64,inactive,closed,inactive,inactive,72.2,60,0,19:47.9,65,64
1679,64,inactive,closed,inactive,inactive,72.2,60,0,19:47.9,65,64
1680,64,inactive,closed,inactive,inactive,72.2,60,4,19:48.8,65,64
1681,64,inactive,closed,inactive,inactive,72.2,60,4,19:48.8,65,64
1682,64,inactive,closed,inactive,inactive,72.2,60,0,27:49.9,65,64
1683,64,inactive,closed,inactive,inactive,72.2,60,0,27:49.9,65,64
1684,65,inactive,closed,inactive,inactive,72.2,60,0,28:01.5,65,64
1685,65,inactive,closed,active,inactive,72.2,60,0,28:27.0,65,64
1686,65,inactive,closed,inactive,inactive,72.2,60,0,28:55.9,65,64
1687,65,inactive,closed,active,inactive,72.2,60,0,33:54.1,65,64
1688,65,inactive,closed,active,active,72.2,60,0,33:56.1,65,64
1689,65,inactive,closed,active,active,72.2,60,0,33:56.1,65,64
1690,65,inactive,closed,inactive,active,72.2,60,0,34:07.7,65,64
1691,65,inactive,closed,inactive,inactive,72.2,60,0,34:25.0,65,64
1692,65,inactive,closed,inactive,inactive,72.2,60,0,34:25.0,65,64
1693,65,inactive,closed,inactive,inactive,72.3,60,0,35:49.8,65,64
1694,65,inactive,closed,inactive,inactive,72.3,60,0,35:49.8,65,64
1695,65,inactive,closed,inactive,inactive,72.3,60,5,35:50.8,65,64
1696,65,inactive,closed,inactive,inactive,72.3,60,5,35:50.8,65,64
1697,65,inactive,closed,active,inactive,72.3,60,5,38:10.2,65,64
1698,65,inactive,closed,active,active,72.3,60,5,38:12.2,65,64
1699,65,inactive,closed,active,active,72.3,60,5,38:12.2,65,64
1700,65,inactive,closed,inactive,active,72.3,60,5,38:22.9,65,64
1701,65,inactive,closed,inactive,inactive,72.3,60,5,38:39.8,65,64
1702,65,inactive,closed,inactive,inactive,72.3,60,5,38:39.8,65,64
1703,65,inactive,closed,active,inactive,72.3,60,5,38:41.1,65,64
1704,65,inactive,closed,active,active,72.3,60,5,38:43.4,65,64
1705,65,inactive,closed,active,active,72.3,60,5,38:43.4,65,64
1706,65,inactive,closed,inactive,active,72.3,60,5,38:53.8,65,64
1707,65,inactive,closed,inactive,inactive,72.3,60,5,39:12.3,65,64
1708,65,inactive,closed,inactive,inactive,72.3,60,5,39:12.3,65,64
1709,65,inactive,closed,inactive,inactive,72.1,60,5,43:50.7,65,64
1710,65,inactive,closed,inactive,inactive,72.1,60,5,43:50.7,65,64
1711,65,inactive,closed,inactive,inactive,72.1,60,9,43:51.7,65,64
1712,65,inactive,closed,inactive,inactive,72.1,60,9,43:51.7,65,64
1713,65,inactive,closed,active,inactive,72.1,60,9,46:39.4,65,64
1714,65,inactive,closed,inactive,inactive,72.1,60,9,46:49.7,65,64
1715,65,inactive,closed,active,inactive,72.1,60,9,46:57.5,65,64
1716,65,inactive,closed,inactive,inactive,72.1,60,9,47:09.0,65,64
1717,65,inactive,closed,active,inactive,72.1,60,9,51:19.6,65,64
1718,65,inactive,closed,inactive,inactive,72.1,60,9,51:30.2,65,64
1719,65,inactive,closed,inactive,inactive,72.2,60,9,51:51.7,65,64
1720,65,inactive,closed,inactive,inactive,72.2,60,9,51:51.7,65,64
1721,65,inactive,closed,inactive,inactive,72.2,60,5,51:52.7,65,64
1722,65,inactive,closed,inactive,inactive,72.2,60,5,51:52.7,65,64
1723,65,inactive,open,inactive,inactive,72.2,60,5,52:03.6,65,64
1726,65,active,open,inactive,inactive,72.2,60,5,52:03.9,65,64
1729,65,active,closed,inactive,inactive,72.2,60,5,52:06.8,65,64
1736,65,inactive,closed,inactive,inactive,72.2,60,5,52:13.9,65,64
1737,65,inactive,closed,active,inactive,72.2,60,5,52:33.8,65,64
1738,65,inactive,closed,active,active,72.2,60,5,52:37.5,65,64
1739,65,inactive,closed,active,active,72.2,60,5,52:37.5,65,64
1740,65,inactive,closed,inactive,active,72.2,60,5,52:48.3,65,64
1741,65,inactive,closed,inactive,inactive,72.2,60,5,53:06.2,65,64
1742,65,inactive,closed,inactive,inactive,72.2,60,5,53:06.2,65,64
1743,65,inactive,closed,active,inactive,72.2,60,5,53:17.9,65,64
1744,65,inactive,closed,active,active,72.2,60,5,53:18.2,65,64
1745,65,inactive,closed,active,active,72.2,60,5,53:18.2,65,64
1746,65,inactive,closed,active,inactive,72.2,60,5,53:47.3,65,64
1747,65,inactive,closed,active,inactive,72.2,60,5,53:47.3,65,64
1748,65,inactive,closed,active,active,72.2,60,5,53:54.1,65,64
1749,65,inactive,closed,active,active,72.2,60,5,53:54.1,65,64
1750,65,inactive,open,active,active,72.2,60,5,53:55.7,65,64
1753,65,active,open,active,active,72.2,60,5,53:55.7,65,64
1757,65,active,closed,active,active,72.2,60,5,53:59.6,65,64
1764,65,active,closed,inactive,active,72.2,60,5,54:05.4,65,64
1765,65,inactive,closed,inactive,active,72.2,60,5,54:05.7,65,64
1766,65,inactive,closed,inactive,inactive,72.2,60,5,54:21.7,65,64
1767,65,inactive,closed,inactive,inactive,72.2,60,5,54:21.7,65,64
1768,65,inactive,closed,inactive,inactive,72.1,60,5,59:52.6,65,64
1769,65,inactive,closed,inactive,inactive,72.1,60,5,59:52.6,65,64
1770,65,inactive,closed,active,inactive,72.1,60,5,00:05.3,65,64
1771,65,inactive,closed,active,active,72.1,60,5,00:06.0,65,64
1772,65,inactive,closed,active,active,72.1,60,5,00:06.0,65,64
1773,65,inactive,closed,inactive,active,72.1,60,5,00:17.9,65,64
1774,65,inactive,closed,inactive,inactive,72.1,60,5,00:34.9,65,64
1775,65,inactive,closed,inactive,inactive,72.1,60,5,00:34.9,65,64
1776,65,inactive,closed,active,inactive,72.1,60,5,00:41.0,65,64
1777,65,inactive,closed,active,active,72.1,60,5,00:44.3,65,64
1778,65,inactive,closed,active,active,72.1,60,5,00:44.3,65,64
1779,65,inactive,closed,inactive,active,72.1,60,5,00:54.8,65,64
1780,65,inactive,closed,inactive,inactive,72.1,60,5,01:15.0,65,64
1781,65,inactive,closed,inactive,inactive,72.1,60,5,01:15.0,65,64
1782,66,inactive,closed,inactive,inactive,72.1,60,5,03:08.1,65,64
1784,66,active,closed,inactive,inactive,72.1,60,5,07:11.2,65,64
1788,66,active,open,inactive,inactive,72.1,60,5,07:15.9,65,64
1794,66,active,closed,inactive,inactive,72.1,60,5,07:20.0,65,64
1801,66,active,closed,active,inactive,72.1,60,5,07:29.4,65,64
1802,66,active,closed,active,active,72.1,60,5,07:29.9,65,64
1803,66,active,closed,active,active,72.1,60,5,07:29.9,65,64
1804,66,inactive,closed,active,active,72.1,60,5,07:31.3,65,64
1805,66,inactive,closed,inactive,active,72.1,60,5,07:44.9,65,64
1806,66,inactive,closed,inactive,inactive,72.1,60,5,08:02.2,65,64
1807,66,inactive,closed,inactive,inactive,72.1,60,5,08:02.2,65,64
1808,66,inactive,closed,active,inactive,72.1,60,5,08:57.4,65,64
1809,66,inactive,closed,active,active,72.1,60,5,08:57.6,65,64
1810,66,inactive,closed,active,active,72.1,60,5,08:57.6,65,64
1811,66,inactive,closed,inactive,active,72.1,60,5,09:14.3,65,64
1812,66,inactive,closed,active,active,72.1,60,5,09:28.6,65,64
1813,66,inactive,closed,inactive,active,72.1,60,5,09:42.1,65,64
1814,66,inactive,closed,active,active,72.1,60,5,09:53.3,65,64
1815,66,inactive,closed,inactive,active,72.1,60,5,10:10.8,65,64
1816,66,inactive,closed,inactive,inactive,72.1,60,5,10:28.3,65,64
1817,66,inactive,closed,inactive,inactive,72.1,60,5,10:28.3,65,64
1818,66,inactive,closed,active,inactive,72.1,60,5,13:32.5,65,64
1819,66,inactive,closed,active,active,72.1,60,5,13:34.0,65,64
1820,66,inactive,closed,active,active,72.1,60,5,13:34.0,65,64
1821,66,inactive,open,active,active,72.1,60,5,13:53.0,65,64
1824,66,active,open,active,active,72.1,60,5,13:53.2,65,64
1829,66,active,closed,active,active,72.1,60,5,13:57.9,65,64
1836,66,inactive,closed,active,active,72.1,60,5,14:03.2,65,64
1837,66,inactive,closed,inactive,active,72.1,60,5,14:04.2,65,64
1838,66,inactive,closed,active,active,72.1,60,5,14:05.3,65,64
1839,66,inactive,open,active,active,72.1,60,5,14:40.6,65,64
1842,66,active,open,active,active,72.1,60,5,14:41.0,65,64
1846,66,active,closed,active,active,72.1,60,5,14:44.1,65,64
1850,66,inactive,closed,active,active,72.1,60,5,14:50.6,65,64
1851,66,inactive,closed,inactive,active,72.1,60,5,14:51.5,65,64
1852,66,inactive,closed,inactive,inactive,72.1,60,5,15:06.8,65,64
1853,66,inactive,closed,inactive,inactive,72.1,60,5,15:06.8,65,64
1854,66,inactive,closed,inactive,inactive,72,60,5,15:54.5,65,64
1855,66,inactive,closed,inactive,inactive,72,60,5,15:54.5,65,64
1856,66,inactive,closed,inactive,inactive,72,59,5,15:54.7,65,64
1857,66,inactive,closed,inactive,inactive,72,59,5,15:54.7,65,64
1858,66,inactive,closed,inactive,inactive,72,59,6,15:55.6,65,64
1859,66,inactive,closed,inactive,inactive,72,59,6,15:55.6,65,64
1860,66,inactive,open,inactive,inactive,72,59,6,17:39.3,65,64
1863,66,active,open,inactive,inactive,72,59,6,17:41.8,65,64
1865,66,active,closed,inactive,inactive,72,59,6,17:43.6,65,64
1868,66,active,closed,active,inactive,72,59,6,17:44.2,65,64
1869,66,active,closed,active,active,72,59,6,17:44.5,65,64
