,Time,DayOfWeek,Motion,Acceleration,Temperature
2745,04:02:48.133,1,active,active,72
2746,04:02:55.425,1,active,active,72
2747,04:02:56.233,1,active,active,71
2748,04:03:2.27,1,active,active,75
2749,04:03:2.68,1,active,active,73
2750,04:03:18.751,1,active,active,67
2751,04:03:49.558,1,active,active,71
2752,04:04:25.287,1,active,active,75
2753,04:04:29.965,1,active,inactive,70
2754,04:04:32.613,1,active,active,72
2755,04:04:56.205,1,active,active,77
2756,04:05:11.288,1,active,active,73
2757,04:05:18.944,1,active,active,71
2758,04:06:2.608,1,inactive,inactive,73
2759,04:06:8.592,1,active,active,69
2760,04:06:23.652,1,active,active,70
2761,04:06:34.34,1,active,active,71
2762,04:06:46.881,1,active,active,68
2763,04:07:6.216,1,active,active,74
2764,04:07:10.56,1,active,active,75
2765,04:07:13.55,1,active,active,73
2766,04:08:8.668,1,active,active,75
2767,04:08:10.848,1,active,active,73
2768,04:08:14.217,1,active,active,74
2769,04:08:35.971,1,active,active,71
2770,04:08:37.891,1,active,active,70
2771,04:08:39.219,1,active,active,70
2772,04:08:53.602,1,active,inactive,69
2773,04:09:13.161,1,active,active,73
2774,04:09:27.132,1,active,active,76
2775,04:09:56.761,1,active,active,73
2776,04:09:59.093,1,inactive,inactive,69
2777,04:10:3.591,1,active,active,72
2778,04:10:15.394,1,active,active,73
2779,04:10:29.578,1,active,active,72
2780,04:10:39.035,1,active,active,65
2781,04:10:41.704,1,active,active,73
2782,04:11:3.66,1,active,active,71
2783,04:11:14.554,1,active,active,76
2784,04:11:17.208,1,active,active,69
2785,04:11:34.235,1,active,active,78
2786,04:11:54.365,1,active,active,65
2787,04:12:4.069,1,active,active,74
2788,04:12:32.829,1,active,active,69
2789,04:13:32.671,1,active,active,73
2790,04:13:34.094,1,active,active,74
2791,04:14:19.599,1,active,active,74
2792,04:14:28.276,1,active,inactive,71
2793,04:15:31.087,1,inactive,inactive,79
2794,04:16:35.915,1,active,active,69
2795,04:17:5.9,1,active,active,73
2796,04:17:36.71,1,active,active,76
2797,04:17:37.573,1,active,active,75
2798,04:17:46.098,1,active,active,72
2799,04:18:21.578,1,active,active,72
2800,04:18:38.189,1,active,active,72
2801,04:19:6.853,1,active,active,71
2802,04:19:10.572,1,active,active,69
2803,04:19:12.77,1,active,active,67
2804,04:19:35.456,1,active,active,73
2805,04:19:48.321,1,inactive,inactive,70
2806,04:19:58.231,1,active,active,69
2807,04:20:20.4,1,active,inactive,78
2808,04:20:29.896,1,active,active,72
2809,04:20:32.399,1,active,active,68
2810,04:20:35.658,1,active,active,75
2811,04:21:1.021,1,active,active,75
2812,04:21:27.256,1,inactive,inactive,72
2813,04:21:38.134,1,active,active,68
2814,04:21:58.097,1,active,active,75
2815,04:22:1.313,1,active,active,74
2816,04:22:6.971,1,active,active,71
2817,04:22:12.745,1,active,active,73
2818,04:22:18.126,1,active,active,68
2819,04:23:24.103,1,active,active,73
2820,04:23:28.124,1,active,active,74
2821,04:23:38.867,1,active,active,76
2822,04:23:44.282,1,active,active,71
2823,04:24:14.206,1,active,active,72
2824,04:24:22.153,1,active,active,74
2825,04:24:54.464,1,active,active,72
2826,04:25:1.823,1,active,active,71
2827,04:25:18.342,1,active,active,71
2828,04:25:58.993,1,inactive,inactive,75
2829,04:26:40.289,1,active,active,73
2830,04:26:40.714,1,active,active,68
2831,04:26:47.964,1,active,active,73
2832,04:26:49.536,1,active,active,70
2833,04:26:50.408,1,active,active,72
2834,04:27:0.779,1,active,active,72
2835,04:27:0.822,1,active,active,70
2836,04:28:1.895,1,active,active,72
2837,04:28:17.406,1,active,active,69
2838,04:28:18.273,1,active,active,71
2839,04:28:21.737,1,active,active,72
2840,04:28:54.842,1,active,active,70
2841,04:28:57.894,1,active,active,73
2842,04:29:6.368,1,active,active,74
2843,04:29:25.295,1,active,active,69
2844,04:29:42.99,1,active,active,63
2845,04:29:54.15,1,active,active,73
2846,04:30:4.662,1,active,active,67
2847,04:30:16.414,1,active,active,74
2848,04:30:28.998,1,active,active,76
2849,04:30:36.54,1,active,active,68
2850,04:32:0.092,1,active,active,69
2851,04:32:18.935,1,active,active,70
2852,04:32:51.782,1,active,active,72
2853,04:33:11.406,1,active,active,72
2854,04:33:12.642,1,active,active,72
2855,04:33:18.274,1,active,active,69
2856,04:33:43.809,1,active,active,72
2857,04:34:41.598,1,active,active,73
2858,04:35:11.062,1,active,active,75
2859,04:35:53.149,1,active,active,72
2860,04:35:56.138,1,active,active,71
2861,04:35:59.43,1,active,active,72
2862,04:36:31.834,1,active,active,67
2863,04:36:46.105,1,active,active,73
2864,04:37:23.647,1,active,active,70
2865,04:37:30.005,1,active,active,75
2866,04:37:39.488,1,active,active,74
2867,04:39:8.292,1,active,active,68
2868,04:39:9.058,1,active,active,71
2869,04:39:44.676,1,active,active,75
2870,04:39:44.763,1,active,active,73
2871,04:39:55.124,1,active,active,74
2872,04:40:3.058,1,active,active,67
2873,04:41:28.414,1,active,active,68
2874,04:41:52.711,1,active,active,73
2875,04:41:53.4,1,active,active,72
2876,04:42:3.613,1,active,active,77
2877,04:42:13.061,1,active,active,69
2878,04:42:16.092,1,active,active,76
2879,04:42:48.733,1,active,active,75
2880,04:43:21.353,1,active,inactive,72
2881,04:43:48.25,1,active,active,75
2882,04:44:26.186,1,active,active,73
2883,04:44:47.134,1,active,active,69
2884,04:45:1.457,1,active,active,72
2885,04:45:4.178,1,active,active,71
2886,04:45:9.332,1,active,active,72
2887,04:45:14.377,1,active,active,69
2888,04:45:14.689,1,active,active,76
2889,04:45:24.676,1,active,active,75
2890,04:45:43.341,1,active,active,68
2891,04:46:27.666,1,active,active,76
2892,04:46:45.681,1,active,active,76
2893,04:47:14.338,1,active,active,71
2894,04:47:20.171,1,active,active,72
2895,04:47:41.45,1,active,inactive,74
2896,04:48:39.034,1,active,active,78
2897,04:48:51.196,1,active,active,76
2898,04:49:8.169,1,active,active,71
2899,04:49:9.937,1,active,active,74
2900,04:49:56.315,1,active,active,70
2901,04:50:39.171,1,active,active,68
2902,04:50:40.654,1,active,active,75
2903,04:50:43.635,1,active,active,75
2904,04:50:44.233,1,active,active,76
2905,04:51:22.667,1,active,active,69
2906,04:51:36.528,1,active,active,74
2907,04:51:54.864,1,active,active,78
2908,04:52:6.272,1,active,inactive,72
2909,04:52:23.244,1,active,active,73
2910,04:52:26.706,1,active,active,69
2911,04:52:37.133,1,active,active,72
2912,04:52:39.132,1,active,active,66
2913,04:52:44.696,1,active,inactive,76
2914,04:53:1.32,1,active,active,72
2915,04:53:2.555,1,active,active,69
2916,04:53:28.319,1,inactive,active,72
2917,04:53:29.609,1,active,active,75
2918,04:53:31.701,1,active,active,74
2919,04:53:41.198,1,active,active,68
2920,04:53:59.787,1,active,active,72
2921,04:54:40.069,1,active,active,76
2922,04:54:45.679,1,active,active,72
2923,04:55:0.976,1,active,active,69
2924,04:55:7.848,1,active,active,65
2925,04:55:45.118,1,active,active,70
2926,04:57:0.768,1,active,active,69
2927,04:57:28.968,1,active,active,78
2928,04:57:34.869,1,active,active,69
2929,04:57:54.835,1,active,active,73
2930,04:58:59.454,1,active,inactive,75
2931,04:59:16.752,1,active,active,72
2932,04:59:18.84,1,active,active,74
2933,05:03:14.172,1,active,active,71
2934,05:09:22.007,1,active,active,74
2935,05:09:59.088,1,active,active,79
2936,05:16:50.58,1,active,active,74
2937,05:17:17.644,1,active,active,72
2938,05:28:33.447,1,active,active,79
2939,05:32:40.135,1,active,active,68
2940,05:35:0.505,1,active,active,67
2941,05:36:3.028,1,active,inactive,79
2942,05:42:38.816,1,active,active,73
2943,05:44:48.741,1,active,active,70
2944,05:59:6.473,1,active,active,77
2945,06:00:37.749,1,active,active,71
2946,06:15:22.741,1,active,active,70
2947,06:18:35.694,1,active,active,71
2948,06:21:52.515,1,active,active,76
2949,06:24:6.736,1,active,active,73
2950,06:31:12.907,1,active,active,71
2951,06:40:12.682,1,active,active,71
2952,06:41:58.304,1,active,active,72
2953,06:47:27.888,1,active,active,73
2954,06:53:34.075,1,active,active,78
2955,07:02:41.144,1,active,active,73
2956,07:04:35.92,1,active,active,72
2957,07:09:51.115,1,active,active,72
2958,07:27:28.644,1,active,inactive,75
2959,07:30:32.225,1,active,active,72
2960,07:34:52.376,1,active,active,71
2961,07:34:53.865,1,active,active,72
2962,07:35:17.387,1,active,active,70
2963,07:48:7.845,1,active,inactive,63
2964,07:54:44.744,1,active,active,72
2965,08:10:12.977,1,active,active,69
2966,08:14:37.112,1,active,active,76
2967,08:24:22.154,1,active,active,78
2968,08:25:25.195,1,active,inactive,73
2969,08:34:34.466,1,active,active,74
2970,08:35:24.027,1,active,inactive,73
2971,08:48:24.624,1,active,active,77
2972,08:52:13.086,1,active,active,68
2973,08:55:27.477,1,active,active,66
2974,08:56:44.35,1,active,active,68
2975,09:00:11.64,1,active,active,74
2976,09:01:10.658,1,active,active,74
2977,09:01:40.02,1,active,active,73
2978,09:01:53.511,1,active,active,75
2979,09:02:7.519,1,active,active,72
2980,09:02:56.709,1,active,active,69
2981,09:03:10.789,1,active,active,76
2982,09:03:29.446,1,active,inactive,72
2983,09:04:6.087,1,active,active,71
2984,09:04:45.217,1,active,active,72
2985,09:05:13.664,1,active,active,68
2986,09:06:40.896,1,active,active,71
2987,09:07:32.325,1,active,active,78
2988,09:08:24.499,1,active,active,68
2989,09:08:34.84,1,active,active,71
2990,09:08:36.337,1,active,active,72
2991,09:08:59.256,1,inactive,inactive,72
2992,09:10:25.183,1,active,active,69
2993,09:11:9.534,1,active,active,75
2994,09:11:33.914,1,active,inactive,76
2995,09:11:52.836,1,active,active,76
2996,09:12:31.579,1,active,active,72
2997,09:13:49.962,1,active,active,64
2998,09:13:56.299,1,active,active,68
2999,09:15:3.489,1,active,active,71
3000,09:15:17.188,1,active,active,73
3001,09:15:22.478,1,active,active,74
3002,09:15:38.399,1,active,active,71
3003,09:15:52.443,1,active,active,70
3004,09:16:45.567,1,active,active,68
3005,09:17:11.321,1,active,active,72
3006,09:17:17.765,1,active,active,71
3007,09:17:43.092,1,active,inactive,75
3008,09:18:33.125,1,active,active,70
3009,09:18:34.395,1,active,active,72
3010,09:18:53.234,1,active,inactive,75
3011,09:20:7.942,1,active,active,70
3012,09:20:26.306,1,active,active,69
3013,09:20:32.609,1,active,active,70
3014,09:21:6.926,1,active,active,72
3015,09:22:25.315,1,active,active,75
3016,09:22:47.585,1,active,active,72
3017,09:23:4.53,1,active,active,74
3018,09:23:16.514,1,active,active,69
3019,09:23:29.199,1,active,active,78
3020,09:23:31.706,1,active,active,73
3021,09:23:47.194,1,active,active,70
3022,09:24:0.941,1,active,active,72
3023,09:24:39.431,1,active,active,65
3024,09:25:54.795,1,active,active,77
3025,09:25:58.01,1,active,active,74
3026,09:26:7.595,1,active,active,71
3027,09:26:8.664,1,active,active,74
3028,09:27:58.587,1,active,active,75
3029,09:28:30.801,1,inactive,inactive,69
3030,09:29:8.274,1,active,active,74
3031,09:30:10.778,1,active,active,70
3032,09:30:14.211,1,active,active,75
3033,09:30:30.62,1,inactive,inactive,73
3034,09:31:6.516,1,active,active,77
3035,09:31:22.01,1,active,active,67
3036,09:31:28.929,1,active,active,71
3037,09:32:11.826,1,active,active,72
3038,09:33:58.592,1,active,active,66
3039,09:34:5.303,1,active,active,71
3040,09:34:44.395,1,active,active,72
3041,09:35:17.015,1,active,active,70
3042,09:35:53.144,1,inactive,inactive,72
3043,09:37:13.618,1,active,active,74
3044,09:37:24.607,1,active,active,75
3045,09:38:2.335,1,active,active,73
3046,09:38:38.858,1,active,active,71
3047,09:40:22.845,1,active,active,74
3048,09:40:23.363,1,active,active,76
3049,09:40:29.04,1,active,active,73
3050,09:40:36.269,1,active,active,73
3051,09:41:24.336,1,active,active,71
3052,09:42:13.351,1,active,active,74
3053,09:43:43.621,1,active,active,66
3054,09:43:45.617,1,active,active,73
3055,09:43:47.589,1,active,active,71
3056,09:43:51.45,1,active,active,71
3057,09:43:52.678,1,active,active,73
3058,09:44:26.551,1,active,active,69
3059,09:44:52.851,1,active,active,71
3060,09:45:25.043,1,active,active,69
3061,09:45:39.616,1,active,active,75
3062,09:46:18.541,1,active,active,73
3063,09:47:17.112,1,active,active,74
3064,09:47:36.801,1,active,active,76
3065,09:48:18.503,1,active,active,74
3066,09:49:32.813,1,active,active,66
3067,09:49:40.824,1,active,active,68
3068,09:49:56.391,1,active,active,70
3069,09:50:2.054,1,active,active,66
3070,09:50:26.279,1,active,active,72
3071,09:51:0.208,1,active,active,72
3072,09:51:10.673,1,active,active,67
3073,09:52:6.389,1,active,active,78
3074,09:54:43.575,1,active,inactive,71
3075,09:54:45.004,1,active,active,71
3076,09:54:57.761,1,active,active,68
3077,09:54:59.919,1,active,active,71
3078,09:55:1.487,1,active,active,70
3079,09:55:58.49,1,active,active,75
3080,09:56:45.293,1,inactive,inactive,70
3081,09:57:20.251,1,inactive,inactive,70
3082,09:57:31.088,1,active,inactive,73
3083,09:57:47.477,1,active,inactive,74
3084,09:58:22.011,1,inactive,inactive,76
3085,09:58:30.47,1,active,active,76
3086,09:58:34.803,1,active,active,75
3087,09:58:44.575,1,active,active,66
3088,09:59:16.659,1,active,active,69
3089,09:59:49.434,1,active,active,73
3090,09:59:51.872,1,active,active,66
3091,10:00:0.331,1,active,active,74
3092,10:00:9.118,1,active,active,72
3093,10:01:10.825,1,active,active,73
3094,10:01:48.784,1,active,active,71
3095,10:02:13.081,1,active,active,72
3096,10:03:28.121,1,active,active,73
3097,10:03:56.238,1,active,active,71
3098,10:04:34.435,1,active,active,76
3099,10:04:42.999,1,active,active,73
3100,10:05:54.581,1,active,active,71
3101,10:06:14.626,1,active,active,72
3102,10:06:56.905,1,active,active,71
3103,10:08:42.367,1,active,active,71
3104,10:09:15.539,1,active,active,75
3105,10:10:15.295,1,active,active,71
3106,10:10:26.383,1,active,inactive,72
3107,10:11:13.21,1,active,active,69
3108,10:11:30.815,1,active,active,66
3109,10:12:10.562,1,active,active,72
3110,10:13:1.734,1,active,active,76
3111,10:13:6.793,1,active,active,77
3112,10:13:7.412,1,active,active,74
3113,10:13:26.764,1,active,active,74
3114,10:13:30.084,1,active,active,76
3115,10:14:26.826,1,active,active,74
3116,10:15:41.146,1,active,active,73
3117,10:16:17.944,1,active,active,72
3118,10:17:2.026,1,active,active,74
3119,10:17:5.168,1,active,active,74
3120,10:17:5.756,1,active,active,67
3121,10:18:10.699,1,active,active,67
3122,10:18:32.4,1,active,inactive,65
3123,10:18:57.855,1,active,active,75
3124,10:19:49.669,1,active,active,73
3125,10:19:53.177,1,active,active,69
3126,10:20:30.815,1,active,inactive,69
3127,10:20:34.313,1,active,active,75
3128,10:21:15.754,1,active,active,74
3129,10:21:20.011,1,active,active,72
3130,10:22:29.848,1,inactive,inactive,74
3131,10:22:54.042,1,active,active,70
3132,10:23:10.851,1,active,active,69
3133,10:23:39.473,1,active,active,71
3134,10:24:18.351,1,active,active,71
3135,10:24:28.979,1,active,active,67
3136,10:25:9.978,1,active,active,73
3137,10:25:35.763,1,active,active,75
3138,10:25:38.62,1,active,active,70
3139,10:25:39.116,1,active,inactive,72
3140,10:27:12.013,1,active,active,72
3141,10:28:4.502,1,active,active,67
3142,10:28:18.192,1,active,active,73
3143,10:28:35.836,1,active,active,71
3144,10:29:5.289,1,active,active,68
3145,10:30:40.423,1,active,active,70
3146,10:31:3.512,1,active,active,70
3147,10:31:38.859,1,active,active,69
3148,10:32:18.673,1,active,active,72
3149,10:33:19.317,1,active,inactive,72
3150,10:34:5.708,1,active,active,77
3151,10:35:5.144,1,active,active,73
3152,10:35:11.258,1,active,active,70
3153,10:35:29.693,1,active,active,73
3154,10:36:46.758,1,active,active,72
3155,10:37:0.735,1,active,active,73
3156,10:38:1.874,1,active,active,68
3157,10:39:44.175,1,active,active,70
3158,10:39:59.996,1,active,active,69
3159,10:40:30.118,1,active,active,71
3160,10:41:48.716,1,active,active,69
3161,10:43:27.922,1,active,active,74
3162,10:43:37.634,1,active,active,73
3163,10:44:34.609,1,active,active,75
3164,10:46:8.501,1,active,active,74
3165,10:46:35.746,1,active,inactive,70
3166,10:47:2.683,1,active,active,69
3167,10:48:46.508,1,active,active,74
3168,10:49:41.591,1,active,active,71
3169,10:49:43.097,1,active,active,70
3170,10:49:53.11,1,active,active,70
3171,10:50:14.661,1,active,active,72
3172,10:50:19.297,1,active,active,66
3173,10:50:46.384,1,active,active,70
3174,10:51:38.318,1,active,active,69
3175,10:52:51.619,1,active,active,71
3176,10:54:40.748,1,active,active,69
3177,10:55:28.066,1,active,active,73
3178,10:55:28.67,1,inactive,inactive,75
3179,10:55:43.077,1,active,active,72
3180,10:56:18.167,1,active,active,72
3181,10:56:30.002,1,active,active,72
3182,10:57:24.3,1,active,active,72
3183,10:59:9.156,1,active,active,76
3184,10:59:24.081,1,active,active,73
3185,11:00:38.539,1,inactive,inactive,68
3186,11:00:42.865,1,active,active,76
3187,11:00:51.714,1,active,active,71
3188,11:00:58.74,1,active,active,76
3189,11:01:11.283,1,active,active,70
3190,11:01:21.91,1,active,active,74
3191,11:01:24.976,1,active,active,73
3192,11:01:27.094,1,active,active,74
3193,11:01:52.333,1,active,active,73
3194,11:02:52.585,1,active,active,72
3195,11:03:8.219,1,active,active,72
3196,11:04:11.733,1,active,active,73
3197,11:04:33.465,1,active,active,69
3198,11:05:16.591,1,active,inactive,73
3199,11:05:43.222,1,active,inactive,74
3200,11:07:7.937,1,active,active,75
3201,11:08:42.614,1,active,active,68
3202,11:08:49.848,1,active,active,72
3203,11:09:10.185,1,active,active,70
3204,11:10:0.235,1,active,active,78
3205,11:10:35.676,1,active,active,77
3206,11:10:40.099,1,active,active,73
3207,11:11:1.675,1,active,inactive,71
3208,11:11:53.725,1,active,active,73
3209,11:12:4.539,1,active,active,71
3210,11:12:4.697,1,active,active,68
3211,11:12:9.944,1,active,active,69
3212,11:12:21.321,1,inactive,inactive,71
3213,11:12:35.721,1,active,active,72
3214,11:14:14.791,1,active,active,74
3215,11:14:28.638,1,active,active,73
3216,11:14:29.264,1,inactive,inactive,73
3217,11:15:20.922,1,active,active,78
3218,11:15:26.174,1,active,active,74
3219,11:16:22.699,1,active,active,74
3220,11:16:34.453,1,active,active,79
3221,11:16:40.296,1,active,active,74
3222,11:16:49.513,1,active,active,72
3223,11:17:20.545,1,active,active,73
3224,11:17:31.007,1,active,active,71
3225,11:18:17.983,1,active,active,71
3226,11:19:4.555,1,active,active,74
3227,11:20:28.078,1,active,active,70
3228,11:21:19.611,1,active,active,75
3229,11:22:28.754,1,active,active,67
3230,11:22:32.814,1,active,inactive,69
3231,11:23:14.875,1,active,active,71
3232,11:23:21.297,1,active,active,72
3233,11:23:44.641,1,active,active,77
3234,11:23:52.864,1,active,active,71
3235,11:25:41.314,1,active,active,67
3236,11:26:24.138,1,active,active,71
3237,11:26:52.093,1,active,active,72
3238,11:27:6.345,1,active,inactive,71
3239,11:27:39.867,1,active,active,73
3240,11:28:27.432,1,active,active,72
3241,11:29:6.423,1,active,active,71
3242,11:29:15.185,1,active,active,70
3243,11:29:39.944,1,active,active,70
3244,11:30:19.509,1,active,active,73
3245,11:30:29.609,1,active,active,71
3246,11:30:54.176,1,active,active,73
3247,11:31:1.243,1,active,active,76
3248,11:31:13.672,1,active,active,73
3249,11:31:20.842,1,active,inactive,71
3250,11:32:34.524,1,active,active,74
3251,11:32:41.806,1,active,active,73
3252,11:32:47.602,1,active,active,75
3253,11:33:11.773,1,active,active,74
3254,11:33:24.893,1,active,active,66
3255,11:33:43.578,1,active,active,76
3256,11:33:45.426,1,active,active,70
3257,11:34:10.343,1,active,inactive,71
3258,11:34:42.481,1,active,active,68
3259,11:34:56.136,1,active,active,74
3260,11:35:8.41,1,active,active,69
3261,11:35:35.397,1,active,active,71
3262,11:37:55.851,1,active,active,75
3263,11:38:1.427,1,active,active,72
3264,11:38:11.217,1,active,active,70
3265,11:38:30.432,1,active,active,67
3266,11:38:52.959,1,active,active,73
3267,11:38:54.222,1,active,inactive,72
3268,11:41:15.518,1,active,active,72
3269,11:41:20.544,1,inactive,inactive,75
3270,11:42:11.347,1,active,active,71
3271,11:42:33.92,1,active,active,65
3272,11:42:57.753,1,active,active,72
3273,11:43:2.577,1,active,active,70
3274,11:43:33.467,1,active,active,71
3275,11:44:26.991,1,active,active,74
3276,11:44:57.704,1,active,active,75
3277,11:45:3.354,1,active,active,79
3278,11:46:1.333,1,active,active,71
3279,11:46:19.549,1,active,active,66
3280,11:50:35.646,1,active,active,75
3281,11:51:24.541,1,active,active,77
3282,11:51:31.858,1,active,active,69
3283,11:52:55.831,1,inactive,inactive,72
3284,11:53:36.159,1,active,active,71
3285,11:54:7.269,1,active,active,72
3286,11:55:10.738,1,inactive,inactive,73
3287,11:55:31.176,1,active,active,69
3288,11:55:34.146,1,active,active,73
3289,11:55:37.719,1,active,active,69
3290,11:55:37.928,1,active,active,74
3291,11:56:31.583,1,active,active,69
3292,11:56:34.917,1,active,active,70
3293,11:57:59.259,1,active,active,69
3294,11:58:35.06,1,active,active,74
3295,12:00:9.012,1,active,active,74
3296,12:01:13.743,1,inactive,inactive,70
3297,12:01:50.949,1,active,active,72
3298,12:02:16.474,1,active,active,74
3299,12:02:24.592,1,active,active,72
3300,12:03:37.567,1,active,active,69
3301,12:04:33.004,1,active,active,69
3302,12:05:11.274,1,active,active,73
3303,12:06:15.878,1,active,active,74
3304,12:06:20.302,1,active,active,75
3305,12:07:22.539,1,active,active,73
3306,12:08:2.515,1,active,active,77
3307,12:08:13.84,1,active,active,70
3308,12:08:27.622,1,active,inactive,74
3309,12:08:41.939,1,active,active,67
3310,12:08:49.685,1,active,active,79
3311,12:09:10.318,1,active,active,69
3312,12:10:39.94,1,active,active,71
3313,12:10:48.858,1,active,active,72
3314,12:11:20.831,1,active,active,70
3315,12:11:41.286,1,active,active,75
3316,12:12:34.317,1,active,active,72
3317,12:12:49.619,1,active,active,73
3318,12:13:39.999,1,active,active,71
3319,12:13:41.22,1,active,active,74
3320,12:13:44.215,1,active,active,73
3321,12:13:49.835,1,active,active,71
3322,12:13:51.282,1,active,active,74
3323,12:14:52.275,1,active,active,79
3324,12:14:56.864,1,active,active,69
3325,12:15:11.086,1,active,active,76
3326,12:15:45.174,1,active,active,77
3327,12:16:2.386,1,active,active,75
3328,12:16:27.273,1,active,active,68
3329,12:16:33.082,1,active,inactive,78
3330,12:17:41.117,1,active,active,71
3331,12:19:12.202,1,active,inactive,69
3332,12:19:37.456,1,active,active,70
3333,12:19:48.739,1,active,active,73
3334,12:20:19.943,1,active,active,74
3335,12:20:59.812,1,active,active,73
3336,12:21:2.1,1,active,active,73
3337,12:21:21.765,1,active,active,72
3338,12:22:24.028,1,active,inactive,72
3339,12:22:29.937,1,active,inactive,70
3340,12:22:33.417,1,active,active,73
3341,12:22:36.449,1,active,active,70
3342,12:23:37.637,1,active,active,70
3343,12:23:53.419,1,active,active,70
3344,12:23:57.515,1,active,active,70
3345,12:25:40.401,1,active,active,70
3346,12:25:50.064,1,inactive,inactive,77
3347,12:26:22.172,1,active,active,74
3348,12:29:50.459,1,active,active,69
3349,12:30:12.779,1,active,active,77
3350,12:30:15.884,1,active,active,72
3351,12:30:57.66,1,active,active,73
3352,12:31:33.846,1,active,active,68
3353,12:31:41.881,1,active,active,65
3354,12:31:54.991,1,active,active,66
3355,12:33:41.406,1,active,active,73
3356,12:33:48.507,1,active,active,74
3357,12:34:24.897,1,active,active,73
3358,12:35:20.572,1,active,active,77
3359,12:35:21.166,1,active,active,75
3360,12:36:39.616,1,active,active,73
3361,12:37:37.798,1,active,active,75
3362,12:37:39.637,1,active,active,73
3363,12:38:8.941,1,active,active,71
3364,12:38:32.772,1,active,active,78
3365,12:39:5.568,1,active,active,76
3366,12:39:14.054,1,active,active,74
3367,12:39:19.674,1,active,active,68
3368,12:39:33.913,1,active,active,72
3369,12:39:40.52,1,active,active,71
3370,12:41:16.531,1,active,active,69
3371,12:41:37.993,1,active,active,81
3372,12:42:48.562,1,active,active,73
3373,12:42:57.398,1,active,active,73
3374,12:43:17.275,1,active,active,72
3375,12:44:19.697,1,active,active,74
3376,12:45:12.961,1,active,inactive,70
3377,12:45:14.052,1,active,active,71
3378,12:45:15.467,1,inactive,inactive,74
3379,12:45:44.584,1,active,active,68
3380,12:46:23.606,1,active,active,76
3381,12:48:6.037,1,active,active,69
3382,12:48:27.347,1,active,active,73
3383,12:48:34.884,1,active,active,68
3384,12:48:45.639,1,active,active,69
3385,12:48:53.761,1,active,active,69
3386,12:49:6.419,1,active,active,70
3387,12:49:8.355,1,active,active,76
3388,12:49:16.344,1,active,active,70
3389,12:50:18.305,1,active,active,67
3390,12:50:30.815,1,active,active,73
3391,12:50:38.001,1,active,active,75
3392,12:50:47.144,1,active,active,73
3393,12:50:58.867,1,active,active,73
3394,12:52:1.402,1,active,active,70
3395,12:52:38.447,1,active,active,71
3396,12:53:38.454,1,active,active,76
3397,12:53:59.735,1,inactive,inactive,70
3398,12:54:35.962,1,active,active,68
3399,12:54:39.442,1,active,active,73
3400,12:54:49.012,1,active,active,69
3401,12:54:49.833,1,active,active,74
3402,12:54:49.984,1,active,active,74
3403,12:54:58.332,1,active,active,66
3404,12:55:23.684,1,active,active,75
3405,12:56:56.579,1,active,active,72
3406,12:57:4.172,1,active,active,72
3407,12:57:16.806,1,active,active,74
3408,12:57:21.463,1,active,active,70
3409,12:57:26.781,1,active,active,67
3410,12:58:52.172,1,active,active,72
3411,12:58:55.591,1,active,inactive,73
3412,12:59:2.137,1,active,active,76
3413,12:59:48.498,1,active,active,76
3414,13:00:3.959,1,active,active,70
3415,13:00:6.624,1,active,active,69
3416,13:00:15.888,1,active,active,74
3417,13:00:31.345,1,active,inactive,77
3418,13:00:49.18,1,active,active,69
3419,13:01:51.361,1,active,active,72
3420,13:01:56.556,1,active,active,72
3421,13:02:8.23,1,active,active,78
3422,13:02:23.229,1,active,active,76
3423,13:03:1.398,1,active,active,74
3424,13:03:5.667,1,active,active,78
3425,13:03:38.571,1,active,active,70
3426,13:03:59.324,1,active,active,72
3427,13:04:19.051,1,active,active,72
3428,13:04:19.212,1,active,inactive,72
3429,13:04:37.069,1,active,active,73
3430,13:05:25.16,1,active,active,75
3431,13:05:30.815,1,active,active,71
3432,13:05:48.128,1,active,inactive,69
3433,13:06:24.426,1,active,active,69
3434,13:07:19.377,1,active,active,69
3435,13:07:51.001,1,active,active,73
3436,13:08:3.055,1,active,active,77
3437,13:08:43.523,1,active,active,70
3438,13:08:46.268,1,active,inactive,73
3439,13:08:55.394,1,active,active,73
3440,13:09:0.216,1,active,inactive,74
3441,13:09:44.149,1,active,active,68
3442,13:10:35.573,1,active,active,69
3443,13:12:21.054,1,active,active,68
3444,13:13:30.135,1,active,active,72
3445,13:13:32.396,1,active,active,75
3446,13:13:39.198,1,active,active,71
3447,13:13:53.92,1,active,active,79
3448,13:14:24.362,1,active,active,74
3449,13:15:14.506,1,active,active,71
3450,13:15:36.953,1,active,active,70
3451,13:16:42.22,1,active,active,70
3452,13:16:53.964,1,active,active,71
3453,13:17:11.556,1,active,active,67
3454,13:17:34.019,1,inactive,inactive,69
3455,13:17:34.451,1,active,active,71
3456,13:18:23.532,1,active,active,76
3457,13:18:36.436,1,active,active,76
3458,13:18:46.649,1,active,active,69
3459,13:18:49.628,1,active,active,66
3460,13:18:53.325,1,inactive,inactive,72
3461,13:19:40.79,1,active,inactive,69
3462,13:19:47.284,1,active,active,75
3463,13:20:9.301,1,inactive,inactive,65
3464,13:20:14.414,1,active,active,75
3465,13:21:6.703,1,active,active,77
3466,13:21:11.262,1,active,active,69
3467,13:22:2.938,1,active,active,72
3468,13:22:49.683,1,inactive,inactive,77
