,Time,DayOfWeek,Motion,Acceleration,Temperature,time_transformed,label
57919,01:06:53.433,4,inactive,inactive,73,4013.433,0
57920,01:07:0.025,4,inactive,inactive,70,4020.025,0
57921,01:07:2.975,4,inactive,inactive,79,4022.975,0
8186,01:07:21.387,4,active,active,83,4041.387,1
8187,01:07:21.633,4,active,active,81,4041.633,1
8188,01:08:25.63,4,active,active,79,4105.63,1
8189,01:08:26.808,4,active,active,78,4106.808,1
8190,01:08:32.156,4,active,active,84,4112.156,1
8191,01:08:33.783,4,active,active,79,4113.783,1
8192,01:08:34.512,4,active,active,85,4114.512,1
8193,01:09:4.316,4,active,active,80,4144.316,1
8194,01:09:27.192,4,active,active,82,4167.192,1
8195,01:09:43.361,4,active,active,83,4183.361,1
8196,01:10:32.702,4,active,active,83,4232.702,1
8197,01:10:43.661,4,active,active,81,4243.661,1
8198,01:10:55.837,4,active,active,84,4255.837,1
8199,01:11:12.635,4,active,active,84,4272.635,1
57965,01:11:41.442,4,inactive,inactive,75,4301.442,0
57966,01:11:42.331,4,inactive,inactive,74,4302.331,0
57967,01:11:48.975,4,inactive,inactive,73,4308.975,0
57968,01:11:49.931,4,inactive,active,77,4309.931,0
57969,01:11:52.986,4,inactive,inactive,73,4312.986,0
57970,01:11:57.628,4,inactive,inactive,73,4317.628,0
57971,01:12:20.917,4,inactive,inactive,68,4340.917,0
57972,01:12:24.375,4,inactive,inactive,70,4344.375,0
57973,01:12:32.487,4,active,active,78,4352.487,0
57974,01:12:34.495,4,inactive,inactive,73,4354.495,0
57975,01:12:35.0,4,inactive,inactive,70,4355.0,0
57976,01:12:39.814,4,inactive,inactive,75,4359.814,0
57977,01:12:43.464,4,inactive,inactive,77,4363.464,0
57978,01:12:48.328,4,inactive,inactive,76,4368.328,0
57979,01:12:59.67,4,inactive,inactive,72,4379.67,0
57980,01:13:2.594,4,inactive,active,69,4382.594,0
57981,01:13:4.503,4,inactive,inactive,69,4384.503,0
57982,01:13:12.737,4,inactive,inactive,73,4392.737,0
57983,01:13:17.651,4,inactive,inactive,70,4397.651,0
57984,01:13:29.761,4,inactive,active,72,4409.761,0
57985,01:13:49.737,4,inactive,inactive,70,4429.737,0
57986,01:14:1.474,4,inactive,inactive,72,4441.474,0
57987,01:14:6.772,4,inactive,inactive,72,4446.772,0
57988,01:14:7.544,4,active,active,73,4447.544,0
57989,01:14:12.324,4,inactive,inactive,70,4452.324,0
57990,01:14:16.672,4,inactive,inactive,73,4456.672,0
57991,01:14:23.656,4,inactive,inactive,75,4463.656,0
57992,01:14:40.258,4,inactive,inactive,72,4480.258,0
57993,01:14:52.032,4,inactive,inactive,69,4492.032,0
57994,01:14:53.637,4,inactive,inactive,80,4493.637,0
57995,01:14:59.25,4,inactive,inactive,75,4499.25,0
57996,01:15:8.913,4,inactive,inactive,73,4508.913,0
57997,01:15:15.866,4,active,active,71,4515.866,0
57998,01:15:18.826,4,inactive,inactive,72,4518.826,0
57999,01:15:19.359,4,inactive,inactive,70,4519.359,0
58000,01:15:20.369,4,inactive,inactive,72,4520.369,0
58001,01:15:32.953,4,inactive,inactive,70,4532.953,0
58002,01:15:43.778,4,inactive,inactive,73,4543.778,0
58003,01:15:45.93,4,inactive,inactive,72,4545.93,0
58004,01:15:46.993,4,inactive,inactive,74,4546.993,0
58005,01:16:7.191,4,inactive,active,78,4567.191,0
58006,01:16:7.461,4,inactive,inactive,77,4567.461,0
58007,01:16:9.619,4,active,active,68,4569.619,0
8212,01:16:34.003,4,active,active,76,4594.003,1
8213,01:16:50.336,4,active,active,80,4610.336,1
8214,01:16:50.539,4,active,active,74,4610.539,1
8215,01:16:55.877,4,active,active,80,4615.877,1
8216,01:17:4.015,4,active,active,88,4624.015,1
8217,01:17:15.186,4,active,active,82,4635.186,1
8218,01:17:36.136,4,active,active,80,4656.136,1
8219,01:17:41.79,4,active,active,82,4661.79,1
58026,01:18:0.676,4,inactive,inactive,70,4680.676,0
58027,01:18:1.131,4,inactive,inactive,73,4681.131,0
58028,01:18:5.137,4,inactive,inactive,72,4685.137,0
58029,01:18:9.872,4,inactive,active,75,4689.872,0
58030,01:18:12.655,4,inactive,inactive,71,4692.655,0
58031,01:18:14.24,4,inactive,inactive,67,4694.24,0
58032,01:18:21.663,4,inactive,inactive,73,4701.663,0
58033,01:18:22.954,4,inactive,inactive,77,4702.954,0
58034,01:18:31.128,4,inactive,inactive,75,4711.128,0
58035,01:18:31.552,4,inactive,active,70,4711.552,0
58036,01:18:46.115,4,active,active,71,4726.115,0
58037,01:18:48.532,4,active,active,74,4728.532,0
58038,01:18:57.838,4,active,active,70,4737.838,0
58039,01:19:7.464,4,inactive,inactive,72,4747.464,0
58040,01:19:8.939,4,inactive,inactive,71,4748.939,0
58041,01:19:13.574,4,inactive,inactive,72,4753.574,0
58042,01:19:14.682,4,active,active,72,4754.682,0
58043,01:19:28.037,4,inactive,inactive,79,4768.037,0
8225,01:19:53.67,4,active,active,78,4793.67,1
8226,01:20:22.469,4,active,active,85,4822.469,1
8227,01:20:45.562,4,active,active,81,4845.562,1
8228,01:21:3.093,4,active,active,81,4863.093,1
8229,01:21:3.343,4,active,active,76,4863.343,1
8230,01:21:13.742,4,active,active,83,4873.742,1
8231,01:21:20.295,4,active,active,82,4880.295,1
8232,01:21:24.755,4,active,active,78,4884.755,1
8233,01:21:37.99,4,active,active,88,4897.99,1
8234,01:21:52.517,4,active,active,76,4912.517,1
8235,01:21:52.671,4,active,active,84,4912.671,1
8236,01:22:0.103,4,active,active,74,4920.103,1
8237,01:22:0.975,4,active,active,78,4920.975,1
8238,01:22:1.709,4,active,active,83,4921.709,1
8239,01:22:1.92,4,active,active,85,4921.92,1
8240,01:22:15.911,4,active,inactive,84,4935.911,1
8241,01:22:37.637,4,active,active,78,4957.637,1
8242,01:22:43.422,4,active,active,80,4963.422,1
8243,01:23:26.54,4,active,active,76,5006.54,1
8244,01:23:50.887,4,active,active,80,5030.887,1
8245,01:24:2.217,4,active,active,78,5042.217,1
8246,01:24:10.478,4,active,active,81,5050.478,1
8247,01:24:47.688,4,active,active,76,5087.688,1
8248,01:24:52.179,4,inactive,inactive,81,5092.179,1
8249,01:25:22.733,4,active,active,79,5122.733,1
58100,01:25:22.888,4,inactive,inactive,68,5122.888,0
58101,01:25:24.074,4,inactive,inactive,76,5124.074,0
58102,01:25:33.17,4,inactive,inactive,79,5133.17,0
58103,01:25:41.772,4,inactive,inactive,75,5141.772,0
58104,01:25:46.718,4,inactive,inactive,70,5146.718,0
58105,01:25:58.744,4,active,active,75,5158.744,0
58106,01:26:10.167,4,inactive,inactive,69,5170.167,0
58107,01:26:15.312,4,inactive,inactive,69,5175.312,0
58108,01:26:18.636,4,inactive,active,71,5178.636,0
58109,01:26:34.568,4,inactive,inactive,73,5194.568,0
58110,01:26:40.335,4,inactive,active,73,5200.335,0
58111,01:26:43.079,4,inactive,inactive,69,5203.079,0
58112,01:26:44.45,4,inactive,inactive,73,5204.45,0
58113,01:26:45.562,4,inactive,inactive,70,5205.562,0
58114,01:26:45.884,4,inactive,inactive,73,5205.884,0
58115,01:26:46.706,4,inactive,active,71,5206.706,0
58116,01:27:0.154,4,inactive,inactive,73,5220.154,0
58117,01:27:6.694,4,inactive,inactive,66,5226.694,0
58118,01:27:8.099,4,inactive,inactive,72,5228.099,0
58119,01:27:9.975,4,inactive,inactive,75,5229.975,0
58120,01:27:10.228,4,inactive,inactive,72,5230.228,0
58121,01:27:10.605,4,inactive,inactive,72,5230.605,0
58122,01:27:22.323,4,inactive,inactive,71,5242.323,0
58123,01:27:32.242,4,inactive,inactive,70,5252.242,0
58124,01:27:32.32,4,inactive,inactive,75,5252.32,0
58125,01:27:33.022,4,inactive,inactive,71,5253.022,0
58126,01:27:33.545,4,inactive,inactive,73,5253.545,0
58127,01:27:38.382,4,inactive,inactive,77,5258.382,0
58128,01:27:39.145,4,inactive,inactive,69,5259.145,0
58129,01:27:41.678,4,inactive,inactive,75,5261.678,0
58130,01:27:43.442,4,inactive,inactive,72,5263.442,0
58131,01:27:44.212,4,inactive,inactive,72,5264.212,0
58132,01:27:52.276,4,inactive,inactive,73,5272.276,0
58133,01:27:59.273,4,active,active,78,5279.273,0
58134,01:28:6.004,4,inactive,active,73,5286.004,0
58135,01:28:6.555,4,inactive,inactive,71,5286.555,0
58136,01:28:16.184,4,inactive,inactive,72,5296.184,0
58137,01:28:17.732,4,inactive,inactive,75,5297.732,0
58138,01:28:19.23,4,inactive,inactive,73,5299.23,0
58139,01:28:21.849,4,active,active,71,5301.849,0
58140,01:28:26.78,4,inactive,inactive,77,5306.78,0
58141,01:28:29.266,4,inactive,active,77,5309.266,0
58142,01:28:38.064,4,active,active,76,5318.064,0
58143,01:28:47.598,4,inactive,active,72,5327.598,0
58144,01:28:47.893,4,inactive,inactive,74,5327.893,0
58145,01:28:53.252,4,inactive,active,68,5333.252,0
58146,01:28:54.869,4,inactive,inactive,70,5334.869,0
58147,01:29:4.744,4,inactive,inactive,76,5344.744,0
58148,01:29:33.058,4,inactive,active,70,5373.058,0
58149,01:29:40.236,4,inactive,inactive,71,5380.236,0
58150,01:29:48.171,4,active,active,75,5388.171,0
58151,01:29:57.721,4,inactive,active,70,5397.721,0
58152,01:30:2.068,4,inactive,inactive,75,5402.068,0
58153,01:30:6.245,4,inactive,inactive,72,5406.245,0
58154,01:30:14.228,4,inactive,inactive,71,5414.228,0
58155,01:30:22.09,4,inactive,inactive,73,5422.09,0
8268,01:31:18.589,4,active,active,80,5478.589,1
8269,01:31:48.232,4,active,active,78,5508.232,1
8270,01:32:48.716,4,active,active,77,5568.716,1
8271,01:33:3.057,4,active,active,82,5583.057,1
8272,01:33:13.582,4,active,active,79,5593.582,1
8273,01:33:26.571,4,active,active,81,5606.571,1
8274,01:33:30.613,4,active,active,77,5610.613,1
8275,01:33:43.25,4,active,active,79,5623.25,1
8276,01:34:2.18,4,active,inactive,79,5642.18,1
8277,01:34:15.093,4,active,active,76,5655.093,1
8278,01:34:59.487,4,active,active,83,5699.487,1
8279,01:35:19.665,4,active,active,78,5719.665,1
8280,01:35:25.79,4,active,active,82,5725.79,1
8281,01:35:29.397,4,active,active,77,5729.397,1
8282,01:36:17.74,4,active,active,77,5777.74,1
8283,01:36:39.763,4,active,active,80,5799.763,1
58219,01:36:48.407,4,inactive,inactive,73,5808.407,0
58220,01:36:48.922,4,inactive,active,73,5808.922,0
58221,01:36:52.215,4,inactive,inactive,74,5812.215,0
58222,01:36:53.925,4,inactive,inactive,73,5813.925,0
58223,01:36:54.468,4,inactive,inactive,72,5814.468,0
58224,01:36:56.108,4,inactive,active,71,5816.108,0
58225,01:36:56.334,4,active,active,75,5816.334,0
58226,01:37:5.262,4,inactive,inactive,67,5825.262,0
58227,01:37:16.672,4,inactive,inactive,70,5836.672,0
58228,01:37:21.637,4,inactive,active,70,5841.637,0
58229,01:37:27.151,4,inactive,inactive,74,5847.151,0
58230,01:37:40.392,4,inactive,inactive,74,5860.392,0
58231,01:37:44.479,4,inactive,inactive,71,5864.479,0
58232,01:37:48.225,4,inactive,inactive,74,5868.225,0
58233,01:37:49.756,4,inactive,inactive,73,5869.756,0
58234,01:37:52.487,4,inactive,active,75,5872.487,0
58235,01:38:1.991,4,inactive,inactive,71,5881.991,0
58236,01:38:6.879,4,inactive,inactive,75,5886.879,0
58237,01:38:7.623,4,inactive,inactive,76,5887.623,0
58238,01:38:8.183,4,inactive,inactive,73,5888.183,0
58239,01:38:9.086,4,inactive,inactive,74,5889.086,0
58240,01:38:9.341,4,inactive,inactive,67,5889.341,0
58241,01:38:10.669,4,inactive,inactive,70,5890.669,0
58242,01:38:28.947,4,inactive,inactive,69,5908.947,0
58243,01:38:32.328,4,inactive,inactive,76,5912.328,0
58244,01:38:35.648,4,active,active,75,5915.648,0
58245,01:38:39.908,4,inactive,inactive,72,5919.908,0
58246,01:38:50.615,4,inactive,inactive,72,5930.615,0
58247,01:39:7.948,4,inactive,inactive,77,5947.948,0
58248,01:39:9.6,4,inactive,inactive,75,5949.6,0
58249,01:39:18.346,4,active,active,71,5958.346,0
58250,01:39:28.0,4,inactive,inactive,72,5968.0,0
58251,01:39:33.305,4,inactive,inactive,67,5973.305,0
58252,01:39:49.964,4,inactive,active,73,5989.964,0
58253,01:39:53.96,4,inactive,inactive,74,5993.96,0
58254,01:40:0.067,4,inactive,inactive,73,6000.067,0
58255,01:40:2.579,4,inactive,inactive,74,6002.579,0
58256,01:40:6.024,4,inactive,inactive,75,6006.024,0
58257,01:40:17.942,4,inactive,inactive,69,6017.942,0
58258,01:40:21.112,4,inactive,inactive,72,6021.112,0
58259,01:40:24.596,4,inactive,inactive,75,6024.596,0
58260,01:40:30.846,4,inactive,inactive,71,6030.846,0
58261,01:40:35.758,4,inactive,inactive,71,6035.758,0
58262,01:40:37.683,4,inactive,inactive,73,6037.683,0
58263,01:40:39.236,4,inactive,inactive,71,6039.236,0
58264,01:40:46.896,4,inactive,inactive,76,6046.896,0
58265,01:40:47.385,4,inactive,inactive,73,6047.385,0
58266,01:40:52.241,4,inactive,inactive,67,6052.241,0
58267,01:40:55.084,4,inactive,inactive,73,6055.084,0
58268,01:40:56.142,4,inactive,inactive,72,6056.142,0
58269,01:41:20.564,4,inactive,inactive,70,6080.564,0
58270,01:41:21.256,4,inactive,inactive,74,6081.256,0
58271,01:41:27.548,4,active,active,68,6087.548,0
58272,01:41:27.646,4,inactive,inactive,72,6087.646,0
58273,01:41:28.372,4,inactive,inactive,70,6088.372,0
58274,01:41:39.65,4,active,active,69,6099.65,0
58275,01:41:47.607,4,active,active,68,6107.607,0
58276,01:41:48.369,4,inactive,inactive,72,6108.369,0
58277,01:41:52.315,4,inactive,inactive,71,6112.315,0
58278,01:41:56.535,4,inactive,inactive,71,6116.535,0
58279,01:42:2.421,4,inactive,inactive,72,6122.421,0
58280,01:42:22.371,4,inactive,inactive,65,6142.371,0
58281,01:42:22.712,4,inactive,inactive,69,6142.712,0
8299,01:42:47.211,4,active,active,85,6167.211,1
8300,01:43:18.13,4,active,active,77,6198.13,1
8301,01:43:22.679,4,active,active,75,6202.679,1
8302,01:43:42.764,4,active,active,86,6222.764,1
8303,01:43:43.016,4,active,inactive,81,6223.016,1
8304,01:43:47.996,4,active,active,79,6227.996,1
8305,01:43:59.622,4,active,active,80,6239.622,1
8306,01:44:1.352,4,active,active,87,6241.352,1
8307,01:44:41.018,4,active,active,81,6281.018,1
8308,01:44:42.833,4,active,active,77,6282.833,1
8309,01:45:3.604,4,active,active,80,6303.604,1
8310,01:45:7.407,4,active,active,85,6307.407,1
8311,01:45:43.115,4,active,active,80,6343.115,1
8312,01:45:44.857,4,active,active,86,6344.857,1
8313,01:45:47.901,4,active,active,85,6347.901,1
8314,01:46:1.935,4,active,active,78,6361.935,1
8315,01:46:19.008,4,active,active,82,6379.008,1
8316,01:46:31.275,4,active,active,83,6391.275,1
8317,01:46:52.375,4,inactive,inactive,78,6412.375,1
8318,01:47:25.55,4,active,active,75,6445.55,1
8319,01:47:44.104,4,active,active,77,6464.104,1
8320,01:47:45.728,4,active,active,84,6465.728,1
8321,01:47:50.601,4,active,active,87,6470.601,1
8322,01:48:10.089,4,active,active,81,6490.089,1
8323,01:48:22.685,4,active,active,82,6502.685,1
8324,01:48:55.148,4,active,active,79,6535.148,1
58350,01:49:29.506,4,inactive,inactive,71,6569.506,0
58351,01:49:30.434,4,inactive,inactive,69,6570.434,0
58352,01:49:31.275,4,inactive,active,73,6571.275,0
58353,01:49:32.968,4,inactive,inactive,70,6572.968,0
58354,01:49:40.659,4,inactive,inactive,70,6580.659,0
58355,01:49:52.402,4,inactive,active,74,6592.402,0
58356,01:49:54.973,4,inactive,inactive,72,6594.973,0
58357,01:49:57.409,4,inactive,inactive,76,6597.409,0
58358,01:50:6.945,4,inactive,inactive,67,6606.945,0
58359,01:50:19.977,4,inactive,inactive,74,6619.977,0
58360,01:50:21.304,4,inactive,inactive,72,6621.304,0
58361,01:50:21.932,4,inactive,inactive,76,6621.932,0
58362,01:50:24.648,4,inactive,inactive,73,6624.648,0
58363,01:50:35.401,4,active,active,72,6635.401,0
58364,01:50:37.612,4,inactive,inactive,73,6637.612,0
58365,01:50:49.949,4,inactive,inactive,75,6649.949,0
58366,01:50:53.398,4,inactive,inactive,75,6653.398,0
58367,01:50:55.75,4,inactive,inactive,74,6655.75,0
58368,01:51:5.774,4,inactive,inactive,70,6665.774,0
58369,01:51:8.634,4,inactive,inactive,74,6668.634,0
58370,01:51:11.751,4,inactive,active,75,6671.751,0
58371,01:51:15.819,4,inactive,inactive,70,6675.819,0
58372,01:51:27.625,4,inactive,inactive,67,6687.625,0
58373,01:51:28.225,4,inactive,inactive,74,6688.225,0
58374,01:51:35.6,4,inactive,active,69,6695.6,0
58375,01:51:41.758,4,inactive,inactive,76,6701.758,0
58376,01:51:48.73,4,inactive,inactive,73,6708.73,0
58377,01:51:50.008,4,inactive,inactive,75,6710.008,0
58378,01:52:0.994,4,inactive,inactive,75,6720.994,0
58379,01:52:7.727,4,inactive,inactive,77,6727.727,0
58380,01:52:14.567,4,inactive,active,74,6734.567,0
58381,01:52:25.173,4,active,active,77,6745.173,0
58382,01:52:28.872,4,inactive,inactive,71,6748.872,0
58383,01:52:35.186,4,inactive,active,72,6755.186,0
58384,01:52:50.354,4,active,inactive,71,6770.354,0
58385,01:53:3.35,4,inactive,inactive,74,6783.35,0
58386,01:53:3.794,4,inactive,inactive,73,6783.794,0
58387,01:53:11.081,4,inactive,inactive,74,6791.081,0
58388,01:53:13.231,4,inactive,inactive,69,6793.231,0
58389,01:53:15.602,4,inactive,inactive,73,6795.602,0
58390,01:53:17.63,4,active,active,79,6797.63,0
58391,01:53:35.227,4,inactive,inactive,77,6815.227,0
58392,01:53:44.408,4,inactive,inactive,70,6824.408,0
58393,01:53:49.13,4,inactive,inactive,76,6829.13,0
58394,01:54:1.826,4,active,active,74,6841.826,0
58395,01:54:4.202,4,inactive,inactive,79,6844.202,0
58396,01:54:5.099,4,active,active,69,6845.099,0
58397,01:54:16.617,4,inactive,inactive,71,6856.617,0
58398,01:54:16.685,4,inactive,inactive,72,6856.685,0
58399,01:54:18.16,4,inactive,active,70,6858.16,0
58400,01:54:25.629,4,inactive,inactive,70,6865.629,0
58401,01:54:31.733,4,inactive,inactive,76,6871.733,0
58402,01:54:53.816,4,inactive,inactive,66,6893.816,0
58403,01:54:54.413,4,inactive,inactive,69,6894.413,0
58404,01:55:16.503,4,inactive,inactive,72,6916.503,0
58405,01:55:18.125,4,active,active,72,6918.125,0
58406,01:55:33.669,4,inactive,inactive,78,6933.669,0
58407,01:55:33.8,4,inactive,inactive,77,6933.8,0
58408,01:55:54.187,4,inactive,inactive,76,6954.187,0
58409,01:55:56.378,4,inactive,inactive,75,6956.378,0
58410,01:55:57.269,4,inactive,inactive,73,6957.269,0
58411,01:56:9.2,4,inactive,active,73,6969.2,0
58412,01:56:10.106,4,active,active,71,6970.106,0
58413,01:56:25.65,4,inactive,inactive,72,6985.65,0
58414,01:56:30.981,4,inactive,inactive,75,6990.981,0
58415,01:56:38.134,4,inactive,inactive,76,6998.134,0
58416,01:56:44.246,4,inactive,inactive,71,7004.246,0
58417,01:56:55.012,4,inactive,inactive,78,7015.012,0
8341,01:57:21.12,4,active,active,81,7041.12,1
8342,01:57:52.717,4,active,active,78,7072.717,1
8343,01:57:53.378,4,active,active,78,7073.378,1
8344,01:58:22.024,4,active,active,82,7102.024,1
8345,01:58:31.055,4,active,active,83,7111.055,1
8346,01:58:36.295,4,active,active,82,7116.295,1
8347,01:59:54.589,4,active,active,81,7194.589,1
8348,02:00:7.023,4,active,active,86,7207.023,1
8349,02:00:17.311,4,active,active,78,7217.311,1
8350,02:00:17.389,4,active,active,75,7217.389,1
8351,02:00:31.609,4,active,active,78,7231.609,1
8352,02:01:32.173,4,active,active,77,7292.173,1
8353,02:01:40.998,4,active,active,89,7300.998,1
58467,02:01:46.797,4,inactive,active,71,7306.797,0
58468,02:01:52.06,4,inactive,inactive,70,7312.06,0
58469,02:01:58.497,4,inactive,inactive,71,7318.497,0
58470,02:02:25.036,4,inactive,inactive,76,7345.036,0
58471,02:02:32.187,4,inactive,inactive,71,7352.187,0
58472,02:02:35.967,4,inactive,inactive,66,7355.967,0
58473,02:02:39.039,4,inactive,inactive,69,7359.039,0
58474,02:02:46.81,4,inactive,inactive,73,7366.81,0
58475,02:02:51.894,4,inactive,inactive,71,7371.894,0
58476,02:03:6.545,4,inactive,inactive,74,7386.545,0
58477,02:03:15.504,4,inactive,inactive,70,7395.504,0
58478,02:03:19.34,4,inactive,inactive,68,7399.34,0
58479,02:03:32.217,4,inactive,inactive,71,7412.217,0
58480,02:03:40.208,4,inactive,active,74,7420.208,0
58481,02:03:42.113,4,active,active,71,7422.113,0
58482,02:03:45.017,4,inactive,active,76,7425.017,0
58483,02:03:57.663,4,inactive,inactive,74,7437.663,0
58484,02:03:58.064,4,inactive,inactive,76,7438.064,0
58485,02:04:12.08,4,inactive,inactive,73,7452.08,0
58486,02:04:16.691,4,inactive,inactive,75,7456.691,0
58487,02:04:27.489,4,inactive,inactive,70,7467.489,0
58488,02:04:33.352,4,inactive,inactive,74,7473.352,0
58489,02:04:38.83,4,inactive,inactive,76,7478.83,0
58490,02:04:41.305,4,inactive,inactive,71,7481.305,0
58491,02:04:54.289,4,inactive,inactive,71,7494.289,0
58492,02:04:57.224,4,inactive,inactive,72,7497.224,0
58493,02:05:5.663,4,inactive,inactive,67,7505.663,0
58494,02:05:5.669,4,inactive,inactive,74,7505.669,0
58495,02:05:8.502,4,inactive,inactive,69,7508.502,0
58496,02:05:20.902,4,inactive,inactive,75,7520.902,0
58497,02:05:22.19,4,inactive,inactive,77,7522.19,0
58498,02:05:22.573,4,inactive,inactive,72,7522.573,0
58499,02:05:25.329,4,active,active,75,7525.329,0
58500,02:05:27.302,4,active,active,74,7527.302,0
58501,02:05:38.215,4,inactive,inactive,70,7538.215,0
58502,02:05:42.782,4,inactive,inactive,74,7542.782,0
58503,02:06:4.297,4,active,active,73,7564.297,0
58504,02:06:8.549,4,inactive,inactive,69,7568.549,0
58505,02:06:8.847,4,inactive,inactive,70,7568.847,0
58506,02:06:10.001,4,inactive,inactive,70,7570.001,0
58507,02:06:12.88,4,inactive,inactive,76,7572.88,0
58508,02:06:21.706,4,inactive,inactive,70,7581.706,0
58509,02:06:22.995,4,inactive,inactive,69,7582.995,0
58510,02:06:26.769,4,inactive,inactive,70,7586.769,0
58511,02:06:30.402,4,inactive,active,69,7590.402,0
58512,02:06:37.58,4,inactive,inactive,75,7597.58,0
58513,02:06:47.973,4,inactive,inactive,74,7607.973,0
58514,02:06:50.003,4,inactive,inactive,74,7610.003,0
58515,02:06:57.236,4,inactive,inactive,74,7617.236,0
8366,02:07:3.151,4,active,active,83,7623.151,1
8367,02:07:4.071,4,active,active,88,7624.071,1
8368,02:07:16.477,4,active,active,79,7636.477,1
8369,02:07:22.177,4,active,active,82,7642.177,1
8370,02:07:53.387,4,active,active,82,7673.387,1
8371,02:08:10.068,4,active,active,83,7690.068,1
8372,02:08:47.284,4,active,active,77,7727.284,1
8373,02:08:57.459,4,active,active,76,7737.459,1
8374,02:09:14.644,4,active,active,83,7754.644,1
8375,02:09:21.85,4,active,active,84,7761.85,1
8376,02:09:22.478,4,active,active,81,7762.478,1
8377,02:09:27.302,4,active,active,81,7767.302,1
8378,02:09:35.225,4,active,active,84,7775.225,1
8379,02:09:46.273,4,active,active,83,7786.273,1
8380,02:10:0.72,4,active,active,75,7800.72,1
8381,02:10:2.705,4,active,active,86,7802.705,1
58548,02:10:4.958,4,inactive,inactive,74,7804.958,0
58549,02:10:9.49,4,inactive,inactive,75,7809.49,0
58550,02:10:19.36,4,active,active,79,7819.36,0
58551,02:10:34.526,4,inactive,inactive,71,7834.526,0
58552,02:10:39.718,4,inactive,inactive,75,7839.718,0
58553,02:10:40.715,4,inactive,inactive,74,7840.715,0
58554,02:10:44.247,4,active,active,71,7844.247,0
58555,02:10:49.084,4,inactive,inactive,70,7849.084,0
58556,02:10:51.012,4,inactive,inactive,75,7851.012,0
58557,02:11:0.614,4,inactive,active,76,7860.614,0
58558,02:11:12.177,4,active,active,78,7872.177,0
58559,02:11:28.396,4,inactive,inactive,76,7888.396,0
58560,02:11:31.454,4,active,active,71,7891.454,0
58561,02:11:32.002,4,inactive,inactive,74,7892.002,0
58562,02:11:32.16,4,inactive,inactive,69,7892.16,0
58563,02:11:32.841,4,inactive,inactive,75,7892.841,0
58564,02:11:34.05,4,inactive,inactive,78,7894.05,0
58565,02:11:37.004,4,inactive,inactive,70,7897.004,0
58566,02:11:38.208,4,inactive,inactive,75,7898.208,0
58567,02:11:45.133,4,inactive,inactive,73,7905.133,0
58568,02:11:46.698,4,inactive,inactive,66,7906.698,0
58569,02:11:54.287,4,inactive,inactive,72,7914.287,0
58570,02:12:5.101,4,inactive,active,70,7925.101,0
58571,02:12:7.58,4,inactive,inactive,70,7927.58,0
58572,02:12:8.05,4,inactive,inactive,72,7928.05,0
58573,02:12:21.899,4,inactive,inactive,77,7941.899,0
58574,02:12:25.581,4,inactive,active,69,7945.581,0
58575,02:12:27.534,4,inactive,inactive,70,7947.534,0
58576,02:12:30.301,4,inactive,inactive,73,7950.301,0
58577,02:12:39.032,4,inactive,inactive,78,7959.032,0
58578,02:12:49.824,4,inactive,inactive,74,7969.824,0
58579,02:13:4.408,4,active,active,74,7984.408,0
8395,02:13:28.906,4,active,inactive,83,8008.906,1
8396,02:13:37.896,4,active,active,79,8017.896,1
8397,02:14:16.814,4,active,active,79,8056.814,1
8398,02:14:24.893,4,active,active,84,8064.893,1
8399,02:14:31.253,4,active,active,78,8071.253,1
8400,02:14:32.819,4,active,active,85,8072.819,1
8401,02:14:56.839,4,active,active,80,8096.839,1
8402,02:15:1.228,4,active,active,83,8101.228,1
8403,02:15:3.587,4,active,active,86,8103.587,1
8404,02:15:6.511,4,active,active,81,8106.511,1
8405,02:15:11.934,4,active,active,82,8111.934,1
8406,02:15:15.998,4,active,active,76,8115.998,1
8407,02:15:21.148,4,active,active,82,8121.148,1
8408,02:15:22.542,4,active,active,82,8122.542,1
8409,02:15:22.947,4,active,inactive,79,8122.947,1
8410,02:15:57.472,4,active,active,82,8157.472,1
8411,02:16:32.929,4,active,active,82,8192.929,1
8412,02:17:1.372,4,active,active,84,8221.372,1
8413,02:17:48.778,4,active,active,78,8268.778,1
8414,02:17:54.544,4,active,active,83,8274.544,1
8415,02:18:4.481,4,active,active,81,8284.481,1
8416,02:18:15.816,4,active,active,79,8295.816,1
8417,02:18:21.671,4,active,active,83,8301.671,1
8418,02:18:30.717,4,active,active,84,8310.717,1
8419,02:18:40.519,4,active,active,81,8320.519,1
58637,02:18:50.874,4,inactive,inactive,68,8330.874,0
58638,02:18:53.981,4,inactive,inactive,80,8333.981,0
58639,02:18:59.486,4,inactive,inactive,70,8339.486,0
58640,02:19:9.804,4,inactive,inactive,73,8349.804,0
58641,02:19:12.773,4,inactive,active,69,8352.773,0
58642,02:19:16.452,4,inactive,inactive,74,8356.452,0
58643,02:19:18.396,4,inactive,inactive,70,8358.396,0
58644,02:19:24.557,4,inactive,inactive,76,8364.557,0
58645,02:19:30.882,4,inactive,inactive,73,8370.882,0
58646,02:19:33.851,4,inactive,inactive,66,8373.851,0
58647,02:19:53.198,4,inactive,inactive,75,8393.198,0
58648,02:19:58.464,4,inactive,inactive,75,8398.464,0
58649,02:20:3.602,4,inactive,inactive,72,8403.602,0
58650,02:20:5.738,4,inactive,inactive,76,8405.738,0
58651,02:20:12.852,4,inactive,inactive,71,8412.852,0
58652,02:20:12.919,4,active,active,70,8412.919,0
