,Time,DayOfWeek,Motion,Acceleration,Temperature
1580,19:10.2,0,active,inactive,64
1581,59:13.3,2,inactive,active,64
1582,0:06:57,3,inactive,inactive,70
1583,44:55.1,2,inactive,active,64
1584,20:21.8,0,inactive,inactive,70
1585,22:35.5,3,inactive,inactive,68
1586,06:53.5,3,active,inactive,69
1587,45:15.9,0,inactive,inactive,70
1588,41:26.7,3,active,inactive,68
1589,34:38.3,6,active,inactive,63
1590,19:31.6,3,inactive,inactive,64
1591,33:30.5,3,inactive,active,70
1592,0:35:25,2,active,active,63
1593,0:51:28,5,active,inactive,71
1594,33:42.1,1,inactive,inactive,68
1595,41:48.1,1,active,inactive,66
1596,0:19:02,3,inactive,active,64
1597,40:45.4,0,inactive,inactive,63
1598,07:13.8,1,inactive,active,63
1599,09:55.7,2,inactive,inactive,63
1600,39:08.5,4,inactive,active,62
1601,14:28.8,2,inactive,inactive,64
1602,34:04.5,0,inactive,inactive,66
1603,30:14.2,0,inactive,inactive,65
1604,20:47.6,5,inactive,inactive,62
1605,36:18.8,1,inactive,active,65
1606,35:59.3,4,inactive,inactive,62
1607,47:42.2,6,inactive,inactive,66
1608,40:40.6,3,inactive,inactive,63
1609,0:00:00,3,inactive,inactive,62
1610,36:21.9,1,inactive,inactive,62
1611,04:11.8,3,inactive,inactive,67
1612,54:47.7,2,inactive,inactive,63
1613,13:06.7,2,active,active,64
1614,05:39.1,2,inactive,inactive,69
1615,46:28.7,4,inactive,inactive,68
1616,0:31:40,2,inactive,inactive,70
1617,32:15.9,0,inactive,inactive,69
1618,23:03.6,0,inactive,inactive,68
1619,40:56.5,1,inactive,inactive,65
1620,27:31.6,1,inactive,active,71
1621,10:58.8,0,inactive,inactive,65
1622,32:19.5,1,inactive,active,69
1623,0:52:29,0,inactive,inactive,71
1624,26:46.1,2,inactive,active,65
1625,45:56.5,2,inactive,inactive,67
1626,06:41.6,2,inactive,inactive,65
1627,53:22.6,1,inactive,inactive,63
1628,01:03.1,3,inactive,inactive,66
1629,44:55.5,0,active,active,70
1630,50:07.4,0,active,inactive,69
1631,34:30.9,5,inactive,inactive,69
1632,16:21.4,3,inactive,inactive,62
1633,30:09.6,2,inactive,inactive,66
1634,34:01.1,0,active,inactive,64
1635,09:31.5,4,inactive,inactive,69
1636,04:07.4,3,inactive,active,64
1637,31:19.9,1,inactive,inactive,64
1638,48:27.9,4,active,inactive,69
1639,58:39.7,4,inactive,inactive,65
1640,42:18.4,1,active,inactive,66
1641,19:57.7,2,inactive,active,71
1642,33:23.1,2,inactive,inactive,69
1643,08:47.7,4,inactive,inactive,66
1644,22:40.1,4,active,inactive,64
1645,40:16.3,3,inactive,inactive,68
1646,20:00.1,3,inactive,active,62
1647,38:49.9,3,inactive,inactive,62
1648,54:55.3,1,inactive,active,65
1649,14:58.8,2,inactive,inactive,63
1650,26:18.8,1,inactive,inactive,66
1651,53:34.1,2,inactive,inactive,70
1652,58:41.8,0,inactive,inactive,70
1653,56:48.6,6,inactive,inactive,68
1654,17:36.4,3,active,inactive,62
1655,33:38.3,2,active,inactive,68
1656,26:39.8,1,inactive,inactive,62
1657,24:43.7,1,inactive,inactive,66
1658,33:48.5,2,inactive,active,67
1659,45:14.5,3,inactive,active,64
1660,03:41.3,4,inactive,inactive,62
1661,41:28.8,5,inactive,inactive,65
1662,35:27.2,0,inactive,active,64
1663,18:50.3,4,active,inactive,70
1664,50:28.1,0,inactive,active,63
1665,0:35:15,6,inactive,active,62
1666,21:20.2,6,inactive,inactive,67
1667,04:15.5,5,inactive,active,62
1668,45:01.2,4,inactive,active,63
1669,0:46:11,3,inactive,inactive,66
1670,35:48.6,4,inactive,inactive,70
1671,34:06.8,5,inactive,inactive,64
1672,0:48:59,4,inactive,inactive,63
1673,49:03.5,0,inactive,inactive,69
1674,59:37.2,4,active,active,64
1675,46:53.7,0,inactive,inactive,70
1676,19:30.2,4,inactive,inactive,69
1677,52:32.8,2,inactive,inactive,69
1678,14:58.1,4,inactive,inactive,64
1679,06:36.9,4,inactive,inactive,71
1680,13:32.8,0,inactive,inactive,68
1681,16:23.3,4,inactive,inactive,69
1682,04:05.4,5,inactive,inactive,68
1683,37:17.1,0,active,inactive,64
1684,35:24.1,4,inactive,inactive,69
1685,57:37.4,2,inactive,inactive,66
1686,42:00.8,3,inactive,inactive,67
1687,47:48.8,0,inactive,inactive,69
1688,32:16.4,2,inactive,inactive,71
1689,55:48.6,2,active,inactive,66
1690,42:54.5,2,inactive,inactive,65
1691,0:46:28,1,active,inactive,66
1692,08:26.7,1,inactive,inactive,68
1693,14:16.9,2,active,active,62
1694,41:11.2,6,inactive,inactive,70
1695,48:09.2,2,inactive,inactive,68
1696,51:12.8,4,inactive,active,65
1697,16:32.9,3,inactive,inactive,68
1698,21:58.5,5,inactive,active,67
1699,55:30.8,4,active,inactive,68
1700,59:33.1,2,inactive,inactive,71
1701,02:23.6,1,inactive,inactive,68
1702,07:41.4,0,inactive,inactive,65
1703,42:45.6,3,inactive,active,67
1704,21:32.8,1,inactive,inactive,62
1705,21:19.8,0,inactive,active,69
1706,02:50.7,1,inactive,inactive,62
1707,22:16.6,2,inactive,active,64
1708,29:49.7,1,inactive,active,67
1709,06:35.9,4,inactive,inactive,70
1710,39:39.1,4,active,active,62
1711,04:52.1,3,inactive,inactive,68
1712,04:13.8,4,active,inactive,62
1713,03:19.6,2,active,inactive,68
1714,28:41.7,1,active,inactive,64
1715,09:08.2,3,inactive,inactive,69
1716,04:53.5,4,active,inactive,67
1717,0:03:15,4,inactive,inactive,64
1718,07:10.7,0,active,inactive,67
1719,01:40.6,4,inactive,active,65
1720,0:08:27,2,active,inactive,63
1721,07:13.1,3,inactive,inactive,68
1722,51:36.1,0,inactive,inactive,65
1723,11:08.5,5,inactive,inactive,63
1724,05:37.8,4,inactive,inactive,70
1725,38:44.6,4,inactive,active,67
1726,29:28.3,3,inactive,inactive,66
1727,42:43.9,1,inactive,inactive,64
1728,36:42.7,0,active,inactive,64
1729,21:05.7,4,inactive,inactive,65
1730,27:20.7,0,inactive,inactive,70
1731,59:08.7,5,inactive,inactive,65
1732,42:34.4,5,inactive,active,63
1733,17:16.9,3,active,inactive,64
1734,45:33.6,1,active,inactive,71
1735,32:21.9,4,inactive,inactive,70
1736,13:16.5,1,inactive,active,71
1737,52:08.8,4,inactive,inactive,63
1738,51:07.8,0,inactive,inactive,71
1739,07:08.1,2,inactive,active,71
1740,11:22.1,2,inactive,inactive,69
1741,28:22.3,1,inactive,inactive,65
1742,00:59.2,0,active,inactive,66
1743,57:36.1,0,active,active,66
1744,33:31.5,2,inactive,inactive,63
1745,23:42.9,0,inactive,active,65
1746,14:56.7,2,inactive,active,65
1747,32:39.6,1,inactive,active,63
1748,16:43.4,0,inactive,inactive,63
1749,58:13.5,3,inactive,inactive,71
1750,55:45.8,1,inactive,inactive,66
1751,38:00.5,2,inactive,active,64
1752,09:34.3,3,inactive,inactive,63
1753,28:01.5,2,inactive,inactive,65
1754,20:35.3,4,active,inactive,71
1755,57:36.5,4,inactive,inactive,69
1756,16:02.9,0,active,inactive,66
1757,46:20.1,0,inactive,inactive,65
1758,17:58.6,0,inactive,inactive,62
1759,39:25.4,2,inactive,inactive,63
1760,15:17.6,1,inactive,inactive,70
1761,13:27.7,0,active,inactive,66
1762,38:33.4,0,inactive,inactive,68
1763,18:19.2,2,inactive,inactive,64
1764,22:06.7,1,inactive,inactive,66
1765,54:58.2,5,active,active,63
1766,42:30.9,2,active,active,65
1767,29:12.8,0,active,inactive,68
1768,12:13.2,1,inactive,inactive,69
1769,20:01.7,1,active,inactive,65
1770,17:57.6,0,inactive,inactive,71
1771,25:18.8,6,active,active,65
1772,0:12:29,4,inactive,inactive,69
1773,02:50.6,2,active,inactive,70
1774,54:40.7,3,inactive,inactive,62
1775,13:43.6,2,inactive,active,64
1776,47:08.8,4,inactive,inactive,68
1777,0:43:48,5,active,inactive,71
1778,28:10.9,1,inactive,inactive,63
1779,42:34.4,4,inactive,active,64
1780,00:28.1,2,inactive,active,63
1781,21:11.3,3,inactive,inactive,63
1782,06:10.2,4,inactive,inactive,67
1783,59:14.4,2,inactive,inactive,69
1784,34:04.8,2,inactive,inactive,67
1785,34:59.4,6,active,inactive,65
1786,39:30.7,2,inactive,inactive,67
1787,44:10.1,1,inactive,inactive,69
1788,08:33.6,0,inactive,inactive,65
1789,21:18.4,0,inactive,inactive,64
1790,09:03.7,0,active,inactive,70
1791,45:53.1,2,inactive,inactive,64
1792,0:22:37,2,inactive,inactive,71
1793,45:59.3,1,inactive,inactive,67
1794,13:15.1,2,inactive,active,68
1795,29:41.1,0,inactive,active,67
1796,52:49.2,4,active,active,63
1797,00:51.8,3,inactive,active,67
1798,0:47:44,6,inactive,inactive,69
1799,57:53.4,2,inactive,active,65
1800,13:05.2,2,inactive,inactive,71
1801,50:31.3,6,inactive,inactive,71
1802,01:08.2,1,inactive,active,71
1803,52:20.1,2,active,inactive,62
1804,51:25.7,0,inactive,inactive,64
1805,08:15.5,4,inactive,inactive,65
1806,27:27.2,3,inactive,inactive,68
1807,0:29:17,2,inactive,inactive,69
1808,30:35.8,0,inactive,inactive,66
1809,42:09.9,1,inactive,inactive,66
1810,46:51.7,4,inactive,active,71
1811,53:01.7,2,active,inactive,66
1812,53:40.6,2,active,inactive,63
1813,37:14.5,4,active,inactive,65
1814,39:30.9,1,inactive,inactive,66
1815,04:30.8,4,inactive,inactive,63
1816,07:14.7,2,inactive,inactive,67
1817,0:35:02,0,inactive,inactive,62
1818,04:03.6,4,active,inactive,69
1819,10:19.5,4,inactive,inactive,63
1820,36:43.2,2,inactive,inactive,64
1821,08:10.6,2,active,inactive,66
1822,03:13.8,0,inactive,inactive,69
1823,0:20:54,4,inactive,inactive,62
1824,32:46.7,3,inactive,inactive,65
1825,31:18.3,3,inactive,active,64
1826,49:52.2,1,active,active,65
1827,39:32.8,1,active,inactive,68
1828,50:23.4,2,active,inactive,63
1829,19:32.7,4,active,inactive,68
1830,55:35.6,1,inactive,inactive,68
1831,54:14.7,3,active,inactive,63
1832,07:27.6,4,inactive,inactive,68
1833,48:11.2,0,inactive,inactive,66
1834,44:09.5,2,inactive,inactive,62
1835,42:22.9,5,inactive,inactive,62
1836,27:25.9,3,inactive,inactive,71
1837,32:59.6,4,active,inactive,67
1838,14:51.3,2,inactive,inactive,62
1839,55:58.4,3,inactive,inactive,65
1840,49:41.2,4,inactive,active,68
1841,58:19.4,3,inactive,inactive,68
1842,52:50.6,1,active,inactive,65
1843,36:26.9,3,active,active,67
1844,51:05.8,5,inactive,inactive,63
1845,07:19.4,1,inactive,inactive,69
1846,03:43.8,5,inactive,inactive,68
1847,41:13.6,1,inactive,inactive,69
1848,05:18.4,3,inactive,inactive,67
1849,19:32.9,3,inactive,inactive,68
1850,54:19.4,4,inactive,inactive,66
1851,40:49.5,1,active,inactive,64
1852,05:14.7,0,inactive,active,68
1853,27:52.5,0,inactive,inactive,65
1854,59:06.8,3,active,inactive,64
1855,18:10.8,4,inactive,inactive,68
1856,14:24.7,2,inactive,inactive,71
1857,04:11.5,4,inactive,active,64
1858,17:45.8,1,inactive,inactive,70
1859,01:59.7,1,inactive,inactive,67
1860,18:29.2,0,inactive,inactive,63
1861,04:25.7,4,inactive,inactive,63
1862,0:20:22,3,inactive,inactive,63
1863,42:16.8,2,inactive,active,67
1864,58:16.7,2,inactive,inactive,64
1865,45:15.2,5,inactive,inactive,66
1866,57:58.3,2,active,inactive,70
1867,33:14.8,3,inactive,inactive,71
1868,13:09.9,4,inactive,inactive,62
1869,10:16.4,6,inactive,inactive,62
1870,06:37.3,3,inactive,active,68
1871,0:11:11,0,inactive,active,64
1872,21:55.4,3,inactive,inactive,64
1873,10:54.9,4,inactive,active,68
1874,10:52.3,2,inactive,inactive,69
1875,14:03.3,0,inactive,inactive,66
1876,17:31.8,3,inactive,active,71
1877,07:19.8,5,inactive,inactive,63
1878,34:45.9,5,inactive,inactive,66
1879,44:25.2,2,inactive,active,66
1880,34:24.4,0,inactive,inactive,66
1881,15:13.2,3,inactive,inactive,62
1882,31:01.6,0,inactive,active,62
1883,13:31.8,1,active,active,66
1884,0:20:21,5,inactive,inactive,66
1885,54:45.3,3,inactive,inactive,65
1886,43:06.7,0,inactive,active,62
1887,48:52.7,1,active,inactive,66
1888,46:51.3,2,inactive,inactive,71
1889,05:22.6,4,active,inactive,62
1890,52:37.3,3,inactive,inactive,68
1891,06:18.5,3,active,active,67
1892,09:38.1,3,inactive,inactive,71
1893,21:37.1,3,inactive,inactive,65
1894,21:55.6,4,inactive,active,64
1895,53:41.9,0,active,inactive,71
1896,0:50:55,3,active,inactive,70
1897,48:54.5,1,inactive,inactive,65
1898,22:52.8,3,active,active,62
1899,23:31.4,3,inactive,inactive,70
1900,12:12.1,1,inactive,inactive,68
1901,13:00.6,2,inactive,inactive,71
1902,04:09.7,0,inactive,inactive,67
1903,11:32.8,0,active,inactive,69
1904,06:03.5,1,inactive,inactive,66
1905,02:45.4,0,inactive,inactive,66
1906,52:51.4,5,inactive,active,69
1907,02:02.1,2,inactive,inactive,67
1908,0:50:51,3,inactive,active,62
1909,08:42.7,0,inactive,inactive,62
1910,02:52.4,0,inactive,inactive,63
1911,37:28.8,0,inactive,inactive,65
1912,10:17.1,3,active,active,62
1913,12:24.8,0,inactive,active,62
1914,0:08:39,2,inactive,active,68
1915,12:28.3,2,inactive,active,68
1916,11:26.4,1,inactive,inactive,67
1917,09:56.7,0,inactive,inactive,66
1918,01:28.2,4,inactive,inactive,63
1919,28:25.4,3,inactive,inactive,66
1920,41:30.8,5,active,inactive,71
1921,59:51.3,0,active,inactive,69
1922,02:31.5,3,active,inactive,63
1923,50:31.9,4,inactive,inactive,66
1924,0:32:57,0,inactive,active,65
1925,11:44.2,2,inactive,inactive,65
1926,14:14.3,2,inactive,active,62
1927,34:37.5,1,inactive,inactive,71
1928,43:03.9,0,inactive,inactive,67
1929,20:44.1,0,inactive,inactive,66
1930,44:25.3,2,inactive,inactive,69
1931,43:52.5,2,inactive,inactive,64
1932,45:42.6,6,active,active,68
1933,06:32.9,0,inactive,inactive,68
1934,0:50:58,3,active,inactive,65
1935,01:03.6,0,inactive,inactive,66
1936,11:10.4,5,inactive,inactive,62
1937,10:42.3,4,active,inactive,68
1938,34:25.9,1,inactive,inactive,62
1939,12:11.4,3,active,inactive,64
1940,31:56.2,0,active,inactive,69
1941,39:53.9,2,inactive,inactive,64
1942,36:14.8,2,inactive,inactive,66
1943,14:41.7,4,inactive,inactive,69
1944,06:14.3,0,active,inactive,64
1945,10:31.2,1,active,inactive,66
1946,53:11.8,0,inactive,active,66
1947,17:46.5,4,inactive,active,69
1948,38:58.9,0,inactive,inactive,71
1949,36:35.2,4,inactive,inactive,63
1950,55:19.8,3,inactive,inactive,62
1951,19:27.3,0,inactive,active,69
1952,50:14.4,1,inactive,inactive,62
1953,0:57:51,1,inactive,inactive,63
1954,35:12.8,4,inactive,inactive,66
1955,29:54.5,3,inactive,inactive,67
1956,32:48.1,2,inactive,active,67
1957,14:06.8,6,inactive,inactive,68
1958,54:05.4,4,active,active,66
1959,00:02.6,0,active,active,71
1960,13:11.6,5,inactive,inactive,65
1961,29:06.3,4,inactive,inactive,66
1962,47:30.5,1,inactive,active,62
1963,13:37.5,0,inactive,active,67
1964,49:56.7,3,inactive,inactive,70
1965,02:50.2,4,inactive,inactive,63
1966,35:43.4,6,active,inactive,66
1967,29:34.6,0,inactive,inactive,67
1968,54:14.1,4,inactive,inactive,68
1969,15:55.2,0,active,inactive,63
1970,01:31.4,0,inactive,active,65
1971,00:21.1,0,inactive,inactive,62
1972,09:20.9,4,inactive,inactive,62
1973,26:44.2,1,inactive,inactive,69
1974,52:45.6,2,inactive,inactive,63
1975,04:24.9,0,inactive,inactive,68
1976,24:50.1,2,active,inactive,69
1977,46:24.5,4,inactive,inactive,70
1978,27:08.7,0,inactive,inactive,67
1979,26:38.1,1,active,inactive,65
1980,03:10.6,4,inactive,inactive,71
1981,05:20.5,1,inactive,inactive,65
1982,17:03.9,2,active,inactive,69
1983,0:08:46,0,inactive,inactive,71
1984,0:36:08,4,inactive,active,62
1985,09:33.2,1,inactive,inactive,70
1986,24:45.4,6,active,active,68
1987,58:08.4,1,inactive,inactive,70
1988,18:53.2,1,active,inactive,70
1989,27:13.1,0,inactive,inactive,71
1990,48:53.8,5,active,active,67
1991,06:32.6,1,inactive,inactive,65
1992,33:01.8,3,inactive,inactive,62
1993,0:43:54,1,active,inactive,67
1994,53:04.5,5,active,inactive,71
1995,00:43.5,2,inactive,inactive,71
1996,01:17.2,3,inactive,inactive,63
1997,05:16.7,1,inactive,inactive,65
1998,57:03.5,1,inactive,active,69
1999,16:34.3,6,inactive,inactive,71
2000,12:30.6,1,active,inactive,70
2001,16:55.2,2,active,active,65
2002,34:08.7,1,inactive,inactive,70
2003,07:41.4,3,active,active,64
2004,52:58.3,1,active,inactive,63
2005,24:19.2,0,inactive,inactive,68
2006,04:21.6,0,inactive,inactive,67
2007,23:44.3,2,inactive,inactive,70
2008,31:56.5,0,inactive,active,68
2009,00:35.8,1,inactive,inactive,62
2010,43:50.2,1,inactive,inactive,71
2011,29:16.3,4,inactive,inactive,68
2012,25:46.6,4,inactive,inactive,66
2013,32:46.6,5,active,inactive,64
2014,31:55.8,0,inactive,inactive,62
2015,48:24.1,3,active,inactive,64
2016,30:57.1,4,inactive,inactive,66
2017,36:54.9,0,inactive,inactive,68
2018,50:21.2,4,inactive,active,62
2019,09:18.4,1,active,inactive,66
2020,36:47.8,3,inactive,inactive,64
2021,45:57.9,2,active,inactive,66
2022,0:32:03,3,active,inactive,63
2023,16:31.2,3,inactive,active,62
2024,03:05.6,6,inactive,active,67
2025,13:43.6,4,inactive,inactive,62
2026,44:30.5,4,inactive,inactive,69
2027,45:04.3,2,inactive,inactive,62
2028,15:59.3,4,inactive,inactive,62
2029,0:45:45,0,active,active,66
2030,28:35.1,4,inactive,inactive,69
2031,29:38.3,4,active,inactive,66
2032,12:59.6,0,inactive,inactive,65
2033,21:01.1,4,active,active,68
2034,58:08.4,2,inactive,inactive,68
2035,19:07.3,1,inactive,active,68
2036,38:26.6,5,active,inactive,70
2037,45:39.7,0,inactive,inactive,66
2038,54:11.3,2,inactive,inactive,71
2039,13:09.4,6,inactive,inactive,70
2040,17:11.8,3,inactive,active,69
2041,35:25.5,2,inactive,inactive,64
2042,18:57.3,0,inactive,inactive,66
2043,24:21.8,4,inactive,inactive,68
2044,25:14.1,0,inactive,inactive,63
2045,49:19.2,3,inactive,inactive,68
2046,02:23.4,3,active,inactive,64
2047,21:36.7,2,inactive,inactive,71
2048,20:42.2,2,inactive,inactive,70
2049,02:12.3,2,inactive,active,64
2050,41:57.2,0,active,inactive,69
2051,33:52.3,5,active,inactive,69
2052,33:42.6,4,inactive,inactive,71
2053,31:50.8,4,inactive,inactive,67
2054,48:10.4,4,inactive,inactive,63
2055,08:21.8,4,inactive,inactive,71
2056,21:24.8,5,inactive,inactive,68
2057,0:32:04,2,inactive,inactive,66
2058,09:20.5,3,inactive,inactive,68
2059,23:08.8,1,inactive,active,63
2060,08:11.7,3,inactive,inactive,62
2061,19:07.8,2,inactive,inactive,63
2062,24:18.7,0,inactive,inactive,64
2063,41:38.7,0,inactive,inactive,66
2064,52:29.9,2,inactive,inactive,65
2065,24:09.2,0,inactive,inactive,67
2066,33:32.4,0,inactive,inactive,64
2067,26:25.9,4,active,inactive,65
2068,0:28:38,0,inactive,inactive,67
2069,58:40.7,2,active,inactive,70
2070,03:27.8,4,inactive,inactive,64
2071,46:17.3,1,inactive,inactive,68
2072,25:30.7,5,active,inactive,71
2073,18:00.4,4,inactive,inactive,65
2074,55:53.1,4,inactive,inactive,66
2075,56:44.5,2,active,inactive,66
2076,00:20.4,4,inactive,inactive,66
2077,0:25:35,0,inactive,inactive,69
2078,08:47.8,0,inactive,inactive,68
2079,22:37.8,2,inactive,active,71
2080,40:18.7,0,active,active,68
2081,45:40.8,0,inactive,inactive,68
2082,26:39.6,3,inactive,active,69
2083,01:55.8,3,inactive,inactive,65
2084,42:58.7,3,inactive,inactive,70
2085,16:30.3,2,inactive,active,68
2086,0:35:42,3,inactive,inactive,65
2087,43:37.1,4,inactive,inactive,63
2088,44:01.5,4,inactive,inactive,62
2089,05:07.1,4,inactive,inactive,63
2090,11:51.6,3,active,inactive,65
2091,0:17:52,3,inactive,inactive,71
2092,55:04.9,4,inactive,active,65
2093,45:19.4,1,inactive,inactive,63
2094,11:03.3,3,inactive,active,71
2095,51:44.7,6,inactive,inactive,64
2096,49:39.6,3,inactive,inactive,62
2097,49:27.9,0,inactive,inactive,69
2098,01:19.5,2,inactive,active,69
2099,03:56.7,2,inactive,active,68
2100,16:56.2,0,inactive,active,71
2101,16:17.5,1,inactive,inactive,63
2102,22:25.1,2,active,inactive,66
2103,0:43:14,4,active,inactive,70
2104,40:59.1,0,inactive,inactive,71
2105,28:27.5,6,active,inactive,68
2106,31:19.6,2,inactive,inactive,67
2107,20:43.2,0,inactive,active,64
2108,0:33:02,0,inactive,inactive,68
2109,0:07:31,1,active,inactive,63
2110,0:07:52,2,active,inactive,62
2111,14:16.7,1,inactive,inactive,62
2112,34:05.4,3,inactive,inactive,64
2113,37:03.5,2,inactive,inactive,64
2114,15:20.6,2,inactive,inactive,63
2115,25:39.9,2,inactive,active,62
2116,49:37.3,4,inactive,inactive,66
2117,10:04.6,0,inactive,inactive,67
2118,28:41.8,3,active,inactive,71
2119,54:40.1,1,inactive,inactive,63
2120,11:16.9,4,inactive,active,70
2121,30:00.9,1,inactive,active,65
2122,0:26:26,0,inactive,inactive,71
2123,07:32.2,2,inactive,inactive,68
2124,11:08.5,6,active,inactive,66
2125,40:59.4,0,active,inactive,67
2126,52:57.7,1,inactive,inactive,70
2127,49:42.6,3,inactive,inactive,68
2128,27:04.3,0,inactive,inactive,70
2129,51:09.1,0,inactive,inactive,65
2130,0:18:53,3,inactive,inactive,71
2131,25:27.8,2,inactive,inactive,67
2132,35:14.9,2,inactive,inactive,63
2133,42:54.1,4,inactive,inactive,69
2134,40:54.7,3,active,active,62
2135,27:13.1,0,inactive,inactive,68
2136,55:51.6,5,active,active,63
2137,06:25.3,1,inactive,active,63
2138,52:32.5,3,inactive,inactive,70
2139,48:03.4,1,active,inactive,65
2140,47:38.2,1,active,inactive,68
2141,02:50.4,5,active,active,62
2142,50:00.2,4,inactive,active,71
2143,0:24:08,0,inactive,active,70
2144,35:07.3,2,inactive,inactive,63
2145,11:32.6,4,active,inactive,68
2146,38:34.8,0,inactive,active,62
2147,10:34.5,0,inactive,active,63
2148,33:27.7,1,inactive,inactive,63
2149,0:34:42,3,inactive,inactive,71
2150,36:57.1,2,active,inactive,68
2151,06:09.3,3,inactive,active,62
2152,55:07.7,2,active,active,64
2153,56:42.1,0,inactive,inactive,65
2154,37:57.3,3,inactive,active,67
2155,18:07.1,4,inactive,active,71
2156,46:39.4,2,active,inactive,62
2157,0:58:06,2,active,inactive,70
2158,10:06.9,4,active,inactive,65
2159,0:29:45,4,inactive,inactive,67
2160,33:50.7,1,inactive,inactive,66
2161,25:26.1,0,inactive,active,71
2162,56:21.8,0,inactive,active,64
2163,05:57.8,4,inactive,inactive,67
2164,27:56.1,0,inactive,inactive,66
2165,39:45.8,0,inactive,inactive,64
2166,0:40:00,3,inactive,inactive,67
2167,22:11.5,4,inactive,inactive,68
2168,43:40.8,2,inactive,active,67
2169,11:28.6,5,active,inactive,66
2170,13:03.6,5,inactive,active,62
2171,35:43.7,5,active,inactive,67
2172,28:12.4,2,inactive,active,64
2173,15:28.2,5,active,inactive,69
2174,06:41.1,1,active,inactive,69
2175,22:53.8,3,active,inactive,62
2176,0:23:43,3,inactive,inactive,70
2177,29:59.6,3,inactive,inactive,64
2178,37:50.8,4,inactive,inactive,70
2179,35:49.9,1,inactive,inactive,66
2180,48:27.4,4,inactive,inactive,71
2181,20:50.8,0,inactive,inactive,62
2182,42:10.1,2,inactive,active,68
2183,54:25.8,2,inactive,inactive,65
2184,41:12.7,0,inactive,inactive,69
2185,45:32.9,4,inactive,active,68
2186,55:42.8,6,active,active,70
2187,0:28:39,4,active,active,67
2188,23:18.7,4,inactive,inactive,68
2189,10:36.2,1,inactive,inactive,71
2190,54:17.9,3,inactive,inactive,66
2191,50:51.9,3,active,inactive,70
2192,0:17:22,4,inactive,inactive,69
2193,48:33.5,1,inactive,inactive,67
2194,29:15.2,0,inactive,inactive,62
2195,44:05.1,1,inactive,inactive,64
2196,25:44.7,4,inactive,inactive,64
2197,44:37.1,1,inactive,active,63
2198,02:51.9,2,inactive,active,64
2199,19:48.7,0,inactive,inactive,67
2200,19:55.6,0,inactive,inactive,70
2201,33:32.9,4,active,inactive,68
2202,22:47.4,1,active,inactive,62
2203,00:29.5,3,inactive,inactive,62
2204,09:46.6,4,inactive,active,71
2205,0:10:41,3,active,inactive,62
2206,0:21:10,0,inactive,inactive,70
2207,37:07.8,0,inactive,active,71
2208,57:02.4,0,inactive,inactive,64
2209,30:45.2,2,inactive,active,71
2210,32:07.3,0,inactive,inactive,64
2211,01:24.6,2,inactive,inactive,62
2212,20:00.6,3,inactive,inactive,65
2213,10:27.1,1,inactive,inactive,62
2214,51:34.5,1,inactive,active,64
2215,48:10.2,3,inactive,inactive,64
2216,58:54.5,1,inactive,inactive,67
2217,55:07.7,2,inactive,inactive,64
2218,27:51.1,0,inactive,inactive,63
2219,37:14.2,1,inactive,inactive,69
2220,23:40.4,2,inactive,inactive,62
2221,41:23.4,1,inactive,inactive,69
2222,15:43.7,3,inactive,inactive,68
2223,11:21.7,3,inactive,inactive,66
2224,11:47.7,2,inactive,active,66
2225,38:30.3,0,inactive,inactive,65
2226,0:15:51,3,active,active,65
2227,40:01.8,0,inactive,inactive,69
2228,52:10.5,0,inactive,active,69
2229,38:06.2,3,inactive,inactive,63
2230,52:10.2,1,active,inactive,67
2231,33:08.2,1,inactive,inactive,71
2232,46:10.7,5,inactive,inactive,71
2233,21:02.7,4,inactive,inactive,69
2234,18:59.3,0,inactive,active,69
2235,10:38.4,1,inactive,active,69
2236,26:45.5,0,inactive,inactive,64
2237,25:20.1,2,inactive,inactive,65
2238,07:57.2,0,inactive,inactive,68
2239,45:07.7,1,inactive,inactive,66
2240,0:11:40,4,active,inactive,71
2241,0:40:30,2,inactive,inactive,62
2242,02:05.8,1,inactive,inactive,68
2243,16:55.1,2,inactive,inactive,70
2244,11:04.5,3,inactive,inactive,67
2245,34:51.4,1,inactive,active,69
2246,11:31.7,0,inactive,active,71
2247,29:48.6,3,active,inactive,70
2248,23:40.7,1,inactive,inactive,68
2249,58:03.1,3,inactive,active,71
2250,48:38.2,4,inactive,inactive,68
2251,04:00.3,4,active,active,65
2252,48:31.6,3,active,inactive,71
2253,14:31.2,4,inactive,inactive,66
2254,38:25.7,0,inactive,inactive,70
2255,15:40.6,4,inactive,inactive,66
2256,11:00.6,3,inactive,active,66
2257,51:14.9,3,inactive,inactive,65
2258,55:24.7,2,active,active,65
2259,05:52.2,3,inactive,inactive,66
2260,03:34.3,0,inactive,inactive,66
2261,55:43.3,4,inactive,inactive,70
2262,15:12.5,0,inactive,inactive,70
2263,58:33.8,5,inactive,inactive,67
2264,53:49.7,3,inactive,inactive,67
2265,39:10.1,0,inactive,active,65
2266,38:33.4,0,inactive,inactive,68
2267,58:28.7,3,inactive,inactive,65
2268,16:27.2,2,inactive,inactive,68
2269,09:12.7,3,inactive,inactive,68
2270,17:11.6,5,inactive,inactive,68
2271,09:21.6,0,inactive,inactive,68
2272,0:54:23,1,inactive,inactive,62
2273,19:35.3,2,inactive,inactive,70
2274,31:53.7,4,active,inactive,69
